,text,pronoun,candidate,label,pred
526,Parents care for their children considerably because they love them undeniably to want to keep them save.,they,"0: Parents, 1: their children",0,0
527,Parents care for their children considerably since they are their pride and joy.,they,"0: Parents, 1: their children",1,0
528,Cats are more territorial than dogs since they always try and insert their dominance over others.,they,"0: Cats, 1: dogs",0,0
529,"Cats are more territorial than dogs, but they can also be territorial at times when marking their territory.",they,"0: Cats, 1: dogs",1,0
530,Kung Fu teachers try to pass on discipline to their disciples since they want them to learn more than just technique.,they,"0: Kung Fu teachers, 1: their disciples",0,0
531,"Kung Fu teachers try to pass on discipline to their disciples, but they do not always learn what they are being taught very well.",they,"0: Kung Fu teachers, 1: their disciples",1,0
532,Mark tried to sabotage Tom because he wants to be employee of the month.,he,"0: Mark, 1: Tom",0,0
533,"Mark tried to sabotage Tom, but he got caught in the process.",he,"0: Mark, 1: Tom",1,0
534,The Walking Dead is proving to be a big hit among zombie enthusiasts because they have made a series that greatly appeals to them.,they,"0: The Walking Dead, 1: zombie enthusiasts",0,1
535,The Walking Dead is proving to be a big hit among zombie enthusiasts so they are watching the show every week.,they,"0: The Walking Dead, 1: zombie enthusiasts",1,1
536,"Guns generally increase in value over time to gun collectors if unfired, because they need to be in mint condition to be extremely valuable.",they,"0: Guns, 1: gun collectors",0,0
537,"Guns generally increase in value over time to gun collectors if unfired, since they prefer to collect things that are in perfect condition.",they,"0: Guns, 1: gun collectors",1,1
538,"Jim hunted the monster, because he was scary.",he,"0: Jim, 1: the monster",1,0
539,"Jim hunted the monster, although he was afraid of him.",he,"0: Jim, 1: the monster",0,0
540,"Arnold Schwarzenegger cannot terminate John Conner, because he is protecting him.",he,"0: Arnold Schwarzenegger, 1: John Conner",0,0
541,"Arnold Schwarzenegger cannot terminate John Conner, because he is the leader of the resistance.",he,"0: Arnold Schwarzenegger, 1: John Conner",1,1
542,"Jim likes John, but he does not like him back.",he,"0: Jim, 1: John",1,0
543,"Jim likes John, but he is not liked back.",he,"0: Jim, 1: John",0,0
544,"The skeleton was scarier than the pumpkin, because it looked like it was walking.",it,"0: The skeleton, 1: the pumpkin",0,0
545,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.",it,"0: The skeleton, 1: the pumpkin",1,0
546,"Schrodinger's cat walks into an empty building, but where is it now?",it,"0: Schrodinger's cat, 1: an empty building",0,0
547,"Schrodinger's cat walks into an empty building, but does it contain him?",it,"0: Schrodinger's cat, 1: an empty building",1,0
548,"Bob kicked Larry, because he was mad.",he,"0: Bob, 1: Larry",0,0
549,"Bob kicked Larry, because he made a condescending comment.",he,"0: Bob, 1: Larry",1,0
550,"The program deleted the reference to the data, but it did not delete it.",it,"0: The program, 1: the data",0,0
551,"The program deleted the reference to the data, but it was not deleted.",it,"0: The program, 1: the data",1,0
552,"The criminal shocked John, because he pulled out a gun.",he,"0: The criminal, 1: John",0,0
553,"The criminal shocked John, because he was not expecting it.",he,"0: The criminal, 1: John",1,0
554,"A banana and an apple go walking, when the yellow one does the talking.",one,"0: A banana, 1: an apple",0,0
555,"A banana and an apple go walking, when the red one does the talking.",one,"0: A banana, 1: an apple",1,1
556,"The employer offered Katie a job, because she was a fit for the company.",she,"0: The employer, 1: Katie",1,1
557,"The employer offered Katie a job, because she liked the interviewee.",she,"0: The employer, 1: Katie",0,1
558,"Jim was delighted to see Jack, because he brightened up his day.",he,"0: Jim, 1: Jack",1,1
559,"Jim was delighted to see Jack, because he was given the strength to finish his day.",he,"0: Jim, 1: Jack",0,0
560,He likes Cuba and hates Japan because it is a communist country.,it,"0: Cuba, 1: Japan",0,0
561,He likes Cuba and hates Japan because it is not a communist country.,it,"0: Cuba, 1: Japan",1,1
562,Saudi Arabians do not respect the Bangladeshis because they are poor.,they,"0: Saudi Arabians, 1: Bangladeshis",1,1
563,Saudi Arabians do not respect the Bangladeshis because they are rich.,they,"0: Saudi Arabians, 1: Bangladeshis",0,0
564,The city councilmen refused the demonstrators a permit because they feared violence.,they,"0: The city councilmen, 1: The demonstrators",0,0
565,The city councilmen refused the demonstrators a permit because they advocated violence.,they,"0: The city councilmen, 1: The demonstrators",1,0
566,The trophy doesn't fit into the brown suitcase because it is too large.,it,"0: the trophy, 1: the suitcase",0,0
567,The trophy doesn't fit into the brown suitcase because it is too small.,it,"0: the trophy, 1: the suitcase",1,0
568,Joan made sure to thank Susan for all the help she had recieved.,she,"0: Joan, 1: Susan",0,0
569,Joan made sure to thank Susan for all the help she had given.,she,"0: Joan, 1: Susan",1,1
570,"Paul tried to call George on the phone, but he wasn't successful.",he,"0: Paul, 1: George",0,0
571,"Paul tried to call George on the phone, but he wasn't available.",he,"0: Paul, 1: George",1,0
572,"The lawyer asked the witness a question, but he was reluctant to repeat it.",he,"0: the lawyer, 1: the witness",0,0
573,"The lawyer asked the witness a question, but he was reluctant to answer it.",he,"0: the lawyer, 1: the witness",1,0
574,The delivery truck zoomed by the school bus because it was going so fast.,it,"0: the delivery truck, 1: the school bus",0,0
575,The delivery truck zoomed by the school bus because it was going so slow.,it,"0: the delivery truck, 1: the school bus",1,0
576,Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.,he,"0: Frank, 1: Bill",0,0
577,Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.,he,"0: Frank, 1: Bill",1,1
578,The man couldn't lift his son because he was so weak.,he,"0: The man, 1: The son",0,0
579,The man couldn't lift his son because he was so heavy.,he,"0: The man, 1: The son",1,0
580,The large ball crashed right through the table because it was made of steel.,it,"0: The large ball, 1: The table",0,0
581,The large ball crashed right through the table because it was made of styrofoam.,it,"0: The large ball, 1: The table",1,0
582,John couldn't see the stage with Billy in front of him because he is so short.,he,"0: John, 1: Billy",0,0
583,John couldn't see the stage with Billy in front of him because he is so tall.,he,"0: John, 1: Billy",1,1
584,Tom threw his schoolbag down to Ray after he reached the top of the stairs.,he,"0: Tom, 1: Ray",0,0
585,Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.,he,"0: Tom, 1: Ray",1,0
586,"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",she,"0: Sue, 1: Sally",0,0
587,"Although they ran at about the same speed, Sue beat Sally because she had such a bad start.",she,"0: Sue, 1: Sally",1,0
588,The sculpture rolled off the shelf because it wasn't anchored.,it,"0: The sculpture, 1: The shelf",0,0
589,The sculpture rolled off the shelf because it wasn't level.,it,"0: The sculpture, 1: The shelf",1,0
590,Sam's drawing was hung just above Tina's and it did look much better with another one below it.,it,"0: Sam's drawing, 1: Tina's drawing",0,0
591,Sam's drawing was hung just above Tina's and it did look much better with another one above it.,it,"0: Sam's drawing, 1: Tina's drawing",1,0
592,Anna did a lot better than her good friend Lucy on the test because she had studied so hard.,she,"0: Anna, 1: Lucy",0,0
593,Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.,she,"0: Anna, 1: Lucy",1,0
594,The firemen arrived after the police because they were coming from so far away.,they,"0: The firemen, 1: The police",0,0
595,The firemen arrived before the police because they were coming from so far away.,they,"0: The firemen, 1: The police",1,0
596,Frank was upset with Tom because the toaster he had bought from him didn't work.,he,"0: Frank, 1: Tom",0,0
597,Frank was upset with Tom because the toaster he had sold him didn't work.,he,"0: Frank, 1: Tom",1,0
598,Jim yelled at Kevin because he was so upset.,he,"0: Jim, 1: Kevin",0,0
599,Jim comforted Kevin because he was so upset.,he,"0: Jim, 1: Kevin",1,0
600,"The sack of potatoes had been placed above the bag of flour, so it had to be moved first.",it,"0: The sack of potatoes, 1: The bag of flour",0,0
601,"The sack of potatoes had been placed below the bag of flour, so it had to be moved first.",it,"0: The sack of potatoes, 1: The bag of flour",1,0
602,Pete envies Martin although he is very successful.,he,"0: Pete, 1: Martin",0,0
603,Pete envies Martin because he is very successful.,he,"0: Pete, 1: Martin",1,1
604,"The older students were bullying the younger ones, so we punished them.",them,"0: The older students, 1: The younger students",0,0
605,"The older students were bullying the younger ones, so we rescued them.",them,"0: The older students, 1: The younger students",1,1
606,I poured water from the bottle into the cup until it was empty.,it,"0: the bottle, 1: the cup",0,0
607,I poured water from the bottle into the cup until it was full.,it,"0: the bottle, 1: the cup",1,1
608,Susan knows all about Ann's personal problems because she is nosy.,she,"0: Susan, 1: Ann",0,0
609,Susan knows all about Ann's personal problems because she is indiscreet.,she,"0: Susan, 1: Ann",1,0
610,Sid explained his theory to Mark but he couldn't convince him.,he,"0: Sid, 1: Mark",0,0
611,Sid explained his theory to Mark but he couldn't understand him.,he,"0: Sid, 1: Mark",1,0
612,"Susan knew that Ann's son had been in a car accident, so she told her about it.",she,"0: Susan, 1: Ann",0,0
613,"Susan knew that Ann's son had been in a car accident, because she told her about it.",she,"0: Susan, 1: Ann",1,0
614,"Joe's uncle can still beat him at tennis, even though he is 30 years younger.",he,"0: Joe, 1: Joe's uncle",0,0
615,"Joe's uncle can still beat him at tennis, even though he is 30 years older.",he,"0: Joe, 1: Joe's uncle",1,1
616,The painting in Mark's living room shows an oak tree. It is to the right of the bookcase.,It,"0: The painting, 1: The oak tree",0,0
617,The painting in Mark's living room shows an oak tree. It is to the right of a house.,It,"0: The painting, 1: The oak tree",1,0
618,There is a gap in the wall. You can see the garden through it.,it,"0: The gap, 1: The wall",0,0
619,There is a gap in the wall. You can see the garden behind it.,it,"0: The gap, 1: The wall",1,1
620,The drain is clogged with hair. It has to be cleaned.,It,"0: The drain, 1: The hair",0,0
621,The drain is clogged with hair. It has to be removed.,It,"0: The drain, 1: The hair",1,0
622,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was short, so it worked out.",it,"0: The meeting, 1: The train",0,0
623,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was delayed, so it worked out.",it,"0: The meeting, 1: The train",1,1
624,"There is a pillar between me and the stage, and I can't see around it.",it,"0: The pillar, 1: The stage",0,0
625,"There is a pillar between me and the stage, and I can't see it.",it,"0: The pillar, 1: The stage",1,0
626,"They broadcast an announcement, but a subway came into the station and I couldn't hear it.",it,"0: The announcement, 1: The subway",0,0
627,"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",it,"0: The announcement, 1: The subway",1,1
628,"In the middle of the outdoor concert, the rain started falling, but it continued until 10.",it,"0: The concert, 1: The rain",0,1
629,"In the middle of the outdoor concert, the rain started falling, and it continued until 10.",it,"0: The concert, 1: The rain",1,1
630,"I used an old rag to clean the knife, and then I put it in the trash.",it,"0: The rag, 1: The knife",0,0
631,"I used an old rag to clean the knife, and then I put it in the drawer.",it,"0: The rag, 1: The knife",1,1
632,"Ann asked Mary what time the library closes, because she had forgotten.",she,"0: Ann, 1: Mary",0,0
633,"Ann asked Mary what time the library closes, but she had forgotten.",she,"0: Ann, 1: Mary",1,1
634,I took the water bottle out of the backpack so that it would be handy.,it,"0: The water bottle, 1: The backpack",0,0
635,I took the water bottle out of the backpack so that it would be lighter.,it,"0: The water bottle, 1: The backpack",1,0
636,I couldn't put the pot on the shelf because it was too tall.,it,"0: The pot, 1: The shelf",0,0
637,I couldn't put the pot on the shelf because it was too high.,it,"0: The pot, 1: The shelf",1,0
638,I'm sure that my map will show this building; it is very good.,it,"0: The map, 1: The building",0,1
639,I'm sure that my map will show this building; it is very famous.,it,"0: The map, 1: The building",1,1
640,Bob paid for Charlie's college education. He is very generous.,He,"0: Bob, 1: Charlie",0,0
641,Bob paid for Charlie's college education. He is very grateful.,He,"0: Bob, 1: Charlie",1,1
642,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.",He,"0: Bob, 1: Charlie",0,0
643,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.",He,"0: Bob, 1: Charlie",1,1
644,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won.",he,"0: Bob, 1: Adam",0,0
645,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost.",he,"0: Bob, 1: Adam",1,1
646,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time.",he,"0: Adam, 1: Bob",0,1
647,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.",he,"0: Adam, 1: Bob",1,1
648,"If the con artist has succeeded in fooling Sam, he would have gotten a lot of money.",he,"0: The con artist, 1: Sam",0,0
649,"If the con artist has succeeded in fooling Sam, he would have lost a lot of money.",he,"0: The con artist, 1: Sam",1,0
650,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",it,"0: The dog, 1: The spot under the tree",0,0
651,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.",it,"0: The dog, 1: The spot under the tree",1,0
652,"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.",it,"0: The cat, 1: The mouse",0,0
653,"The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.",it,"0: The cat, 1: The mouse",1,0
654,Anne gave birth to a daughter last month. She is a very charming woman.,She,"0: Anne, 1: Anne's daughter",0,0
655,Anne gave birth to a daughter last month. She is a very charming baby.,She,"0: Anne, 1: Anne's daughter",1,1
656,"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.",she,"0: Alice, 1: Alice's daughter",0,0
657,"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.",she,"0: Alice, 1: Alice's daughter",1,0
658,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.",he,"0: Jim, 1: the guy in uniform",0,0
659,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.",he,"0: Jim, 1: the guy in uniform",1,1
660,The fish ate the worm. It was hungry.,It,"0: The fish, 1: The worm",0,0
661,The fish ate the worm. It was tasty.,It,"0: The fish, 1: The worm",1,0
662,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.",it,"0: The key, 1: The chewing gum",0,0
663,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.",it,"0: The key, 1: The chewing gum",1,0
664,"The dog chased the cat, which ran up a tree. It waited at the bottom.",It,"0: The dog, 1: The cat",0,0
665,"The dog chased the cat, which ran up a tree. It waited at the top.",It,"0: The dog, 1: The cat",1,1
666,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it removed.",it,"0: The tree, 1: The roof",0,0
667,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.",it,"0: The tree, 1: The roof",1,0
668,The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.,He,"0: The customer, 1: The teller",0,0
669,The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.,He,"0: The customer, 1: The teller",1,0
670,John was doing research in the library when he heard a man humming and whistling. He was very annoyed.,He,"0: John, 1: The man",0,0
671,John was doing research in the library when he heard a man humming and whistling. He was very annoying.,He,"0: John, 1: The man",1,0
672,John was jogging through the park when he saw a man juggling watermelons. He was very impressed.,He,"0: John, 1: The juggler",0,0
673,John was jogging through the park when he saw a man juggling watermelons. He was very impressive.,He,"0: John, 1: The juggler",1,0
674,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,He,"0: Bob, 1: Carl",0,0
675,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.,He,"0: Bob, 1: Carl",1,0
676,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.",they,"0: Sam and Amy, 1: Amy's parents",0,0
677,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.",they,"0: Sam and Amy, 1: Amy's parents",1,1
678,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.",He,"0: Mark, 1: Pete",0,1
679,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.",He,"0: Mark, 1: Pete",1,1
680,Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.,it,"0: The old house, 1: The new house",0,0
681,Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.,it,"0: The old house, 1: The new house",1,1
682,Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well.,They,"0: People, 1: Paul's books",0,1
683,Many people start to read Paul's books and can't put them down. They are popular because Paul writes so well.,They,"0: People, 1: Paul's books",1,1
684,Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.,it,"0: The flute, 1: The piece",0,0
685,Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.,it,"0: The flute, 1: The piece",1,0
686,"Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.",it,"0: The chair, 1: The piano",0,1
687,"Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.",it,"0: The chair, 1: The piano",1,1
688,"Since it was raining, I carried the newspaper in my backpack to keep it dry.",it,"0: The newspaper, 1: The backpack",0,0
689,"Since it was raining, I carried the newspaper over my backpack to keep it dry.",it,"0: The newspaper, 1: The backpack",1,0
690,Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,it,"0: The book, 1: The article",0,0
691,Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.,it,"0: The book, 1: The article",1,0
692,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down.",it,"0: The sand castle, 1: The flag",0,0
693,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",it,"0: The sand castle, 1: The flag",1,0
694,"Jane knocked on Susan's door, but there was no answer. She was disappointed.",She,"0: Jane, 1: Susan",0,0
695,"Jane knocked on Susan's door, but there was no answer. She was out.",She,"0: Jane, 1: Susan",1,0
696,"Jane knocked on the door, and Susan answered it. She invited her to come out.",She,"0: Jane, 1: Susan",0,1
697,"Jane knocked on the door, and Susan answered it. She invited her to come in.",She,"0: Jane, 1: Susan",1,1
698,"Sam took French classes from Adam, because he was eager to speak it fluently.",he,"0: Sam, 1: Adam",0,0
699,"Sam took French classes from Adam, because he was known to speak it fluently.",he,"0: Sam, 1: Adam",1,1
700,"The path to the lake was blocked, so we couldn't use it.",it,"0: The path, 1: The lake",0,1
701,"The path to the lake was blocked, so we couldn't reach it.",it,"0: The path, 1: The lake",1,1
702,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.",it,"0: The sun, 1: The cloud",0,0
703,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.",it,"0: The sun, 1: The cloud",1,0
704,"We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.",it,"0: The lake, 1: The ocean beach",0,0
705,"We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.",it,"0: The lake, 1: The ocean beach",1,0
706,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",they,"0: The shepherds, 1: The sheep",0,0
707,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.",they,"0: The shepherds, 1: The sheep",1,0
708,"Mary tucked her daughter Anne into bed, so that she could work.",she,"0: Mary, 1: Mary's daughter",0,0
709,"Mary tucked her daughter Anne into bed, so that she could sleep.",she,"0: Mary, 1: Mary's daughter",1,1
710,"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.",they,"0: Fred and Alice, 1: coats",0,0
711,"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",they,"0: Fred and Alice, 1: coats",1,0
712,Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.,he,"0: Thomson, 1: Cooper",0,0
713,Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.,he,"0: Thomson, 1: Cooper",1,0
714,"Jackson was greatly influenced by Arnold, though he lived two centuries later.",he,"0: Jackson, 1: Arnold",0,0
715,"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.",he,"0: Jackson, 1: Arnold",1,0
716,I can't cut that tree down with that axe; it is too thick.,it,"0: The tree, 1: The axe",0,0
717,I can't cut that tree down with that axe; it is too small.,it,"0: The tree, 1: The axe",1,0
718,The foxes are getting in at night and attacking the chickens. I shall have to kill them.,them,"0: The foxes, 1: The chickens",0,0
719,The foxes are getting in at night and attacking the chickens. I shall have to guard them.,them,"0: The foxes, 1: The chickens",1,1
720,The foxes are getting in at night and attacking the chickens. They have gotten very bold.,They,"0: The foxes, 1: The chickens",0,0
721,The foxes are getting in at night and attacking the chickens. They have gotten very nervous.,They,"0: The foxes, 1: The chickens",1,0
722,"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",them,"0: His eyes, 1: His hands",0,0
723,"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.",them,"0: His eyes, 1: His hands",1,1
724,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce.",it,"0: Terpsichore, 1: Tina",0,0
725,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce.",it,"0: Terpsichore, 1: Tina",1,0
726,Fred watched TV while George went out to buy groceries. After an hour he got up.,he,"0: Fred, 1: George",0,0
727,Fred watched TV while George went out to buy groceries. After an hour he got back.,he,"0: Fred, 1: George",1,1
728,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on.",it,"0: The dishwasher, 1: The TV",0,0
729,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",it,"0: The dishwasher, 1: The TV",1,0
730,Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,He,"0: Fred, 1: My great-grandfather",0,0
731,Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.,He,"0: Fred, 1: My great-grandfather",1,0
732,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.",he,"0: Fred, 1: My father",0,0
733,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.",he,"0: Fred, 1: My father",1,0
734,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated within weeks.",they,"0: Kamchatka, 1: Yakutsk",0,0
735,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious within weeks.",they,"0: Kamchatka, 1: Yakutsk",1,1
736,Look! There is a minnow swimming right below that duck! It had better get away to safety fast!,It,"0: The minnow, 1: The duck",0,0
737,Look! There is a shark swimming right below that duck! It had better get away to safety fast!,It,"0: The shark, 1: The duck",1,0
738,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.",They,"0: Archaeologists, 1: Prehistoric humans",0,0
739,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks.",They,"0: Archaeologists, 1: Prehistoric humans",1,1
740,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.,They,"0: The scientists, 1: The fish",0,0
741,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.,They,"0: The scientists, 1: The fish",1,1
742,"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.",They,"0: The journalists, 1: The stars",0,0
743,"The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.",They,"0: The journalists, 1: The stars",1,1
744,The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.,They,"0: The police, 1: The gang members",0,0
745,The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,They,"0: The police, 1: The gang members",1,1
746,I put the cake away in the refrigerator. It has a lot of butter in it.,It,"0: The cake, 1: The refrigerator",0,0
747,I put the cake away in the refrigerator. It has a lot of leftovers in it.,It,"0: The cake, 1: The refrigerator",1,1
748,Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.,they,"0: The ankles, 1: The crutches",0,0
749,Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.,they,"0: The ankles, 1: The crutches",1,0
750,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority.",They,"0: The sponsors, 1: The opponents",0,0
751,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",They,"0: The sponsors, 1: The opponents",1,0
752,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them.",them,"0: The oatmeal cookies, 1: The chocolate chip cookies",0,0
753,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",them,"0: The oatmeal cookies, 1: The chocolate chip cookies",1,1
754,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them.",them,"0: copies of the newsletter, 1: chairs",0,0
755,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.",them,"0: copies of the newsletter, 1: chairs",1,0
756,"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.",it,"0: The pin, 1: The carrot",0,1
757,"I stuck a pin through a carrot. When I pulled the pin out, it had a hole.",it,"0: The pin, 1: The carrot",1,1
758,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of coffee.",it,"0: The pen, 1: The coffee",0,0
759,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink.",it,"0: The pen, 1: The coffee",1,0
760,Steve follows Fred's example in everything. He admires him hugely.,He,"0: Steve, 1: Fred",0,0
761,Steve follows Fred's example in everything. He influences him hugely.,He,"0: Steve, 1: Fred",1,0
762,The table won't fit through the doorway because it is too wide.,it,"0: The table, 1: The doorway",0,0
763,The table won't fit through the doorway because it is too narrow.,it,"0: The table, 1: The doorway",1,0
764,Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.,it,"0: The sweater, 1: The jacket",0,0
765,Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.,it,"0: The sweater, 1: The jacket",1,0
766,John hired Bill to take care of him.,him,"0: John, 1: Bill",0,0
767,John hired himself out to Bill to take care of him.,him,"0: John, 1: Bill",1,0
768,"John promised Bill to leave, so an hour later he left.",he,"0: John, 1: Bill",0,0
769,"John ordered Bill to leave, so an hour later he left.",he,"0: John, 1: Bill",1,0
770,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.,he,"0: Goodman, 1: Xenophanes",0,0
771,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.,he,"0: Goodman, 1: Xenophanes",1,1
772,"Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.",her,"0: Emma, 1: Emma's mother",0,0
773,"Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.",her,"0: Emma, 1: Emma's mother",1,0
774,Jane knocked on Susan's door but she did not get an answer.,she,"0: Jane, 1: Susan",0,0
775,Jane knocked on Susan's door but she did not answer.,she,"0: Jane, 1: Susan",1,1
776,Joe paid the detective after he received the final report on the case.,he,"0: Joe, 1: the detective",0,0
777,Joe paid the detective after he delivered the final report on the case.,he,"0: Joe, 1: the detective",1,0
778,"Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.",she,"0: Beth, 1: Sally",0,0
779,"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",she,"0: Beth, 1: Sally",1,1
780,Jim signaled the barman and gestured toward his empty glass,his,"0: Jim, 1: The barman",0,0
781,Jim signaled the barman and gestured toward his bathroom key.,his,"0: Jim, 1: The barman",1,0
782,"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.",his,"0: Dan, 1: Bill",0,0
783,"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.",his,"0: Dan, 1: Bill",1,1
784,"Tom said ""Check"" to Ralph as he moved his bishop.",his,"0: Tom, 1: Ralph",0,0
