,sentence,pronoun,candidate,rationale,label,pred
79,"Atrahasis is not told directly by Enki, but he is spoken to in secret via a reed wall.",he,"0: Enki, 1: Atrahasis, 2: Neither","The sentence states that Atrahasis is not told directly by Enki, but ""he"" is spoken to in secret via a reed wall. The pronoun ""he"" refers to the person who is being spoken to, which in this context is Atrahasis. Therefore, ""he"" refers to Atrahasis.",1,1
80,"Sesame chicken is sold by Pei Wei as a signature dish, so it is constantly picked as an order.",it,"0: Pei Wei, 1: sesame chicken, 2: Neither","The pronoun ""it"" in the sentence refers to something that is ""constantly picked as an order."" In this context, ""sesame chicken"" is the dish that is being ordered, not ""Pei Wei,"" which is the restaurant. Therefore, ""it"" refers to ""sesame chicken.""",1,1
81,"William was not defeated by Joseph in the match, so he earned $100.",he,"0: William, 1: Joseph, 2: Neither","The sentence states that William was not defeated by Joseph, which implies that William won the match. The pronoun ""he"" in the context of earning $100 likely refers to the person who won the match, which is William. Therefore, ""he"" refers to William.",1,0
82,Bob was put in the time machine by Joe and he went to the future.,he,"0: Joe, 1: Bob, 2: Neither","The sentence states that ""Bob was put in the time machine by Joe and he went to the future."" The pronoun ""he"" is more likely to refer to Bob because the sentence structure suggests that the person who was put in the time machine is the one who went to the future. Joe is the one who put Bob in the time machine, so it is less likely that ""he"" refers to Joe.",1,1
83,"Rukmi was let go free by Krishna, but not before having his head shaved as a visible sign of a warrior's defeat.",Rukmi,"0: Krishna, 1: Rukmi, 2: Neither","The pronoun ""Rukmi"" is explicitly mentioned in the text as the person who was let go free by Krishna and had his head shaved. Therefore, the pronoun ""Rukmi"" refers to the candidate Rukmi.",1,1
84,Bill was asked by John because he was confused.,he,"0: Bill, 1: John, 2: Neither","The sentence ""Bill was asked by John because he was confused"" contains the pronoun ""he,"" which could refer to either Bill or John. The phrase ""because he was confused"" suggests that the person who was confused is the reason for the action of asking. Typically, the person who is confused would be the one who is being asked, as they need clarification. Therefore, it is more likely that ""he"" refers to Bill, who was asked by John.",1,0
85,Pigs are considered better than sheep because bacon is not made by them.,them,"0: Pigs, 1: sheep, 2: Neither","The pronoun ""them"" refers to the subject that does not make bacon. In the sentence, it is stated that ""bacon is not made by them,"" which implies that ""them"" refers to the subject that does not produce bacon. Since pigs are associated with bacon production, ""them"" must refer to sheep, which do not produce bacon.",1,1
86,"A shot is accidentally fired by Megan that injures Barbara, but Larry is shot dead by her.",her,"0: Megan, 1: Barbara, 2: Neither","The pronoun ""her"" in the sentence refers to the person who shot Larry dead. The sentence states that a shot is accidentally fired by Megan that injures Barbara, but Larry is shot dead by ""her."" The use of ""her"" indicates that the same person who accidentally fired the shot that injured Barbara is also responsible for shooting Larry dead. Therefore, ""her"" refers to Megan.",0,0
87,Mike was crashed into by Joe and he had to pay for the damage.,he,"0: Joe, 1: Mike, 2: Neither","The sentence states that ""Mike was crashed into by Joe and he had to pay for the damage."" The pronoun ""he"" is likely referring to the person who had to pay for the damage. In this context, it is more logical that Mike, who was crashed into, would be the one dealing with the aftermath and paying for the damage. Therefore, ""he"" refers to Mike.",1,1
88,Mike was crashed into by Joe and he had to pay for the damage.,he,"0: Joe, 1: Mike, 2: Neither","The sentence states that ""Mike was crashed into by Joe and he had to pay for the damage."" The pronoun ""he"" is likely referring to the person who had to pay for the damage. In this context, it is more logical that Mike, who was crashed into, would be the one dealing with the aftermath and paying for the damage. Therefore, ""he"" refers to Mike.",1,1
89,"Regina is asked by Wanda if she wants to go with him, but leaving Owuor is not wanted by Regina.",she,"0: Wanda, 1: Regina, 2: Neither","The pronoun ""she"" is used in the context of the sentence ""Regina is asked by Wanda if she wants to go with him."" Here, ""she"" is most likely referring to Regina, as it is Regina who is being asked by Wanda. The sentence structure suggests that the question is directed towards Regina, making her the subject of the pronoun ""she.""",1,1
90,The file could be successfully parsed by the program because it was programmed well.,it,"0: The file, 1: the program, 2: Neither","The pronoun ""it"" in the sentence ""The file could be successfully parsed by the program because it was programmed well"" refers to the entity that was ""programmed well."" In this context, it makes more sense for ""it"" to refer to ""the program"" because programs are typically what get programmed, not files. Therefore, ""it"" refers to ""the program.""",1,1
91,"Maya was fatally stabbed by Corday, though an attempt to flee was not made by her.",her,"0: Corday, 1: Maya, 2: Neither","The pronoun ""her"" in the sentence ""though an attempt to flee was not made by her"" refers to the person who did not make an attempt to flee. The sentence structure indicates that ""her"" is the same person who was fatally stabbed, which is Maya. Therefore, ""her"" refers to Maya.",1,1
92,"The report was shredded by the team, so that a new one could be rewritten by it.",it,"0: The report, 1: a new one, 2: Neither","The pronoun ""it"" in the sentence ""The report was shredded by the team, so that a new one could be rewritten by it"" refers to the entity that is performing the action of rewriting. In this context, ""it"" is most likely referring to the team, which is not listed as a candidate. Therefore, the pronoun ""it"" does not refer to either ""The report"" or ""a new one.""",0,2
93,"Kushal is loved by Ravi, but, he is not agreed with.",he,"0: Ravi, 1: Kushal, 2: Neither","The sentence ""Kushal is loved by Ravi, but, he is not agreed with"" contains the pronoun ""he."" The structure of the sentence suggests that ""he"" refers to the subject of the second clause, which is ""not agreed with."" Since the first clause mentions that ""Kushal is loved by Ravi,"" it implies that Ravi is the one who loves Kushal. The second clause, ""he is not agreed with,"" likely refers to Ravi, as it contrasts with the first clause where Ravi is the one performing the action of loving. Therefore, ""he"" refers to Ravi.",1,0
94,"Stronger performance in the polls is being shown by Rick Perry than by Mitt Romney, but the lead is expected to be maintained by him.",him,"0: Rick Perry, 1: Mitt Romney, 2: Neither","The sentence states that Rick Perry is showing stronger performance in the polls than Mitt Romney. The pronoun ""him"" refers to the person who is expected to maintain the lead. Since Rick Perry is the one currently leading, ""him"" most likely refers to Rick Perry.",0,0
95,Jean Claude Van Damme was challenged to a fight by Steven Seagal because he wanted to prove he was the stronger man.,he,"0: Jean Claude Van Damme, 1: Steven Seagal, 2: Neither","The sentence states that Steven Seagal challenged Jean Claude Van Damme to a fight because ""he wanted to prove he was the stronger man."" The pronoun ""he"" is likely referring to Steven Seagal, as he is the one initiating the challenge, which aligns with the motivation to prove strength.",1,1
96,"Bugs is asked by the doctor if the potion was drunk by him; insulted at the idea, he leaves.",he,"0: Bugs, 1: the doctor, 2: Neither","The pronoun ""he"" in the sentence ""he leaves"" refers to the subject who was insulted and decided to leave. The context of the sentence indicates that Bugs was the one who was asked by the doctor if the potion was drunk by him, and Bugs felt insulted at the idea. Therefore, it is Bugs who leaves, making ""he"" refer to Bugs.",0,0
97,"Obsession with Simon is developed by Carlos, but feelings of guilt are suffered by him since he is the fiancé of Rose.",him,"0: Carlos, 1: Simon, 2: Neither","The sentence states that ""Obsession with Simon is developed by Carlos, but feelings of guilt are suffered by him since he is the fiancé of Rose."" The pronoun ""him"" refers to the person who is the fiancé of Rose. Since Carlos is the one who developed an obsession with Simon and is feeling guilty because he is the fiancé of Rose, ""him"" refers to Carlos.",1,0
98,The flashlights were turned on by the campers because it was dark without them.,them,"0: The flashlights, 1: the campers, 2: Neither","The pronoun ""them"" refers to something that was necessary because it was dark. In this context, ""them"" refers to the flashlights, as they are the objects that provide light in the dark. The sentence indicates that the flashlights were turned on because it was dark without them, meaning the flashlights are the necessary items in this situation.",1,0
99,The flashlights were turned on by the campers because it was dark without them.,them,"0: The flashlights, 1: the campers, 2: Neither","The pronoun ""them"" refers to something that is necessary to provide light in the dark. In the context of the sentence, ""the flashlights"" are the objects that provide light, making it dark without them. Therefore, ""them"" refers to ""the flashlights.""",1,0
100,The pen is considered mightier than the sword because world-changing documents can be written with it.,it,"0: The pen, 1: the sword, 2: Neither","The pronoun ""it"" refers to the object that can be used to write world-changing documents. In the context of the sentence, ""The pen is considered mightier than the sword because world-changing documents can be written with it,"" the pronoun ""it"" clearly refers to ""The pen,"" as it is the tool used for writing.",0,0
101,"A short attraction to Matilda is had by Madison, but she is rebuffed by her.",she,"0: Madison, 1: Matilda, 2: Neither","In the sentence, ""A short attraction to Matilda is had by Madison, but she is rebuffed by her,"" the pronoun ""she"" is used. The structure of the sentence suggests that ""she"" refers to the person who is being rebuffed. Since Madison is the one who has an attraction to Matilda, it is logical that Madison is the one being rebuffed. Therefore, ""she"" refers to Madison.",1,0
102,The journalists had been waited for by the attackers when they arrived.,they,"0: The attackers, 1: the journalists, 2: Neither","The pronoun ""they"" refers to the subject that arrived. In the sentence, it is mentioned that ""the journalists had been waited for by the attackers when they arrived."" This implies that ""they"" refers to the journalists, as they are the ones who arrived at the scene where the attackers were waiting.",1,1
103,Pigs are considered better than sheep because bacon is made by them.,them,"0: Pigs, 1: sheep, 2: Neither","The pronoun ""them"" refers to the subject that is responsible for making bacon. In the sentence, it is stated that ""bacon is made by them."" Bacon is made from pigs, not sheep. Therefore, ""them"" refers to pigs.",0,0
104,The seeds were eaten by the birds because they were tasty.,they,"0: The seeds, 1: the birds, 2: Neither","The pronoun ""they"" refers to the subject that is described as ""tasty."" In the sentence, it is the seeds that are described as tasty, which is why the birds ate them. Therefore, ""they"" refers to ""the seeds.""",1,0
105,"A replacement for Facebook is expected to be provided by Google Plus, but a lot more active users are still maintained by it.",it,"0: Google Plus, 1: Facebook, 2: Neither","The pronoun ""it"" in the sentence refers to the entity that maintains a lot more active users. The sentence structure suggests that ""it"" is referring to the subject of the previous clause, which is ""Facebook."" The sentence implies that although Google Plus is expected to replace Facebook, Facebook still maintains a lot more active users.",1,1
106,"Wallace is tried hard to be seduced by James without magic, but though strongly attracted to him, his marriage is refused to be put off.",his,"0: James, 1: Wallace, 2: Neither","The pronoun ""his"" in the sentence ""his marriage is refused to be put off"" refers to the person whose marriage is being discussed. The context of the sentence indicates that Wallace is the one who is being seduced by James, and it is Wallace's marriage that is relevant to the situation. Therefore, ""his"" refers to Wallace.",1,1
107,A bug was pecked at by a chicken and it was made to run away.,it,"0: A bug, 1: a chicken, 2: Neither","The pronoun ""it"" in the sentence ""A bug was pecked at by a chicken and it was made to run away"" refers to the entity that was made to run away. In this context, it is more logical that the bug, being pecked at, would be the one to run away. The chicken is the one doing the pecking, so it is unlikely to be the one running away as a result of its own action. Therefore, ""it"" refers to ""A bug.""",1,0
108,Fleece is felt to be better than cotton since they are considered to be of worse quality.,they,"0: Fleece, 1: cotton, 2: Neither","The sentence states that ""Fleece is felt to be better than cotton since they are considered to be of worse quality."" The pronoun ""they"" is used to refer to the subject that is considered to be of worse quality. Since the sentence compares fleece and cotton, and fleece is described as better, ""they"" must refer to the item considered worse, which is ""cotton.""",1,1
109,Amber was given a hug by Lily because she was sorry.,she,"0: Lily, 1: Amber, 2: Neither","The pronoun ""she"" in the sentence ""Amber was given a hug by Lily because she was sorry"" is likely referring to the person who felt sorry. In this context, it makes more sense for Lily to be the one who is sorry, as she is the one giving the hug to Amber. Therefore, ""she"" refers to Lily.",0,0
110,Battlefield 3 is considered more fun than Modern Warfare 3 because it is regarded as a better game.,it,"0: Battlefield 3, 1: Modern Warfare 3, 2: Neither","The pronoun ""it"" in the sentence ""Battlefield 3 is considered more fun than Modern Warfare 3 because it is regarded as a better game"" refers to ""Battlefield 3."" The sentence structure indicates that ""it"" is the subject of the clause ""is regarded as a better game,"" which logically follows from the comparison made at the beginning of the sentence. Therefore, ""it"" refers to the game that is considered more fun, which is ""Battlefield 3.""",0,0
111,More success is attributed to James Cameron than to Michael Bay because more worldwide sales are generated by his movies.,his,"0: James Cameron, 1: Michael Bay, 2: Neither","The pronoun ""his"" in the sentence ""more worldwide sales are generated by his movies"" refers to the person whose movies generate more worldwide sales. The sentence states that more success is attributed to James Cameron because more worldwide sales are generated by his movies. Therefore, ""his"" refers to James Cameron.",0,0
112,Robin goes to speak to Gael but it is discovered that more backpackers have been invited by him to stay with them.,him,"0: Robin, 1: Gael, 2: Neither","The pronoun ""him"" in the sentence refers to the person who invited more backpackers to stay. The sentence structure suggests that ""him"" is the person Robin goes to speak to, which is Gael. Therefore, ""him"" refers to Gael.",1,1
113,"Jack and Mark are seen getting increasingly drunk and showing up uninvited to see classmates, but entry is refused to them.",them,"0: classmates, 1: Jack and Mark, 2: Neither","The pronoun ""them"" refers to the individuals who are being refused entry. In the sentence, it is stated that Jack and Mark are the ones showing up uninvited and being refused entry. Therefore, ""them"" refers to Jack and Mark.",0,1
114,The house was entered by the ghost because it was being haunted.,it,"0: The house, 1: the ghost, 2: Neither","The pronoun ""it"" in the sentence ""The house was entered by the ghost because it was being haunted"" refers to the entity that was being haunted. In this context, it makes more sense that the house is the entity being haunted, as ghosts typically haunt houses. Therefore, ""it"" refers to ""The house.""",1,0
115,The army recruits were thrown in the brig by the Military Police since a disturbance was being caused by them in the neighboring town.,them,"0: the army recruits, 1: the Military Police, 2: Neither","The pronoun ""them"" refers to the group causing the disturbance in the neighboring town. In the sentence, it is stated that the army recruits were thrown in the brig because a disturbance was being caused by them. This indicates that ""them"" refers to ""the army recruits.""",1,0
116,"Carl is despised by Samuel, who is told by Bandini that if he wants to win him over, he must be treated poorly.",he,"0: Samuel, 1: Carl, 2: Neither","The sentence structure indicates that ""he"" refers to the person who is being told by Bandini. The phrase ""who is told by Bandini"" is a relative clause that modifies ""Samuel,"" suggesting that ""he"" refers to Samuel. Therefore, ""he"" is Samuel, who is being advised by Bandini.",1,0
117,"Vince is warned by Nathan that if the money is not returned by him, Rod will be told.",him,"0: Nathan, 1: Vince, 2: Neither","The sentence states that Vince is warned by Nathan that if the money is not returned by ""him,"" Rod will be told. The pronoun ""him"" is used in the context of returning the money. Since Vince is the one being warned, it implies that he is the one responsible for returning the money. Therefore, ""him"" refers to Vince.",1,1
118,"An attempt is made by Shatterstar to kill Arcade, but a robotic double is only destroyed by him.",him,"0: Arcade, 1: Shatterstar, 2: Neither","The sentence describes an action where Shatterstar attempts to kill Arcade, but instead, a robotic double is destroyed. The pronoun ""him"" refers to the person who destroyed the robotic double. Since Shatterstar is the one making the attempt and performing the action, ""him"" refers to Shatterstar.",1,1
119,"The luxury brand Lexus is owned by Toyota, although they are typically sold for the average consumer.",they,"0: Lexus, 1: Toyota, 2: Neither","The pronoun ""they"" in the sentence refers to the subject that is typically sold for the average consumer. In this context, ""they"" is referring to the luxury brand Lexus, as it is the subject of the sentence and is being described in terms of its market positioning. Toyota, as the owner, is not the subject being described in terms of sales to the average consumer.",1,0
120,"Jennifer is finally agreed by Emma to be put ashore, but only after sleeping pills have been given to her by Emma.",her,"0: Emma, 1: Jennifer, 2: Neither","The sentence states that sleeping pills have been given to ""her"" by Emma. The pronoun ""her"" refers to the person who received the sleeping pills. Since the sentence mentions that Jennifer is the one being put ashore and the context implies that she is the one who needed to be sedated with sleeping pills, ""her"" refers to Jennifer.",0,1
