,text,pronoun,candidate,label,pred
394,The disease center quarantined the people since they were afraid of the outbreak spreading.,they,"0: The disease center, 1: the people",0,0
395,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.",he,"0: Fred, 1: My father",1,1
396,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.",he,"0: Ram Mohan Rao, 1: Gandhi",0,0
397,Federer consistently beat Nadal since he was the better tennis player.,he,"0: Federer, 1: Nadal",0,0
398,"Dell replaced all their Blackberry phones with their own, but they are still prominent on other vendor sites.",they,"0: Dell, 1: their Blackberry phones",1,1
399,"Danny refuses to be taught by the only local stone mage, Jebilu Stoneslicer, so Briar is stuck being his teacher.",his,"0: Danny, 1: the only local stone mage, Jebilu Stoneslicer",0,0
400,Homer punched Flanders because he was being annoying.,he,"0: Homer, 1: Flanders",1,1
401,The lion saw the fish and it pounced.,it,"0: The lion, 1: the fish",0,0
402,James Cameron is more successful than Michael Bay because his movies do not create as much hype.,his,"0: James Cameron, 1: Michael Bay",1,0
403,"Rosalie tries to win back Kate, but she turns her down.",she,"0: Rosalie, 1: Kate",1,1
404,McGirt had warned Malignaggi that if he didn't do better in the next round he would pull him out and he stuck to his word.,he,"0: McGirt, 1: Malignaggi",0,0
405,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.",he,"0: Naji, 1: Khalil",1,0
406,"Dunning goes as far as to say that raising awareness of Kony was not even useful, as law enforcement groups had been after him for years.",him,"0: Dunning, 1: Kony",0,1
407,"Jason has two sons by Mark, but he later decides to opt out of his union with him in favor of a marriage to the Corinthian princess Glauce.",he,"0: Jason, 1: Mark",0,0
408,The alter boy assisted Knight Mordron in his mission because he hopes he will get knighted afterwards.,he,"0: The alter boy, 1: Knight Mordron",0,0
409,Raiden could not follow and guide Liu Kang in the world of darkness since he could not enter this realm without breaking the rules.,he,"0: Raiden, 1: Liu Kang",0,0
410,"Black is forced to play into White's hands, whether he likes it or not.",he,"0: Black, 1: White's hands",0,0
411,Look! There is a shark swimming right below that duck! It had better get away to safety fast!,It,"0: The shark, 1: The duck",1,1
412,"Veronica attempts to visit Susan, but her father turns her away.",her,"0: Veronica, 1: Susan",1,1
413,Frank was upset with Tom because the toaster he had bought from him didn't work.,he,"0: Frank, 1: Tom",0,0
414,Matt turned against Tony when he turned scab and crossed the picket lines to work.,he,"0: Matt, 1: Tony",1,1
415,Meryl Streep was also offered the part of Michelle but declined because she didn't like the tone of the film.,she,"0: Michelle, 1: Meryl Streep",0,1
416,"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.",it,"0: The cat, 1: The mouse",0,0
417,Nadine breaks up with Nicole when she realizes how deceptive she is.,she,"0: Nadine, 1: Nicole",0,1
418,"Meanwhile, Kyoko is trapped by the vengeful spirit of Li Li, but Naoto is able to bring her to safety.",her,"0: Kyoko, 1: Li Li",1,0
419,"Santiago has feelings for Jose Manuel, but he can not dare tell him about them.",he,"0: Santiago, 1: Jose Manuel",0,0
420,Bob paid for Charlie's college education. He is very generous.,He,"0: Bob, 1: Charlie",0,0
421,The bat hit the ball because it flew straight at the poor animal.,it,"0: The bat, 1: the ball",1,1
422,The large ball crashed right through the table because it was made of styrofoam.,it,"0: The large ball, 1: The table",1,1
423,"Yoshiari was a son of Emperor Montoku, although he was granted the surname Minamoto which removed him from the Imperial lineage.",he,"0: Yoshiari, 1: Emperor Montoku",1,0
424,"Six weeks before the Championships, Blankers-Koen gave birth to Fanny Junior, but this had not stopped her from resuming training shortly afterwards.",her,"0: Blankers-Koen, 1: Fanny Junior",1,0
425,Dio suggests that Ptolemy was executed because he had become too wealthy.,he,"0: Dio, 1: Ptolemy",0,1
426,"Phillip believed Chris to be dead, so he moved on with the scheming Blake Thorpe.",he,"0: Phillip, 1: Chris",0,0
427,"Rosalie starts to get closer to Alice, so she can get her into bed.",she,"0: Rosalie, 1: Alice",0,0
428,"Joan is in a relationship with Hollywood lawyer Georgina Savitt, but her career is in a bit of a downswing.",her,"0: Joan, 1: Hollywood lawyer Georgina Savitt",0,0
429,"Ava decides to reconcile with Lynette, but when she sees another girl undressing her, she decides to walk away.",she,"0: Ava, 1: Lynette",0,0
430,John is friendly with Larry but he recalls again the advice of Rollie and keeps his distance.,he,"0: Larry, 1: John",0,1
431,Miguel stops Arnold from going alone with the promise that he can punish him afterwards.,him,"0: Miguel, 1: Arnold",0,1
432,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.",he,"0: Dickfos, 1: The AFL fan",0,0
433,"Cathy is not happy that Raylene wants to stay behind, but she gives her her blessing.",she,"0: Cathy, 1: Raylene",0,0
434,"Novalee finds Wanda in the hospital bed after she finds out she was in accident, causing her to get her legs amputated.",she,"0: Novalee, 1: Wanda",0,1
435,"Nina broke down which frustrated Christina, after being told she can not participate in the sea runway for her lung problem.",she,"0: Nina, 1: Christina",0,0
436,The man shot his friend and he died.,he,"0: The man, 1: his friend",1,1
437,Liverpool lost to Manchester United because they had been mismanaged all season.,they,"0: Liverpool, 1: Manchester United",0,0
438,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,she,"0: Gennie, 1: Emma",1,1
439,The ghost entered the house because it was haunting.,it,"0: The ghost, 1: the house",0,0
440,Jane gave Joan candy because she was hungry.,she,"0: Jane, 1: Joan",1,1
441,"Tanya was initially immune to Phoebe's powers, because her bestial nature was so near the surface.",her,"0: Tanya, 1: Phoebe",0,0
442,Audrey Hepburn made more movies than Katherine Hepburn because she was pretty and talented.,she,"0: Audrey Hepburn, 1: Katherine Hepburn",0,0
443,Peck agreed to portray Mengele only because he had wanted to work with Olivier.,he,"0: Peck, 1: Mengele",0,0
444,"Berke supported Ariq Bke because he was resentful of Hulagu, who had close ties with Kublai.",he,"0: Berke, 1: Ariq Bke",0,0
445,Amelia tackles Sophia but she is in turn pinned against the shed and has her spine torn out.,her,"0: Sophia, 1: Amelia",0,1
446,"An infuriated McCauley tries to kill Waingro afterwards, but he escapes.",he,"0: Waingro, 1: McCauley",0,0
447,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,it,"0: Battlefield 3, 1: Modern Warfare 3",0,0
448,Emma did not pass the ball to Janie although she saw that she was open.,she,"0: Emma, 1: Janie",0,0
449,The mermaid swam toward Sue and waved her tail.,her,"0: The mermaid, 1: Sue",0,0
450,"Larry purchased some of Marty's Lemonade, and he wanted the recipe.",he,"0: Larry, 1: Marty",0,0
451,Watson beat Ken at Jeopardy because he is a superior machine.,he,"0: Watson, 1: Ken",0,0
452,"The Mughal Emperor Akbar-e-Azam went to the shrine of Ashraf Jahangir Semnani, but on his travels he also felt inspired to see Chishti.",his,"0: Ashraf Jahangir Semnani, 1: The Mughal Emperor Akbar-e-Azam",1,1
453,"Young Julia Bing loves Gwendolyne, but she has recently smitten her father a juicy one on the leg for holding up play.",her,"0: Gwendolyne, 1: Young Julia Bing",0,1
454,Aabidah tries to help Naseema when she understands what state of affairs they are currently in.,she,"0: Aabidah, 1: Naseema",0,0
455,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated within weeks.",they,"0: Kamchatka, 1: Yakutsk",0,0
456,"Eliza tries to find Barbara, but she is hidden by a sympathetic harem girl.",she,"0: Barbara, 1: Eliza",0,0
457,The knife sliced through the flesh because it was sharp.,it,"0: The knife, 1: the flesh",0,0
458,"Ivaylo tried to ally with Nogai, but he had him murdered, and made the new Bulgarian Emperor George Terter his vassal.",him,"0: Ivaylo, 1: Nogai",0,0
459,Patricia later had Amy participate in bomb-making so that her fingerprints would be on the bombs.,her,"0: Amy, 1: Patricia",0,0
460,"Charles becomes suspicious of Brian, but he keeps his thoughts to himself.",his,"0: Charles, 1: Brian",0,0
461,Joe has more money than Adam since he has a better job.,he,"0: Joe, 1: Adam",0,0
462,"Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.",she,"0: Alice, 1: Jade",0,0
463,"Anna proposes to Debra, but she refuses and they break up.",she,"0: Anna, 1: Debra",1,1
464,"Shemp was thrilled to be away from Healy but, as was his nature, worried incessantly about brother Moe and partner Larry.",his,"0: Shemp, 1: Healy",0,0
465,"Olivia thought Elizabeth didn't want to come, so she invited another girl, Amy Nielsen.",she,"0: Olivia, 1: Elizabeth",0,0
466,"Apple was in talks with Verizon to be their dedicated phone provider initially, but they gave the deal to AT&T in the end.",they,"0: Apple, 1: Verizon",0,0
467,"Tony attempts to comfort Jake, but he seems more absorbed in memories evoked by his own mementos.",his,"0: Tony, 1: Jake",0,0
468,"Bryce discovers that Andrew has started drinking again, so much so that his husband leaves him.",his,"0: Bryce, 1: Andrew",1,1
469,"Gullit was replaced by Bruce Arena, but he was not able to lead LA into a play-off spot, for the third-straight season.",he,"0: Gullit, 1: Bruce Arena",0,1
470,Elizabeth later breaks up with Erica when she finds out she is cheating on her.,she,"0: Elizabeth, 1: Erica",0,1
471,"The committee member expressed appreciation of Dr. Sahib's services, but he recommended that he take a six-month paid leave and then retire.",he,"0: The committee member, 1: Dr. Sahib",0,0
472,The footballers' careers started with Queens Park Rangers but they moved to Manchester City before they had played a game.,they,"0: Queens Park Rangers, 1: The footballers'",0,1
473,The lion saw the fish and it was swimming.,it,"0: The lion, 1: the fish",1,1
474,"Sharon complains and Whitney is suspended, but appeals for her job and is allowed to keep it.",her,"0: Sharon, 1: Whitney",0,1
475,"Lochley wants to ask President Sheridan, but Delenn says she has already discussed it with him, and he agrees.",him,"0: Lochley, 1: President Sheridan",0,1
476,"Mrs. Bessie is an ardent Whig and a confidante of Mrs. Adams, but she nonetheless remains loyal to her Tory employers.",she,"0: Mrs. Bessie, 1: Mrs. Adams",0,0
477,"Emperor Taizong spared Ashina Duobi but he detained him at Chang ` an, and he considered what to do with the Eastern Tujue people.",him,"0: Emperor Taizong, 1: Ashina Duobi",0,1
478,Valerie forgives Amy that she did not back her up and goes to visit her son.,her,"0: Valerie, 1: Amy",1,0
479,Mary had a little lamb until she had lamb chops for dinner.,she,"0: Mary, 1: a little lamb",0,0
480,The father carried the sleeping boy in his arms,his,"0: The father, 1: The boy",0,0
481,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.",They,"0: Archaeologists, 1: Prehistoric humans",0,0
482,Barbara is furious with Bianca when she learns the truth about her accident.,she,"0: Barbara, 1: Bianca",0,0
483,"John promised Bill to leave, so an hour later he left.",he,"0: John, 1: Bill",0,0
484,"Two deserted crusaders agreed to transport a girl for the priests, but they agreed in exchange for being pardoned.",they,"0: Two deserted crusaders, 1: the priests",0,0
485,Dell replaced all their Blackberry phones with their own because they lost confidence in their brand due to to recent network outage.,they,"0: Dell, 1: their Blackberry phones",0,0
486,The leech latched onto the hippo because it was hungry.,it,"0: The leech, 1: the hippo",0,0
487,"However, Belle still wants Rania so she convinces Cassie to tutor Drew Curtis, while she unsuccessfully attempted to steal Ric back.",she,"0: Rania, 1: Belle",1,1
488,"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",he,"0: George, 1: Eric",0,0
489,We gave the fruit to the humans because they were ripe.,they,"0: the fruit, 1: the humans",0,0
490,Cosby supported Jay because Thea asked him to.,him,"0: Cosby, 1: Jay",0,1
491,The dogs hate the fleas because they hate bugs.,they,"0: The dogs, 1: the fleas",0,0
492,"Lionel Barrymore had been first picked to play Davidson, but was thought to be too ill at the time, though he did eventually win the role.",he,"0: Davidson, 1: Lionel Barrymore",0,1
493,Pigs are better than sheep because they make bacon.,they,"0: Pigs, 1: sheep",0,0
494,"The bug was flying towards the light, but it was exterminated prematurely.",it,"0: The bug, 1: the light",0,0
495,"The Marines are considerably afraid of the aliens, but they will still use their discipline to overcome their fears.",they,"0: The Marines, 1: the aliens",0,0
496,Jim defeats Laroche but spares him and makes his way to the Forgotten's settlement.,him,"0: Jim, 1: Laroche",0,1
497,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",they,"0: The shepherds, 1: The sheep",0,0
498,"Hermione goes to visit Gloria, but she finds her missing and her husband viciously decapitated and runs home to arm herself.",her,"0: Hermione, 1: Gloria",1,1
499,Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.,it,"0: The sweater, 1: The jacket",1,1
500,He likes Cuba and hates Japan because it is a communist country.,it,"0: Cuba, 1: Japan",0,0
501,Christian Bale once lost his temper at the man holding his lighting because he has a short temper.,he,"0: Christian Bale, 1: the man",0,0
502,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.",he,"0: Rob, 1: Harry",1,1
503,"Layla initially thinks Carolyn is stuck up, especially when she disagrees with his idea for Harold's buck's night.",she,"0: Layla, 1: Carolyn",1,1
504,Steve went to the meeting with John because he was asked to.,he,"0: Steve, 1: John",0,0
505,"Donna is still willing to marry Emilia, but she rejects her.",she,"0: Emilia, 1: Donna",0,0
506,Dr. Adams informed Kate that she had retired and presented several options for future treatment.,she,"0: Dr. Adams, 1: Kate",0,0
507,"After hearing all this Mimi leaves Layla, so that she could have some space and collect her thoughts.",she,"0: Mimi, 1: Layla",1,1
508,"Yifei goes about to woo Kishori, so that she can get the letters possessed by her.",she,"0: Yifei, 1: Kishori",0,0
509,Amazon prime encourages Netflix users to switch because they offer a lower cost and additional benefits program.,they,"0: Amazon prime, 1: Netflix",0,0
510,There is a gap in the wall. You can see the garden through it.,it,"0: The gap, 1: The wall",0,0
511,John hired Bill because he needed someone.,he,"0: John, 1: Bill",0,0
512,The campers turned on their flashlights because it was dark without them.,them,"0: The campers, 1: their flashlights",1,1
513,The prosecutor viciously attacked the defendants since they are trying to convict them of the crime.,they,"0: The prosecutor, 1: the defendants",0,0
514,Jane was offered the role of Pam after she attended a screen test.,she,"0: Jane, 1: Pam",1,0
515,John visited Luke in the hospital because he was sick.,he,"0: John, 1: Luke",1,1
516,The CIA control intelligence gathering for the United States because they have some of the best people who specialize in this type of work.,they,"0: The CIA, 1: the United States",0,0
517,"Bill Clinton speaks better than George Bush, since he is a practiced orator.",he,"0: Bill Clinton, 1: George Bush",0,0
518,The blacksmith refused to repair the armor for the knight because he did not have any money to pay with.,he,"0: The blacksmith, 1: the knight",1,1
519,The spear easily pierced through the armor because it was too thin.,it,"0: The spear, 1: the armor",1,1
520,Brick is better than clay for building houses because they are much stronger building materials.,they,"0: Brick, 1: clay",0,0
521,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.",he,"0: Doctor, 1: Kennedy",1,1
522,"Christian Bale once lost his temper at the man holding his lighting, but he did not do anything that earned getting yelled at.",he,"0: Christian Bale, 1: the man",1,1
523,Anna Dalassene consented to this but forced Katherine to resign immediately afterwards ; she was succeeded by Eustratios Garidas.,she,"0: Katherine, 1: Anna Dalassene",0,0
524,Some actors choose to perform their own stunts instead of using stunt doubles although they are professionals who specialize in stunts.,they,"0: Some actors, 1: stunt doubles",1,1
525,"Ann asked Mary what time the library closes, because she had forgotten.",she,"0: Ann, 1: Mary",0,0
526,Crusader Andrews saved the life of Crusader Christopher because he did not want to see him die.,he,"0: Crusader Andrews, 1: Crusader Christopher",0,0
527,"Paul said Rodman was selfish about rebounding, but he deemed him a hard worker and coachable.",him,"0: Paul, 1: Rodman",1,1
528,Warner Bros. Chairman took considerable notice of Nolan's desires and thoughts when drafting his contract.,his,"0: Nolan, 1: Warner Bros. Chairman",1,0
529,Tina files a complaint against her boss Patricia Webster when she begins to sexually harass her.,she,"0: Tina, 1: her boss Patricia Webster",0,1
530,"Silvia is tricked into believing that Justine is dead, and so she is forced to marry Rafael.",she,"0: Silvia, 1: Justine",0,0
531,Zu Ji was the eldest son of King Wu Ding but despite his kingly title he never succeeded his father as a Shang dynasty King of China.,his,"0: King Wu Ding, 1: Zu Ji",0,1
532,Hkkinen tried to attack Senna but he ran into the back of him.,him,"0: Hkkinen, 1: Senna",0,1
533,Taylor Swift is higher in record sales over Beyonce because people are not passionate about her music.,her,"0: Taylor Swift, 1: Beyonce",1,1
534,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.",he,"0: Mark, 1: Dimble",0,0
535,The car beat the bike because it was too slow.,it,"0: The car, 1: the bike",1,1
536,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.",he,"0: James, 1: Wallace",1,1
537,"Daniela likes Annie because, contrarily to Naomi, she listens to what she has to say.",she,"0: Daniela, 1: Annie",1,1
538,"Julian Holloway was originally cast to play Roger, but a BBC strike delayed filming by a week and he was replaced by Ken Campbell.",he,"0: Roger, 1: Julian Holloway",0,1
539,The soldiers seemed to accept and blasted the Terrorcons - but when the smoke cleared they had merely shot around them.,they,"0: The soldiers, 1: the Terrorcons",0,0
540,The state executes prisoners because they want justice.,they,"0: The state, 1: prisoners",0,0
541,Sharapova was supposed to play Aliz Cornet but she was suffering from a viral illness.,she,"0: Sharapova, 1: Aliz Cornet",0,0
542,"Deb searches out Kajol, but she gets stabbed to death by Binod.",she,"0: Deb, 1: Kajol",0,1
543,Banks usually offer bonus points for new credit card applicants since they want them to specifically bank with them.,they,"0: Banks, 1: new credit card applicants",0,0
544,"Mr. Grinder arrives looking for Carboy, but no one will help him.",him,"0: Mr. Grinder, 1: Carboy",0,0
545,"William Miller found that the more confrontational a counselor was, the more his or her clients with alcohol problems drank.",his,"0: a counselor, 1: William Miller",0,0
546,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",it,"0: The dog, 1: The spot under the tree",0,0
547,The off-campus apartments were preferred to the on-campus apartments because they were cheaper.,they,"0: The off-campus apartments, 1: the on-campus apartments",0,0
548,"AMD recently managed to break a record in the New Guiness Book of Records, because they managed to overclock their processor to unheard heights.",they,"0: AMD, 1: the New Guiness Book of Records",0,0
549,Gauri decides to separate from Samantha when she sees that she doesn't trust her anymore.,she,"0: Gauri, 1: Samantha",0,0
550,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.",it,"0: The sun, 1: The cloud",0,0
551,Marinovich was born Marvin Scott but his mother later changed his name to Todd Marvin.,his,"0: Marinovich, 1: Marvin Scott",1,0
552,"Sharon attempted to hang on to Skye, but she was not strong enough to pull her up.",she,"0: Sharon, 1: Skye",0,0
553,We gave the fruit to the humans because they were hungry.,they,"0: the fruit, 1: the humans",1,1
554,"At first, the actress is not accepted kindly by the women, although the men appear to take a liking to her.",her,"0: the women, 1: the actress",1,1
555,"Louise even proposed to Sami, but with a caveat : she had to promise to redeem herself and never lie to her again.",she,"0: Louise, 1: Sami",1,1
556,Donald kicked King but he never felt bad.,he,"0: Donald, 1: King",0,0
557,Jayne had been enraged at Joelle when she discovered what she had done.,she,"0: Jayne, 1: Joelle",1,0
558,The professor gave the student a bad grade because he was strict.,he,"0: The professor, 1: the student",0,0
559,Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.,it,"0: The flute, 1: The piece",0,0
560,"Dirk applies for the Legion as Sun, but is rejected as he has only demonstrated his ability to generate light.",he,"0: Dirk, 1: Sun",0,0
561,Frank was upset with Tom because the toaster he had sold him didn't work.,he,"0: Frank, 1: Tom",1,1
562,"Jane knocked on Susan's door, but there was no answer. She was disappointed.",She,"0: Jane, 1: Susan",0,0
563,Andrea threw a promotion party in honor of Lindsay because she wanted to do something special for her.,she,"0: Andrea, 1: Lindsay",0,0
564,"Kai was to be voiced by Mads Mikkelsen, but he dropped out due to scheduling issues and the role was recast to J.K. Simmons.",he,"0: Mads Mikkelsen, 1: Kai",0,0
565,The men survived with the help of Aborigines until they were rescued in September by Alfred William Howitt.,they,"0: The men, 1: Aborigines",0,0
566,"Indi becomes concerned for Melanie, when she learns she has had an accident.",she,"0: Indi, 1: Melanie",0,1
567,"Allyson rushes to try to find Delilah, but she only manages to speak to her the following morning.",she,"0: Allyson, 1: Delilah",0,0
568,Laura tries to save Mona but she deliberately swims into the path of a group of sharks and is eaten alive.,she,"0: Laura, 1: Mona",1,1
569,Anne gave birth to a daughter last month. She is a very charming woman.,She,"0: Anne, 1: Anne's daughter",0,0
570,"Once alone, Boris attempts to seduce Arny, although he resists his advances.",he,"0: Arny, 1: Boris",0,1
571,"In the original Novel, Greco is killed by Larmica, but in the manga he is fatally wounded by Rei Ginsei.",he,"0: Greco, 1: Larmica",0,0
572,"Rayanne eventually escaped with the aid of Olidammara, but not before her mentor himself was briefly captured by the archmage.",her,"0: Rayanne, 1: Olidammara",1,0
573,Pete envies Martin although he is very successful.,he,"0: Pete, 1: Martin",0,1
574,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,he,"0: Ryan Higa, 1: Kev Jumbo",0,0
575,Carol believed that Rebecca regretted that she had stolen the watch.,she,"0: Carol, 1: Rebecca",1,1
576,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.",they,"0: The football players, 1: the NFL organization",1,0
577,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won.",he,"0: Bob, 1: Adam",0,0
578,The boy helped his friend move because he was going to be free all day.,he,"0: The boy, 1: his friend",0,0
579,"Mr. Manning is initially unwilling to let the child go, but with guidance from Dr. Gates, he finally accepts the inevitable.",he,"0: the child, 1: Mr. Manning",1,1
580,"The path to the lake was blocked, so we couldn't reach it.",it,"0: The path, 1: The lake",1,1
581,"Richard was probably the son of Robert de Courcy, but his mother was named Herleva.",his,"0: Richard, 1: Robert de Courcy",0,0
582,"Natalia goes to Joyces, but she is rebuffed by her former employer.",her,"0: Natalia, 1: Joyces",0,1
583,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.",she,"0: Wanda, 1: Regina",1,1
584,"Helene plans on killing Anna since she knows too much, but suddenly gets caught by the Blue Demon and eaten offscreen.",she,"0: Helene, 1: Anna",1,1
585,Bill passed the half-empty plate to John because he was full.,he,"0: Bill, 1: John",0,0
586,"Claire tries to win Kate back, but she makes it clear that they are never getting back together.",she,"0: Claire, 1: Kate",1,1
587,"Krishna agreed and let Rukmi go free, but not before having his head shaved as a visible sign of a warrior's defeat.",his,"0: Krishna, 1: Rukmi",0,1
588,"The man offered the boy candy, but he had no candy.",he,"0: The man, 1: the boy",0,0
589,"Paul tries to comfort Zack, but he rejects him and heads back to base with the intent to DOR himself.",he,"0: Paul, 1: Zack",1,1
590,The prisoners were held captive by the German forces since they were captured in the last battle.,they,"0: The prisoners, 1: the German forces",0,0
591,John attacked Tim because he was a communist.,he,"0: John, 1: Tim",1,1
592,"Jane knocked on the door, and Susan answered it. She invited her to come in.",She,"0: Jane, 1: Susan",1,1
593,"The football players went on strike against the NFL organization, but they will play again when their demands are met.",they,"0: The football players, 1: the NFL organization",0,0
594,Two young boys are sent to live with relatives when their parents break up.,their,"0: relatives, 1: Two young boys",1,1
595,"Yolande proposes to Gina, but, to her shock, she is rejected.",her,"0: Yolande, 1: Gina",0,0
596,The cheetah outran the antelope so it got to eat.,it,"0: The cheetah, 1: the antelope",0,0
597,"Mary tucked her daughter Anne into bed, so that she could work.",she,"0: Mary, 1: Mary's daughter",0,0
598,"Victor manages to evade Mark, but Elton cannot get away from him.",him,"0: Victor, 1: Mark",0,1
599,"Indi asks Mink to stay, but she departs, leaving a note for Romeo.",she,"0: Indi, 1: Mink",0,1
600,Scott is charged with raping Brian but he was sensationally acquitted at trial.,he,"0: Scott, 1: Brian",0,0
601,Hunter was shot dead and Cottle was so severely wounded that he died soon thereafter.,he,"0: Hunter, 1: Cottle",0,1
602,"Olivia wants to make amends with Emily, but she no longer wants to be friends.",she,"0: Olivia, 1: Emily",1,0
603,Yuri owed Ivan money because he paid for the vodka.,he,"0: Yuri, 1: Ivan",1,1
604,Cassie becomes close with Alexa but she is shocked when she discovers that she is dealing drugs.,she,"0: Cassie, 1: Alexa",0,1
605,The network heads cancelled the TV shows because they did not like the content.,they,"0: The network heads, 1: the TV shows",0,0
606,"Von Hoene could do an uncanny vocal impersonation of horror icon Boris Karloff, and so he was also the off-screen voice announcer for the show.",he,"0: horror icon Boris Karloff, 1: Von Hoene",0,1
607,"Johnson was trained by Curtis Frye, at the University of South Carolina where he served as a volunteer head coach.",he,"0: Johnson, 1: Curtis Frye",0,0
608,"Duncan smugly asides to Lance that if he loses, he will give him a two-week Hawaiian vacation.",he,"0: Duncan, 1: Lance",0,0
609,"Chris angrily rejected Phillip, but he didn't tell Lujack the reason because he did not want to cause any more bad blood between them.",he,"0: Chris, 1: Phillip",0,0
610,"Later, Julia attempts to talk to Sylvie, but she ignores her.",she,"0: Sylvie, 1: Julia",0,1
611,John tried to challenge Maxim but he wanted nothing to do with him.,he,"0: Maxim, 1: John",0,1
612,"Charles becomes suspicious of Brian, but he keeps his thoughts to himself.",his,"0: Charles, 1: Brian",0,0
613,"Gloria is also attracted to Lucy, but she knows that she is her half-sister and she refuses to let anything happen.",she,"0: Gloria, 1: Lucy",0,0
614,"Because Lorelai became pregnant with Rebecca when she was only sixteen, the two are more like friends than mother and daughter.",she,"0: Lorelai, 1: Rebecca",0,0
615,"Dietrich missed Jad, but Jad did not miss Dietrich, killing him.",him,"0: Dietrich, 1: Jad",0,0
616,Keijun received Miyabe Castle from Azai Nagamasa when he gave his support to the Azai clan.,he,"0: Keijun, 1: Azai Nagamasa",0,0
617,"Katy also finds Ellen appalling, but she is delighted and decides to marry her.",her,"0: Ellen, 1: Katy",0,0
618,The light hit the mirror and it shattered.,it,"0: The light, 1: the mirror",1,1
619,Pradhan Jaipal comes to meet Arun and Sanchita but gets tensed when he does not find anyone in the house and he waits for them.,he,"0: Pradhan Jaipal, 1: Arun and Sanchita",0,0
620,"Once more the frogs appealed to the Gods, but this time they replied that they must face the consequences of their request.",they,"0: the Gods, 1: the frogs",0,0
621,The slaves were forced to do the bidding of the nobles since they have no rights.,they,"0: The slaves, 1: the nobles",0,0
622,"Rahul intended to surprise Paul, but upon his arrival, he found him in Karan's arms.",his,"0: Rahul, 1: Paul",0,0
623,The car beat the bike because it was faster.,it,"0: The car, 1: the bike",0,0
624,The sniper shot the terrorist because he had orders.,he,"0: The sniper, 1: the terrorist",0,0
625,Sid explained his theory to Mark but he couldn't convince him.,he,"0: Sid, 1: Mark",0,0
626,"Celine attempts to contact the resurrected Juliana, but seeing she has no memory of her previous life, she decides to leave her alone.",she,"0: Celine, 1: the resurrected Juliana",1,1
627,"Mary attempts to kiss Susanna, but she moves away, which makes her become even more upset.",she,"0: Mary, 1: Susanna",1,1
628,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.",he,"0: Jim, 1: the guy in uniform",0,0
629,Once David realises that Kabir is probably frustrated but not a bad human being he gets a little comfortable with him.,he,"0: David, 1: Kabir",0,0
630,Hunter becomes increasingly impressed with Batman but he is still able to pull off his crime.,his,"0: Batman, 1: Hunter",0,1
631,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.",they,"0: The Samurais, 1: pirates",1,1
632,Diana Dors was originally cast as Gloria but turned down the role because she did not want to work with Joseph Janni.,she,"0: Gloria, 1: Diana Dors",0,1
633,"Tradition dictated the captain hold the Stanley Cup first, and it is always followed.",it,"0: Tradition, 1: the Stanley Cup",0,0
634,"This resulted in Dr. McDonald continuously raping Dr. Pheobe, until she got caught.",she,"0: Dr. Trichelair, 1: Dr. McDonald",1,1
635,"Donald Trump fired his servant, Luigi, because he felt his service was below average.",he,"0: Donald Trump, 1: Luigi",0,0
636,"Danielle once again tried flirting with Jasmine, but she refuses to go any further than having a few drinks with her, and turned her down.",she,"0: Danielle, 1: Jasmine",1,1
637,Tchaikovsky replied defensively to Taneyev but he was appreciative of his candor.,his,"0: Tchaikovsky, 1: Taneyev",1,1
