,sentence,pronoun,candidate,rationale,label,pred
77,The Cowboys are doing way better than the Saints'cause they're seen as'America's Team'.,they're,"0: The Cowboys, 1: the Saints, 2: Neither","The pronoun ""they're"" refers to the subject of the sentence, which is ""The Cowboys."" The sentence states that ""The Cowboys are doing way better than the Saints,"" and then continues with ""they're seen as 'America's Team',"" which logically refers back to ""The Cowboys.""",0,0
78,John went after Tim'cause he was a communist.,he,"0: John, 1: Tim, 2: Neither","The sentence ""John went after Tim 'cause he was a communist"" suggests that the pronoun ""he"" refers to the reason why John went after Tim. It is more likely that ""he"" refers to Tim, as John is going after him because Tim is a communist. Therefore, the pronoun ""he"" is referring to Tim.",1,1
79,The paintball dude was ticked off at the ref'cause he got called out when he totally shouldn't have.,he,"0: The paintball dude, 1: the ref, 2: Neither","The pronoun ""he"" refers to the person who was called out and was upset about it. In the sentence, it is mentioned that ""The paintball dude was ticked off at the ref 'cause he got called out when he totally shouldn't have."" This indicates that the paintball dude is the one who was called out and is upset, so ""he"" refers to the paintball dude.",0,0
80,"The cops were worried about letting the protesters get together, so they shut down their plans to meet up.",they,"0: The cops, 1: the protesters, 2: Neither","The pronoun ""they"" in the sentence ""so they shut down their plans to meet up"" refers to the subject performing the action of shutting down the plans. In this context, it is the cops who are taking the action to shut down the plans of the protesters. Therefore, ""they"" refers to ""The cops.""",0,0
81,"Jason whipped up a robot for Rocky, so now he's got more free time.",he,"0: Jason, 1: Rocky, 2: Neither","The sentence states that ""Jason whipped up a robot for Rocky, so now he's got more free time."" The pronoun ""he"" is likely referring to the person who now has more free time as a result of the action. Since Jason is the one who created the robot, it makes sense that he would have more free time after completing this task. Therefore, ""he"" refers to Jason.",1,0
82,"Lingad got beat by Estelito Mendoza, but then he called out fraud and that's why they had to do the whole governor election over again.",he,"0: Lingad, 1: Estelito Mendoza, 2: Neither","The pronoun ""he"" in the sentence ""but then he called out fraud"" refers to the person who called out fraud after being beaten in the election. The sentence structure suggests that the person who called out fraud is the same person who was beaten, which is Lingad. Therefore, ""he"" refers to Lingad.",0,0
83,The campers flicked on their flashlights'cause it was too dark without'em.,'em,"0: The campers, 1: their flashlights, 2: Neither","The pronoun ""'em"" is a colloquial contraction of ""them,"" which refers to an object or objects previously mentioned. In this context, ""'em"" refers to ""their flashlights"" because the sentence indicates that the campers turned on their flashlights because it was too dark without them. The pronoun is used to refer to the flashlights, not the campers themselves.",1,1
84,The campers flicked on their flashlights'cause it was too dark without'em.,'em,"0: The campers, 1: their flashlights, 2: Neither","The pronoun ""'em"" is a colloquial contraction of ""them,"" which refers to an object or objects previously mentioned. In this context, ""'em"" refers to ""their flashlights"" because the sentence indicates that the campers turned on their flashlights because it was too dark without them. The pronoun is used to refer to the flashlights, not the campers themselves.",1,1
85,Laila and Cora get tight when she throws her a belated b-day party'cause everyone spaced on the date.,she,"0: Laila, 1: Cora, 2: Neither","The sentence mentions that ""she throws her a belated b-day party."" The pronoun ""she"" is likely referring to the person who is organizing or throwing the party. Since the sentence starts with ""Laila and Cora get tight,"" it suggests that the party is a positive event for both. It is more likely that Laila is the one throwing the party for Cora, as the sentence structure implies that the action of throwing the party is being done by one of the two mentioned individuals. Therefore, ""she"" most likely refers to Laila.",0,0
86,The minister got chummy with King George just so he could make some pals.,he,"0: The minister, 1: King George, 2: Neither","The pronoun ""he"" is likely referring to ""The minister"" because the sentence suggests that the minister had a motive to get chummy with King George, which was to make some pals. The structure of the sentence implies that the minister is the one taking the action to achieve a goal, which aligns with the use of ""he.""",1,0
87,"Meanwhile, Megatron's not at his best and tries to get back in charge of the Decepticons, but Shockwave just knocks him out no problem.",him,"0: Megatron, 1: the Decepticons, 2: Neither","The pronoun ""him"" refers to a singular male entity. In the sentence, Megatron is mentioned as trying to get back in charge, and then Shockwave knocks ""him"" out. The context suggests that ""him"" refers to Megatron, as he is the one being knocked out by Shockwave. The Decepticons, on the other hand, are a group and not a singular male entity, so they cannot be referred to by ""him.""",0,0
88,"Elmeida almost took Hyrum out, but Noa jumped in to save his neck.",his,"0: Elmeida, 1: Hyrum, 2: Neither","The pronoun ""his"" in the sentence ""Noa jumped in to save his neck"" refers to the person who was in danger and needed saving. The context indicates that Elmeida almost took Hyrum out, suggesting that Hyrum was the one in danger. Therefore, ""his neck"" refers to Hyrum.",1,1
89,Homer socked Flanders'cause he was getting on his nerves.,he,"0: Homer, 1: Flanders, 2: Neither","The pronoun ""he"" in the sentence ""Homer socked Flanders 'cause he was getting on his nerves"" refers to the person who was getting on Homer's nerves. Since the sentence structure suggests that Flanders was the one causing annoyance to Homer, ""he"" refers to Flanders.",1,1
90,AMD just smashed a record and got themselves in the New Guiness Book of Records for it.,themselves,"0: AMD, 1: the New Guiness Book of Records, 2: Neither","The pronoun ""themselves"" is used to refer to a group or entity that has achieved something. In this context, ""AMD just smashed a record and got themselves in the New Guiness Book of Records for it,"" the pronoun ""themselves"" refers to AMD, as they are the entity that achieved the record and are being recognized in the New Guiness Book of Records. The New Guiness Book of Records is the entity that records achievements, not the one achieving them.",1,0
91,"Lauren's gonna back up Tanya, but it's tough handling her mom's sickness.",her,"0: Lauren, 1: Tanya, 2: Neither","The sentence mentions that ""Lauren's gonna back up Tanya,"" which implies that Lauren is supporting Tanya in some way. The phrase ""handling her mom's sickness"" suggests that the pronoun ""her"" refers to the person whose mom is sick. Since Lauren is backing up Tanya, it is likely that Tanya is the one dealing with her mom's sickness. Therefore, ""her"" refers to Tanya.",1,1
92,Hkkinen tried to go for Senna but he ended up smacking into the back of him.,him,"0: Hkkinen, 1: Senna, 2: Neither","The sentence describes an action where Hkkinen attempted to go for Senna but ended up hitting the back of ""him."" The pronoun ""him"" refers to the person who was hit, which in this context is Senna. Therefore, ""him"" refers to Senna.",1,1
93,The scientists tossed the chimps a bunch of bananas cuz they were starving.,they,"0: the chimps, 1: a bunch of bananas, 2: Neither","The pronoun ""they"" is used to refer to a group of entities that are capable of experiencing hunger. In the sentence, ""they"" refers to the group that was starving. The chimps are living beings that can experience hunger, whereas a bunch of bananas cannot. Therefore, ""they"" refers to ""the chimps.""",0,0
94,"Louise tries to off Joy, but she's like'please' and spills that they both got played by their other halves.",she,"0: Louise, 1: Joy, 2: Neither","The pronoun ""she"" in the sentence ""but she's like 'please'"" refers to the person who is responding to Louise's action of trying to ""off"" Joy. Since the sentence structure indicates that Joy is the one being addressed by Louise, it is logical to conclude that ""she"" refers to Joy, who is responding to Louise's action.",1,1
95,The bat smacked the ball'cause it got in the path of the swing.,it,"0: The bat, 1: the ball, 2: Neither","The pronoun ""it"" in the sentence ""The bat smacked the ball 'cause it got in the path of the swing"" refers to the object that was in the path of the swing. In this context, the ball is the object that was hit by the bat because it was in the path of the swing. Therefore, ""it"" refers to the ball.",0,1
96,"Esaias wasn't related to Willem van de Velde, but he was Jan van de Velde's cousin.",he,"0: Esaias, 1: Jan van de Velde, 2: Neither","The text states that Esaias wasn't related to Willem van de Velde, but he was Jan van de Velde's cousin. The pronoun ""he"" is used to refer to Esaias, as it is Esaias who is being described in relation to Jan van de Velde. Therefore, the pronoun ""he"" refers to Esaias.",1,0
97,John hit up Bill'cause he was all mixed up.,he,"0: John, 1: Bill, 2: Neither","The sentence ""John hit up Bill 'cause he was all mixed up"" contains the pronoun ""he,"" which could refer to either John or Bill. The phrase ""he was all mixed up"" suggests that the person being referred to was confused or in need of help. Since John is the one who initiated contact with Bill, it is more likely that John reached out to Bill because Bill was the one who was mixed up. Therefore, ""he"" most likely refers to Bill.",0,1
98,The chimp couldn't figure out Linux'cause it's just an animal.,it,"0: The chimp, 1: Linux, 2: Neither","The pronoun ""it"" in the sentence ""The chimp couldn't figure out Linux 'cause it's just an animal"" refers to ""The chimp."" The sentence structure indicates that ""it"" is used to describe something that is an animal, and since ""Linux"" is not an animal, the pronoun must refer to ""The chimp.""",0,0
99,"Fontan got snagged by the Spaniard Salvador Cardona, but snagging second in the stage snagged him the top spot in the overall rankings.",him,"0: Fontan, 1: the Spaniard Salvador Cardona, 2: Neither","The pronoun ""him"" in the sentence ""but snagging second in the stage snagged him the top spot in the overall rankings"" refers to the person who achieved the top spot in the overall rankings. The sentence structure suggests that the person who snagged second in the stage is the same person who achieved the top spot in the overall rankings. Since Fontan is mentioned first and is associated with the action of being snagged by Salvador Cardona, it implies that Fontan is the one who ultimately achieved the top spot in the overall rankings. Therefore, ""him"" refers to Fontan.",0,0
100,"Carlos is totally hung up on Simon, but he's feeling super guilty'cause he's Rose's fiancé.",he's,"0: Carlos, 1: Simon, 2: Neither","The pronoun ""he's"" in the sentence ""he's feeling super guilty'cause he's Rose's fiancé"" refers to the person who is Rose's fiancé. The context suggests that Carlos is the one feeling guilty because he is Rose's fiancé. Therefore, ""he's"" refers to Carlos.",1,0
101,"While Mark's trying to figure out if he can trust Dimble, the cops find him and slap the cuffs on him for Hingest's murder.",him,"0: Mark, 1: Dimble, 2: Neither","The pronoun ""him"" in the sentence ""the cops find him and slap the cuffs on him for Hingest's murder"" refers to the person who is being arrested by the cops. The context suggests that Mark is the one being arrested, as the sentence begins with ""While Mark's trying to figure out if he can trust Dimble,"" indicating that the subsequent actions are related to Mark. Therefore, ""him"" refers to Mark.",1,0
102,"Google Plus was supposed to take over from Facebook, but it's still got way more peeps hanging out there.",it,"0: Google Plus, 1: Facebook, 2: Neither","The pronoun ""it"" in the sentence ""it's still got way more peeps hanging out there"" refers to the platform that has more people using it. The context suggests that Facebook is the platform with more users, as Google Plus was supposed to take over from Facebook but hasn't succeeded. Therefore, ""it"" refers to Facebook.",1,1
103,The clown gave the kid a grin and then he handed him a balloon.,he,"0: The clown, 1: the kid, 2: Neither","The pronoun ""he"" is used to refer to a male subject who performed the action of handing a balloon. In the sentence, ""The clown gave the kid a grin and then he handed him a balloon,"" the clown is the one who is likely to have handed the balloon to the kid. The structure of the sentence suggests that the actions are sequential and performed by the same subject, which is the clown. Therefore, ""he"" refers to ""The clown.""",0,0
104,"Still, Harry sticks with Rob until the night he finds out that he hooked up with his old high school enemy, Ronnie Harrison.",he,"0: Rob, 1: Harry, 2: Neither","The pronoun ""he"" in the sentence ""he hooked up with his old high school enemy, Ronnie Harrison"" refers to the person who hooked up with Ronnie Harrison. The context suggests that Harry is the one who finds out about this event, which implies that Rob is the one who hooked up with Ronnie Harrison. Therefore, ""he"" refers to Rob.",1,0
105,"Tina's freaked out, but Emma's got her back and whips out a gun to protect herself.",herself,"0: Tina, 1: Emma, 2: Neither","The pronoun ""herself"" refers to the person who is taking action to protect, which is Emma. The sentence states that ""Emma's got her back and whips out a gun to protect herself,"" indicating that Emma is the one taking the protective action. Therefore, ""herself"" refers to Emma.",1,1
106,"Jason whipped up a robot for Rocky, and he handed it over to him.",he,"0: Jason, 1: Rocky, 2: Neither","The sentence ""Jason whipped up a robot for Rocky, and he handed it over to him"" contains two male characters: Jason and Rocky. The pronoun ""he"" is used in the second part of the sentence. The context suggests that ""he"" refers to the person who handed over the robot. Since Jason is the one who created the robot for Rocky, it is logical to conclude that Jason is also the one who handed it over to Rocky. Therefore, ""he"" refers to Jason.",0,0
107,The general blasted his gun at the beast and that made him spin around and take a look.,him,"0: The general, 1: the beast, 2: Neither","The pronoun ""him"" in the sentence ""The general blasted his gun at the beast and that made him spin around and take a look"" refers to the entity that was affected by the action of the general blasting his gun. The action of ""spinning around and taking a look"" is more likely to be a reaction from the beast, as it was the target of the general's action. Therefore, ""him"" refers to the beast.",1,1
108,Joe went up against Steven cuz he figured it'd be a piece of cake.,he,"0: Joe, 1: Steven, 2: Neither","The sentence states that ""Joe went up against Steven cuz he figured it'd be a piece of cake."" The pronoun ""he"" is likely referring to the person who initiated the action of going up against the other, which in this context is Joe. Joe is the one who would have the thought process of figuring it would be a piece of cake to go up against Steven. Therefore, ""he"" refers to Joe.",0,0
109,"The Punishers grill prisoners and once they're done, they zap them with something like an electric chair that disintegrates molecules.",they,"0: prisoners, 1: The Punishers, 2: Neither","The pronoun ""they"" refers to the subject performing the actions in the sentence. The sentence states that ""The Punishers grill prisoners and once they're done, they zap them with something like an electric chair."" Here, ""they"" is performing the action of zapping, which follows the action of grilling. Since ""The Punishers"" are the ones who grill the prisoners, it logically follows that ""they"" refers to ""The Punishers.""",1,1
110,"Gang-du tries to tell the dude, but nobody's listening to his complaints.",his,"0: Gang-du, 1: the dude, 2: Neither","The pronoun ""his"" in the sentence ""nobody's listening to his complaints"" refers to the person whose complaints are not being heard. The sentence structure suggests that Gang-du is the one trying to communicate something, and ""the dude"" is the one being addressed. Therefore, it is more likely that ""his"" refers to Gang-du, as he is the one trying to tell something, implying that his complaints are not being heard.",0,0
111,Pei Wei's got this bomb sesame chicken that everyone keeps ordering.,everyone,"0: Pei Wei, 1: sesame chicken, 2: Neither","The pronoun ""everyone"" refers to people in general and not to either ""Pei Wei"" or ""sesame chicken."" It is used to describe the group of people who are ordering the sesame chicken, not to refer to either of the candidates.",1,2
112,"Meanwhile, Brumfield had to bail out and Lt. Col. Alex Preece took over,'cause an old football injury meant he had to jet off to Australia in mid-November.",he,"0: Lt. Col. Alex Preece, 1: Brumfield, 2: Neither","The pronoun ""he"" refers to the person who had to leave due to an old football injury. The sentence structure indicates that Brumfield had to bail out, and then Lt. Col. Alex Preece took over. The reason given for the departure is the old football injury, which is associated with Brumfield, as it explains why he had to leave and Preece took over. Therefore, ""he"" refers to Brumfield.",1,1
113,People were scared of the robots'cause they were weak.,they,"0: People, 1: the robots, 2: Neither","The pronoun ""they"" in the sentence ""People were scared of the robots'cause they were weak"" refers to the subject that is described as being weak. In this context, it is more logical to assume that ""they"" refers to ""the robots"" because the sentence structure suggests that the reason people were scared is due to the weakness of the robots, not the people themselves.",0,1
114,Tricia then asked Julia if she's had any more of those night terrors.,she,"0: Julia, 1: Tricia, 2: Neither","The pronoun ""she"" is used in the context of Tricia asking Julia a question. The question is about whether ""she"" has had any more night terrors. It is more logical that Tricia is asking Julia about her own experiences with night terrors, rather than asking about herself. Therefore, ""she"" refers to Julia.",0,0
115,Joe bumped into Mike and he had to cough up the cash for the mess.,he,"0: Joe, 1: Mike, 2: Neither","The sentence states that ""he had to cough up the cash for the mess."" The pronoun ""he"" is likely referring to the person who is responsible for the mess and therefore had to pay for it. Since Joe bumped into Mike, it is reasonable to infer that Joe caused the mess and thus had to pay for it. Therefore, ""he"" refers to Joe.",1,0
116,Joe bumped into Mike and he had to cough up the cash for the mess.,he,"0: Joe, 1: Mike, 2: Neither","The sentence states that ""he had to cough up the cash for the mess."" The pronoun ""he"" is likely referring to the person who is responsible for the mess or who is expected to pay for it. In the context of the sentence, it is more plausible that Joe, who bumped into Mike, is the one who caused the mess and therefore had to pay for it. Thus, ""he"" refers to Joe.",1,0
117,The blacksmith wouldn't fix the knight's armor'cause he was broke.,he,"0: The blacksmith, 1: the knight, 2: Neither","The pronoun ""he"" in the sentence ""The blacksmith wouldn't fix the knight's armor 'cause he was broke"" refers to the reason why the blacksmith wouldn't fix the armor. The context suggests that ""he"" is the one who is broke, which is why the service is not being provided. It is more logical to assume that the blacksmith is the one who is broke, as it directly explains his inability to fix the armor. Therefore, ""he"" refers to the blacksmith.",1,0
118,Naser al-Din Shah Qajar started calling Mohammad Hosein'the bird' when he heard some poem he'd written.,he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar, 2: Neither","The pronoun ""he"" in the sentence ""when he heard some poem he'd written"" refers to the person who heard the poem. The context suggests that Naser al-Din Shah Qajar is the one who heard the poem written by Mohammad Hosein, as it was Naser al-Din Shah Qajar who started calling Mohammad Hosein 'the bird' after hearing the poem. Therefore, ""he"" refers to Naser al-Din Shah Qajar.",0,1
119,"Naji was gonna come hang out with Khalil, but he didn't show up.",he,"0: Naji, 1: Khalil, 2: Neither","The sentence states that ""Naji was gonna come hang out with Khalil, but he didn't show up."" The pronoun ""he"" is used to refer to the person who did not show up. Since Naji was the one who was supposed to come, it is logical to conclude that ""he"" refers to Naji, as he is the one who did not show up.",0,0
120,Folks liked the off-campus apartments better than the ones on-campus'cause they were less pricey.,they,"0: the off-campus apartments, 1: the ones on-campus, 2: Neither","The pronoun ""they"" refers to the subject of the comparison in the sentence. The sentence states that ""Folks liked the off-campus apartments better than the ones on-campus 'cause they were less pricey."" Here, ""they"" is referring to the off-campus apartments, as the reason given for the preference is that ""they were less pricey."" Therefore, ""they"" refers to the off-campus apartments.",0,0
121,"At first, Emma can't really wrap her head around Maria being the not-so-dead Francesca, but she gets the hang of it after a bit.",she,"0: the not-so-dead Francesca, 1: Emma, 2: Neither","The sentence describes Emma's process of understanding a situation involving Maria and Francesca. The pronoun ""she"" is used in the context of ""she gets the hang of it after a bit,"" which refers to the person who is coming to understand the situation. Since the sentence starts with ""Emma can't really wrap her head around Maria being the not-so-dead Francesca,"" it indicates that Emma is the one who is initially confused and then understands. Therefore, ""she"" refers to Emma.",1,1
122,"Dan takes off, Samuel's chasing after him, but then he stumbles and eats dirt.",him,"0: Dan, 1: Samuel, 2: Neither","The pronoun ""him"" in the sentence ""Samuel's chasing after him"" refers to the person being chased. In this context, Dan is the one who takes off, and Samuel is the one chasing. Therefore, ""him"" refers to Dan.",0,0
123,"Martin thought Charles was just average and kinda gross, but since he bragged about owning a huge fancy place, he said yes to marrying him.",he,"0: Martin, 1: Charles, 2: Neither","The pronoun ""he"" in the sentence ""he said yes to marrying him"" refers to the person who agreed to marry the other. Since Martin thought Charles was average and gross but still agreed to marry him because of the bragging about owning a huge fancy place, it indicates that Martin is the one who said yes to marrying Charles. Therefore, ""he"" refers to Martin.",0,0
124,The attackers were hanging around for the journalists when they showed up.,they,"0: The attackers, 1: the journalists, 2: Neither","The pronoun ""they"" in the sentence ""The attackers were hanging around for the journalists when they showed up"" refers to the group that arrived or appeared at the scene. The context suggests that the attackers were already present and waiting, so ""they"" most likely refers to the journalists who showed up. Therefore, the pronoun ""they"" refers to the journalists.",1,1
125,The hyenas were scrounging around what the lions left'cause they were super hungry.,they,"0: The hyenas, 1: the lions, 2: Neither","The pronoun ""they"" refers to the group that was super hungry. In the context of the sentence, it is the hyenas who are described as scrounging around because they were super hungry. The lions are mentioned as having left something, but there is no indication that they were hungry. Therefore, ""they"" refers to the hyenas.",0,0
126,"The AFL fan first heard about Dickfos when he showed up in State of Origin games, nailing it for Queensland.",he,"0: Dickfos, 1: The AFL fan, 2: Neither","The pronoun ""he"" in the sentence refers to someone who showed up in State of Origin games and performed well for Queensland. The context suggests that ""he"" is likely a player, which aligns with Dickfos, who is mentioned in connection with these games. The AFL fan is the one who heard about Dickfos, not the one participating in the games. Therefore, ""he"" refers to Dickfos.",0,0
127,Sam found out about Mark when his bro swung by Japan.,his,"0: Sam, 1: Mark, 2: Neither","The pronoun ""his"" in the sentence ""Sam found out about Mark when his bro swung by Japan"" is ambiguous because it could refer to either Sam or Mark. The sentence does not provide enough context to definitively determine whose ""bro"" is being referred to. Therefore, the pronoun ""his"" could refer to either Sam or Mark, making it unclear.",1,2
128,"The committee jacked up the dance ticket prices for the students, but then they backtracked on that call.",they,"0: The committee, 1: the students, 2: Neither","The pronoun ""they"" in the sentence refers to the entity that made the decision to increase the dance ticket prices and then reversed that decision. The committee is the entity that would have the authority to make such decisions about ticket pricing, not the students. Therefore, ""they"" refers to ""The committee.""",0,0
129,The blimp smacked into the tree'cause it was in the way.,it,"0: The blimp, 1: the tree, 2: Neither","The pronoun ""it"" in the sentence ""The blimp smacked into the tree 'cause it was in the way"" refers to the reason why the blimp hit the tree. The phrase ""it was in the way"" suggests that the object being referred to was obstructing the path. In this context, the tree is the object that was in the way of the blimp, causing the collision. Therefore, ""it"" refers to the tree.",1,1
130,A pen's way stronger than a sword since you can use it to write stuff that changes the world.,you,"0: A pen, 1: a sword, 2: Neither","The pronoun ""you"" in the sentence is used in a general sense to refer to people in general, not specifically to a pen or a sword. It is a common way to express a general truth or idea, so it does not refer to either of the candidates directly.",0,2
131,Rebecca gave Dina a kiss'cause she's super sweet.,she,"0: Rebecca, 1: Dina, 2: Neither","The pronoun ""she"" is used to refer to someone who is ""super sweet."" In the context of the sentence, it is more likely that Rebecca is the one who is being described as ""super sweet"" because she is the one who initiated the action of giving a kiss. Therefore, ""she"" refers to Rebecca.",1,0
132,Some actors decide to do their own stunts instead of having stunt doubles do it'cause they wanna keep things super real.,they,"0: Some actors, 1: stunt doubles, 2: Neither","The pronoun ""they"" is used to refer to a group of people who want to keep things super real by doing their own stunts. In the context of the sentence, ""Some actors"" is the group that decides to do their own stunts, which aligns with the pronoun ""they."" Stunt doubles are not the ones making the decision to do stunts themselves, so ""they"" does not refer to stunt doubles.",0,0
133,"Souness gave Platini a thanks but said no to the offer, saying it was all about keeping a good vibe in the locker room.",his,"0: Souness, 1: Platini, 2: Neither","The text does not contain the pronoun ""his,"" so there is no context to determine which candidate it refers to. Therefore, the pronoun ""his"" does not refer to either Souness or Platini in this text.",0,2
134,"Bob's got bigger muscles, so he can totally take Larry in an arm wrestling match.",he,"0: Bob, 1: Larry, 2: Neither","The pronoun ""he"" refers to the person with bigger muscles who can take the other in an arm wrestling match. The text states that Bob has bigger muscles, implying that ""he"" refers to Bob, who is expected to win against Larry.",0,0
135,"John's out to get Tony, but he jumps him and bites him.",he,"0: John, 1: Tony, 2: Neither","The sentence ""John's out to get Tony, but he jumps him and bites him"" suggests a sequence of actions. The pronoun ""he"" is likely referring to the subject who performs the actions of jumping and biting. Since the sentence starts with ""John's out to get Tony,"" it implies that John is the one taking action against Tony. Therefore, ""he"" most likely refers to John.",1,0
136,The drug gang gets the locals to work their fields'cause they need cheap workers to make more money.,they,"0: The drug gang, 1: the locals, 2: Neither","The pronoun ""they"" in the sentence refers to the group that needs cheap workers to make more money. The context of the sentence suggests that ""they"" is the subject who is benefiting from the cheap labor. The drug gang is the entity that would be making more money by employing cheap workers, which aligns with the pronoun ""they."" Therefore, ""they"" refers to ""The drug gang.""",0,0
137,"Paul's trying to cheer Zack up, but he's not having it and just heads back to base, planning to DOR himself.",he,"0: Paul, 1: Zack, 2: Neither","The sentence describes a situation where Paul is trying to cheer Zack up, but ""he's not having it and just heads back to base, planning to DOR himself."" The pronoun ""he"" is used to refer to the person who is not receptive to being cheered up and decides to head back to base. Since Paul is the one trying to cheer Zack up, it is logical that Zack is the one who is not having it and decides to leave. Therefore, ""he"" refers to Zack.",1,1
138,The clown gave the kid a grin and he burst into tears.,he,"0: The clown, 1: the kid, 2: Neither","The pronoun ""he"" in the sentence ""The clown gave the kid a grin and he burst into tears"" most likely refers to ""the kid."" The structure of the sentence suggests that the action of bursting into tears is a reaction to the clown's grin, which is more likely to be the kid's response rather than the clown's. Therefore, ""he"" refers to ""the kid.""",1,1
139,Watson won against Ken at Jeopardy'cause he's just not as good.,he's,"0: Watson, 1: Ken, 2: Neither","The sentence states that ""Watson won against Ken at Jeopardy'cause he's just not as good."" The pronoun ""he's"" refers to the person who is not as good, which is the reason Watson won. Therefore, ""he's"" refers to Ken, as the sentence implies that Ken is not as good as Watson.",1,1
140,"People thought Google Plus would take over Facebook, but it's still kinda dead with not enough folks using it.",it,"0: Google Plus, 1: Facebook, 2: Neither","The pronoun ""it"" in the sentence ""but it's still kinda dead with not enough folks using it"" refers to the subject that is described as ""kinda dead"" and not having enough users. In the context of the sentence, Google Plus is the platform that was expected to take over Facebook but is described as not having enough users, implying that it is the one that is ""kinda dead."" Therefore, ""it"" refers to Google Plus.",0,0
141,Jack Anderson had a hunch that Archibald Cox got canned because he was poking around Rebozo's part in Nixon getting some sneaky payments.,he,"0: Jack Anderson, 1: Archibald Cox, 2: Neither","The pronoun ""he"" in the sentence ""he was poking around Rebozo's part in Nixon getting some sneaky payments"" refers to the person who was investigating or ""poking around."" In the context of the sentence, it is Archibald Cox who was likely involved in such an investigation, as Jack Anderson is described as having a hunch about the situation. Therefore, ""he"" refers to Archibald Cox.",1,1
142,"Paul was like,'Rodman's hogging all the rebounds,' but he still thinks he's a real grinder and listens to the coach.",he,"0: Paul, 1: Rodman, 2: Neither","The sentence mentions that ""Paul was like, 'Rodman's hogging all the rebounds,'"" which indicates that Paul is speaking. The pronoun ""he"" in ""he still thinks he's a real grinder and listens to the coach"" likely refers to Paul, as it follows the structure of Paul expressing his thoughts or opinions. The sentence structure suggests that Paul is the one who thinks Rodman is a real grinder and listens to the coach, rather than Rodman thinking this about himself.",1,0
143,"Rick Perry's beating Mitt Romney in the polls, but he's sure he'll stay in front.",he's,"0: Rick Perry, 1: Mitt Romney, 2: Neither","The sentence states ""Rick Perry's beating Mitt Romney in the polls, but he's sure he'll stay in front."" The pronoun ""he's"" is likely referring to Rick Perry because the context suggests that the person currently leading in the polls (Rick Perry) is confident about maintaining his lead. Therefore, ""he's sure he'll stay in front"" is more logically attributed to Rick Perry.",0,0
144,Robin heads over to chat with Gael but finds out he's invited more backpackers to crash with them.,he,"0: Robin, 1: Gael, 2: Neither","The pronoun ""he"" in the sentence ""Robin heads over to chat with Gael but finds out he's invited more backpackers to crash with them"" is most likely referring to Gael. The structure of the sentence suggests that Robin is the one who discovers the action, while Gael is the one who has performed the action of inviting more backpackers. Therefore, ""he"" refers to Gael.",1,1
145,"BF3's way cooler than MW3'cause it's just a better game, y'know?",it,"0: BF3, 1: MW3, 2: Neither","The pronoun ""it"" in the sentence ""BF3's way cooler than MW3 'cause it's just a better game, y'know?"" refers to the game that is considered ""way cooler"" and ""just a better game."" The sentence structure suggests that ""it"" is referring to BF3, as BF3 is the subject being described as cooler and better.",0,0
146,Folks were up in arms'cause the gov was hiking up taxes.,they,"0: Folks, 1: the gov, 2: Neither","The pronoun ""they"" is typically used to refer to a group of people. In the context of the sentence, ""Folks"" is a group of people who are reacting to the government's actions. Therefore, ""they"" most likely refers to ""Folks.""",1,0
147,A chicken was peckin' at a bug and it scurried off.,it,"0: A chicken, 1: a bug, 2: Neither","The pronoun ""it"" in the sentence ""A chicken was peckin' at a bug and it scurried off"" refers to the entity that scurried off. Typically, bugs are known to scurry, whereas chickens are not. Therefore, the pronoun ""it"" most likely refers to ""a bug.""",1,1
148,The Playstation's beating the Xbox'cause it keeps breaking down.,it,"0: The Playstation, 1: the Xbox, 2: Neither","The pronoun ""it"" in the sentence ""The Playstation's beating the Xbox 'cause it keeps breaking down"" refers to the subject that is experiencing the action of breaking down. The sentence implies that the Xbox is the one that keeps breaking down, which is why the Playstation is beating it. Therefore, ""it"" refers to the Xbox.",1,1
149,"Bonnie's still kinda freaked about getting jumped by Ashley, but she's super thankful to Stefan for saving her life.",she,"0: Bonnie, 1: Ashley, 2: Neither","The pronoun ""she"" in the sentence ""but she's super thankful to Stefan for saving her life"" refers to the person who is thankful to Stefan. Since the sentence starts with ""Bonnie's still kinda freaked about getting jumped by Ashley,"" it indicates that Bonnie is the one who was saved by Stefan and is therefore thankful. Thus, ""she"" refers to Bonnie.",0,0
150,The violin got knocked off the table'cause someone bumped into it.,it,"0: The violin, 1: the table, 2: Neither","The pronoun ""it"" in the sentence ""The violin got knocked off the table 'cause someone bumped into it"" refers to the object that was knocked off. In this context, the object that was knocked off is the violin. Therefore, ""it"" refers to ""the violin.""",0,0
