model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,original_micro_f1,modified_micro_f1,micro_f1_pct_change,weighted_delta,p_value,significance
BERT,grammatical_role,54.76782588228372,51.741875928622925,-5.525050346465598,"{'micro_f1': 62.97709923664122, 'ORGANIZATION': {'f1': 0.49122807017543857, 'support': 56}, 'LOCATION': {'f1': 0.8022598870056499, 'support': 83}, 'PERSON': {'f1': 0.6055045871559632, 'support': 53}, 'BUILDING': {'f1': 0.4615384615384615, 'support': 5}, 'EVENT': {'f1': 0.26666666666666666, 'support': 7}, 'PRODUCT': {'f1': 0.5, 'support': 19}, 'OTHER': {'f1': 0.5925925925925926, 'support': 12}, 'ART': {'f1': 0.6666666666666667, 'support': 13}, 'support': 248}","{'micro_f1': 61.74757281553397, 'ORGANIZATION': {'f1': 0.5299145299145298, 'support': 56}, 'LOCATION': {'f1': 0.7861271676300577, 'support': 83}, 'PERSON': {'f1': 0.5454545454545455, 'support': 53}, 'BUILDING': {'f1': 0.5454545454545454, 'support': 5}, 'EVENT': {'f1': 0.3333333333333333, 'support': 7}, 'PRODUCT': {'f1': 0.42105263157894735, 'support': 19}, 'OTHER': {'f1': 0.5217391304347825, 'support': 7}, 'ART': {'f1': 0.7096774193548387, 'support': 13}, 'support': 243}",-1.9523389232127275,-2.630345579727994,0.0942289340405951,.
BERT,discourse,50.56536672248747,49.94020212673463,-1.23634937561881,"{'micro_f1': 61.618798955613585, 'PERSON': {'f1': 0.5242718446601942, 'support': 53}, 'PRODUCT': {'f1': 0.4799999999999999, 'support': 14}, 'LOCATION': {'f1': 0.7450980392156864, 'support': 46}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 7}, 'OTHER': {'f1': 0.5714285714285714, 'support': 27}, 'EVENT': {'f1': 0.6666666666666665, 'support': 10}, 'ORGANIZATION': {'f1': 0.6153846153846154, 'support': 32}, 'ART': {'f1': 0.5714285714285715, 'support': 2}, 'support': 191}","{'micro_f1': 61.458333333333336, 'PERSON': {'f1': 0.5242718446601942, 'support': 53}, 'PRODUCT': {'f1': 0.4799999999999999, 'support': 14}, 'LOCATION': {'f1': 0.7184466019417476, 'support': 46}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 7}, 'OTHER': {'f1': 0.6, 'support': 27}, 'EVENT': {'f1': 0.6666666666666665, 'support': 10}, 'ORGANIZATION': {'f1': 0.65625, 'support': 32}, 'ART': {'f1': 0.28571428571428575, 'support': 2}, 'support': 191}",-0.2604166666666752,-0.5325943363982945,0.6352893188352069,ns
BERT,punctuation,50.32284548097242,45.074005432132374,-10.430332384174667,"{'micro_f1': 63.888888888888886, 'ORGANIZATION': {'f1': 0.5585585585585585, 'support': 55}, 'LOCATION': {'f1': 0.7424242424242424, 'support': 61}, 'OTHER': {'f1': 0.6451612903225807, 'support': 29}, 'ART': {'f1': 0.8571428571428572, 'support': 10}, 'EVENT': {'f1': 0.5185185185185186, 'support': 13}, 'PERSON': {'f1': 0.6078431372549019, 'support': 51}, 'PRODUCT': {'f1': 0.5161290322580646, 'support': 17}, 'BUILDING': {'f1': 0.6666666666666665, 'support': 8}, 'support': 244}","{'micro_f1': 60.323886639676104, 'ORGANIZATION': {'f1': 0.5384615384615384, 'support': 56}, 'LOCATION': {'f1': 0.7384615384615385, 'support': 59}, 'OTHER': {'f1': 0.625, 'support': 30}, 'ART': {'f1': 0.8571428571428572, 'support': 10}, 'EVENT': {'f1': 0.42857142857142855, 'support': 14}, 'PERSON': {'f1': 0.536082474226804, 'support': 50}, 'PRODUCT': {'f1': 0.43749999999999994, 'support': 17}, 'BUILDING': {'f1': 0.5555555555555556, 'support': 8}, 'support': 244}",-5.580003520506963,-4.466146641767436,0.03296561901959133,*
BERT,concept_replacement,52.74118480519864,50.576833726988525,-4.103721003242953,"{'micro_f1': 62.33269598470363, 'ORGANIZATION': {'f1': 0.515625, 'support': 65}, 'LOCATION': {'f1': 0.7820512820512822, 'support': 73}, 'PERSON': {'f1': 0.6279069767441862, 'support': 42}, 'ART': {'f1': 0.6666666666666666, 'support': 14}, 'PRODUCT': {'f1': 0.6, 'support': 21}, 'OTHER': {'f1': 0.5454545454545454, 'support': 21}, 'EVENT': {'f1': 0.2105263157894737, 'support': 9}, 'BUILDING': {'f1': 0.5454545454545454, 'support': 5}, 'support': 250}","{'micro_f1': 60.42884990253411, 'ORGANIZATION': {'f1': 0.5245901639344263, 'support': 65}, 'LOCATION': {'f1': 0.7712418300653595, 'support': 72}, 'PERSON': {'f1': 0.5714285714285714, 'support': 42}, 'ART': {'f1': 0.631578947368421, 'support': 14}, 'OTHER': {'f1': 0.4680851063829788, 'support': 21}, 'PRODUCT': {'f1': 0.6, 'support': 21}, 'EVENT': {'f1': 0.2105263157894737, 'support': 9}, 'BUILDING': {'f1': 0.6, 'support': 5}, 'support': 249}",-3.0543297575909825,-1.8636684767375935,0.1786647779062851,ns
BERT,geographical_bias,48.83053221288514,57.41282407199363,17.575667251981837,"{'micro_f1': 44.776119402985074, 'ORGANIZATION': {'f1': 0.5399239543726236, 'support': 140}, 'EVENT': {'f1': 0.20253164556962025, 'support': 29}, 'ART': {'f1': 0.0, 'support': 0}, 'LOCATION': {'f1': 0.6666666666666666, 'support': 80}, 'PRODUCT': {'f1': 0.4482758620689655, 'support': 29}, 'PERSON': {'f1': 0.18390804597701146, 'support': 37}, 'OTHER': {'f1': 1.0, 'support': 4}, 'BUILDING': {'f1': 0.5, 'support': 10}, 'support': 329}","{'micro_f1': 52.75707898658718, 'ORGANIZATION': {'f1': 0.5700934579439253, 'support': 110}, 'LOCATION': {'f1': 0.6900584795321638, 'support': 90}, 'EVENT': {'f1': 0.6071428571428571, 'support': 27}, 'PRODUCT': {'f1': 0.2916666666666667, 'support': 25}, 'PERSON': {'f1': 0.6753246753246753, 'support': 39}, 'OTHER': {'f1': 0.26666666666666666, 'support': 12}, 'ART': {'f1': 0.0, 'support': 13}, 'BUILDING': {'f1': 0.3448275862068966, 'support': 20}, 'ENTITY': {'f1': 0.0, 'support': 1}, 'support': 337}",17.824143070044705,7.246421475260289,0.029220252828107397,*
BERT,length_bias,46.29757728063355,45.77675273007753,-1.1249499026677519,"{'micro_f1': 58.50622406639005, 'ART': {'f1': 0.5789473684210525, 'support': 13}, 'ORGANIZATION': {'f1': 0.5033112582781456, 'support': 74}, 'PERSON': {'f1': 0.6233766233766234, 'support': 42}, 'PRODUCT': {'f1': 0.5217391304347826, 'support': 23}, 'LOCATION': {'f1': 0.75, 'support': 58}, 'EVENT': {'f1': 0.25, 'support': 4}, 'OTHER': {'f1': 0.3, 'support': 10}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 6}, 'support': 230}","{'micro_f1': 60.75949367088608, 'ART': {'f1': 0.625, 'support': 13}, 'ORGANIZATION': {'f1': 0.5234899328859061, 'support': 73}, 'PERSON': {'f1': 0.5316455696202531, 'support': 42}, 'PRODUCT': {'f1': 0.5909090909090909, 'support': 23}, 'LOCATION': {'f1': 0.7716535433070866, 'support': 58}, 'EVENT': {'f1': 0.4444444444444445, 'support': 4}, 'OTHER': {'f1': 0.6, 'support': 10}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 6}, 'support': 229}",3.851333153784,-0.43373181747238837,0.6089296917943109,ns
BERT,coordinating_conjunction,64.3133869773214,62.16916962818601,-3.33401403644236,"{'micro_f1': 69.3409742120344, 'ORGANIZATION': {'f1': 0.5679012345679013, 'support': 42}, 'PERSON': {'f1': 0.6315789473684211, 'support': 29}, 'LOCATION': {'f1': 0.8104575163398693, 'support': 72}, 'PRODUCT': {'f1': 0.5, 'support': 12}, 'BUILDING': {'f1': 0.5, 'support': 4}, 'ART': {'f1': 0.5, 'support': 1}, 'EVENT': {'f1': 0.4000000000000001, 'support': 5}, 'OTHER': {'f1': 1.1666666666666667, 'support': 7}, 'support': 172}","{'micro_f1': 67.5, 'ORGANIZATION': {'f1': 0.5, 'support': 45}, 'PERSON': {'f1': 0.6451612903225806, 'support': 31}, 'LOCATION': {'f1': 0.8248587570621468, 'support': 85}, 'PRODUCT': {'f1': 0.4666666666666667, 'support': 15}, 'BUILDING': {'f1': 0.5, 'support': 4}, 'ART': {'f1': 0.33333333333333337, 'support': 1}, 'EVENT': {'f1': 0.3333333333333333, 'support': 6}, 'OTHER': {'f1': 1.0, 'support': 9}, 'ENTITY': {'f1': 0.0, 'support': 1}, 'support': 197}",-2.654958677685968,-1.9386955975694622,0.38076271382577975,ns
BERT,capitalization,59.16138028638027,45.30571457527979,-23.42011907773261,"{'micro_f1': 65.78947368421052, 'PRODUCT': {'f1': 0.6415094339622641, 'support': 25}, 'PERSON': {'f1': 0.6, 'support': 41}, 'OTHER': {'f1': 0.6428571428571428, 'support': 31}, 'ORGANIZATION': {'f1': 0.5576923076923077, 'support': 52}, 'LOCATION': {'f1': 0.8392857142857144, 'support': 55}, 'EVENT': {'f1': 0.9333333333333333, 'support': 8}, 'BUILDING': {'f1': 0.5882352941176471, 'support': 8}, 'ART': {'f1': 0.3157894736842105, 'support': 6}, 'support': 226}","{'micro_f1': 54.26695842450765, 'PRODUCT': {'f1': 0.5185185185185186, 'support': 24}, 'PERSON': {'f1': 0.4878048780487805, 'support': 42}, 'OTHER': {'f1': 0.5614035087719299, 'support': 30}, 'ORGANIZATION': {'f1': 0.4423076923076923, 'support': 51}, 'LOCATION': {'f1': 0.7884615384615384, 'support': 53}, 'EVENT': {'f1': 0.5882352941176471, 'support': 8}, 'BUILDING': {'f1': 0.26666666666666666, 'support': 8}, 'ART': {'f1': 0.25, 'support': 6}, 'support': 222}",-17.514223194748364,-12.276385141557542,2.282352901417853e-05,**
BERT,negation,53.332109067403174,50.97343120337773,-4.422622516286497,"{'micro_f1': 61.772853185595565, 'ORGANIZATION': {'f1': 0.49367088607594933, 'support': 85}, 'LOCATION': {'f1': 0.8032786885245901, 'support': 117}, 'PRODUCT': {'f1': 0.6086956521739131, 'support': 25}, 'ART': {'f1': 0.7000000000000001, 'support': 21}, 'PERSON': {'f1': 0.6075949367088608, 'support': 36}, 'BUILDING': {'f1': 0.5, 'support': 16}, 'OTHER': {'f1': 0.4415584415584416, 'support': 30}, 'EVENT': {'f1': 0.15384615384615385, 'support': 13}, 'support': 343}","{'micro_f1': 59.887005649717516, 'ORGANIZATION': {'f1': 0.46249999999999997, 'support': 82}, 'LOCATION': {'f1': 0.7896995708154507, 'support': 113}, 'PRODUCT': {'f1': 0.6086956521739131, 'support': 25}, 'PERSON': {'f1': 0.5, 'support': 36}, 'BUILDING': {'f1': 0.5185185185185186, 'support': 14}, 'OTHER': {'f1': 0.4938271604938271, 'support': 30}, 'ART': {'f1': 0.7272727272727273, 'support': 20}, 'EVENT': {'f1': 0.15384615384615385, 'support': 13}, 'support': 333}",-3.052874262116484,-2.0367050781629477,0.17391727356861886,ns
BERT,active_to_passive,49.45090635177782,49.40282074985663,-0.09723907096691327,"{'micro_f1': 59.63302752293579, 'ORGANIZATION': {'f1': 0.4705882352941176, 'support': 42}, 'LOCATION': {'f1': 0.7777777777777778, 'support': 41}, 'PERSON': {'f1': 0.591304347826087, 'support': 55}, 'ART': {'f1': 0.6153846153846153, 'support': 9}, 'PRODUCT': {'f1': 0.6285714285714287, 'support': 18}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 10}, 'OTHER': {'f1': 0.5116279069767442, 'support': 23}, 'EVENT': {'f1': 0.380952380952381, 'support': 11}, 'support': 209}","{'micro_f1': 61.97183098591549, 'ORGANIZATION': {'f1': 0.5348837209302325, 'support': 42}, 'LOCATION': {'f1': 0.7640449438202247, 'support': 41}, 'PERSON': {'f1': 0.6086956521739131, 'support': 55}, 'ART': {'f1': 0.7777777777777778, 'support': 9}, 'PRODUCT': {'f1': 0.5882352941176471, 'support': 17}, 'BUILDING': {'f1': 0.8000000000000002, 'support': 10}, 'OTHER': {'f1': 0.5116279069767442, 'support': 22}, 'EVENT': {'f1': 0.380952380952381, 'support': 11}, 'support': 207}",3.9219934994582615,-0.0407326944269758,0.7780896713918112,ns
BERT,sentiment,55.01963032450837,55.27726148714596,0.46825316912902937,"{'micro_f1': 64.27406199021208, 'ORGANIZATION': {'f1': 0.5641025641025641, 'support': 58}, 'LOCATION': {'f1': 0.7701149425287357, 'support': 83}, 'PERSON': {'f1': 0.6122448979591837, 'support': 71}, 'OTHER': {'f1': 0.5925925925925926, 'support': 31}, 'PRODUCT': {'f1': 0.5, 'support': 23}, 'BUILDING': {'f1': 0.6956521739130435, 'support': 10}, 'ART': {'f1': 0.6923076923076924, 'support': 12}, 'EVENT': {'f1': 0.5714285714285715, 'support': 15}, 'support': 303}","{'micro_f1': 64.14473684210526, 'ORGANIZATION': {'f1': 0.5789473684210527, 'support': 58}, 'LOCATION': {'f1': 0.783625730994152, 'support': 83}, 'PERSON': {'f1': 0.589041095890411, 'support': 71}, 'OTHER': {'f1': 0.5862068965517241, 'support': 31}, 'PRODUCT': {'f1': 0.4888888888888889, 'support': 23}, 'BUILDING': {'f1': 0.7272727272727272, 'support': 10}, 'ART': {'f1': 0.6666666666666666, 'support': 12}, 'EVENT': {'f1': 0.5714285714285715, 'support': 15}, 'support': 303}",-0.2012089233235478,0.22420579520548253,0.7215797250891103,ns
BERT,typo_bias,48.54447385260079,44.692172086303074,-7.935613388240123,"{'micro_f1': 60.311284046692606, 'EVENT': {'f1': 0.45161290322580644, 'support': 16}, 'LOCATION': {'f1': 0.7480916030534351, 'support': 57}, 'PERSON': {'f1': 0.6095238095238094, 'support': 49}, 'ORGANIZATION': {'f1': 0.4672897196261682, 'support': 56}, 'BUILDING': {'f1': 0.631578947368421, 'support': 9}, 'ART': {'f1': 0.5806451612903226, 'support': 12}, 'PRODUCT': {'f1': 0.5833333333333334, 'support': 13}, 'OTHER': {'f1': 0.6060606060606061, 'support': 32}, 'support': 244}","{'micro_f1': 56.704980842911866, 'EVENT': {'f1': 0.38709677419354843, 'support': 16}, 'LOCATION': {'f1': 0.6666666666666666, 'support': 57}, 'PERSON': {'f1': 0.6037735849056604, 'support': 52}, 'ORGANIZATION': {'f1': 0.46846846846846846, 'support': 57}, 'BUILDING': {'f1': 0.631578947368421, 'support': 9}, 'ART': {'f1': 0.5454545454545454, 'support': 12}, 'PRODUCT': {'f1': 0.608695652173913, 'support': 13}, 'OTHER': {'f1': 0.5428571428571428, 'support': 33}, 'support': 249}",-5.9794833765912925,-3.2477596617334727,0.06035519656768666,.
BERT,singlish,52.09759620145649,38.685106934187814,-25.744929219774065,"{'micro_f1': 63.28600405679513, 'ART': {'f1': 0.64, 'support': 9}, 'PERSON': {'f1': 0.6407766990291262, 'support': 49}, 'ORGANIZATION': {'f1': 0.576, 'support': 64}, 'BUILDING': {'f1': 0.5714285714285714, 'support': 7}, 'LOCATION': {'f1': 0.7969924812030076, 'support': 61}, 'PRODUCT': {'f1': 0.4375, 'support': 16}, 'OTHER': {'f1': 0.55, 'support': 18}, 'EVENT': {'f1': 0.380952380952381, 'support': 10}, 'support': 234}","{'micro_f1': 53.13807531380753, 'ART': {'f1': 0.6, 'support': 9}, 'PERSON': {'f1': 0.4, 'support': 49}, 'ORGANIZATION': {'f1': 0.6341463414634146, 'support': 64}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 7}, 'LOCATION': {'f1': 0.6865671641791045, 'support': 61}, 'PRODUCT': {'f1': 0.26666666666666666, 'support': 16}, 'OTHER': {'f1': 0.2380952380952381, 'support': 17}, 'EVENT': {'f1': 0.3529411764705882, 'support': 10}, 'support': 233}",-16.035028430425914,-11.513399388874893,7.432680307986015e-05,**
BERT,temporal_bias,53.55547741779157,47.79726737386724,-10.751860167362459,"{'micro_f1': 63.114754098360656, 'PERSON': {'f1': 0.5909090909090908, 'support': 43}, 'OTHER': {'f1': 0.6086956521739131, 'support': 25}, 'LOCATION': {'f1': 0.7969924812030075, 'support': 64}, 'PRODUCT': {'f1': 0.5405405405405405, 'support': 19}, 'ORGANIZATION': {'f1': 0.5123966942148761, 'support': 59}, 'ART': {'f1': 0.5, 'support': 9}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 5}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'support': 238}","{'micro_f1': 57.72357723577236, 'PERSON': {'f1': 0.4186046511627907, 'support': 43}, 'OTHER': {'f1': 0.5490196078431373, 'support': 25}, 'LOCATION': {'f1': 0.7761194029850748, 'support': 64}, 'ART': {'f1': 0.4800000000000001, 'support': 9}, 'PRODUCT': {'f1': 0.41025641025641024, 'support': 19}, 'ORGANIZATION': {'f1': 0.5254237288135594, 'support': 59}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 5}, 'EVENT': {'f1': 0.6666666666666666, 'support': 14}, 'support': 238}",-8.541864639425611,-4.977407976547869,0.005633208699242514,**
BERT,compound_word,49.675690656412804,49.37260736679341,-0.6101239572403774,"{'micro_f1': 61.82669789227167, 'ORGANIZATION': {'f1': 0.5233644859813084, 'support': 53}, 'LOCATION': {'f1': 0.7642276422764227, 'support': 58}, 'PRODUCT': {'f1': 0.42857142857142855, 'support': 14}, 'OTHER': {'f1': 0.6956521739130435, 'support': 12}, 'PERSON': {'f1': 0.5783132530120483, 'support': 42}, 'BUILDING': {'f1': 0.6666666666666665, 'support': 8}, 'ART': {'f1': 0.5185185185185185, 'support': 10}, 'EVENT': {'f1': 0.6666666666666665, 'support': 10}, 'support': 207}","{'micro_f1': 61.82669789227167, 'ORGANIZATION': {'f1': 0.5420560747663552, 'support': 53}, 'LOCATION': {'f1': 0.7903225806451614, 'support': 58}, 'PRODUCT': {'f1': 0.42857142857142855, 'support': 14}, 'OTHER': {'f1': 0.6666666666666666, 'support': 12}, 'PERSON': {'f1': 0.5432098765432098, 'support': 42}, 'BUILDING': {'f1': 0.6666666666666665, 'support': 8}, 'ART': {'f1': 0.4444444444444445, 'support': 10}, 'EVENT': {'f1': 0.6666666666666665, 'support': 10}, 'support': 207}",0.0,-0.2570364385544929,0.7670968684102772,ns
T5,casual,46.90590588549771,38.57820184350797,-17.75406291548563,"{'micro_f1': 50.854700854700866, 'ART': {'f1': 0.36363636363636365, 'support': 4}, 'LOCATION': {'f1': 0.48739495798319327, 'support': 61}, 'NATIONALITY': {'f1': 0.0, 'support': 12}, 'BUILDING': {'f1': 0.4, 'support': 7}, 'PERSON': {'f1': 0.6915887850467289, 'support': 55}, 'ORGANIZATION': {'f1': 0.45714285714285713, 'support': 61}, 'OTHER': {'f1': 0.5599999999999999, 'support': 27}, 'EVENT': {'f1': 0.4242424242424242, 'support': 20}, 'WORK_OF_ART': {'f1': 0.0, 'support': 3}, 'PRODUCT': {'f1': 0.4705882352941177, 'support': 11}, 'OR': {'f1': 0.0, 'support': 0}, 'support': 261}","{'micro_f1': 41.90064794816414, 'ART': {'f1': 0.2, 'support': 4}, 'LOCATION': {'f1': 0.3652173913043478, 'support': 61}, 'NATIONALITY': {'f1': 0.0, 'support': 11}, 'BUILDING': {'f1': 0.18181818181818182, 'support': 7}, 'PERSON': {'f1': 0.5523809523809523, 'support': 55}, 'ORGANIZATION': {'f1': 0.36538461538461536, 'support': 62}, 'EVENT': {'f1': 0.4848484848484849, 'support': 20}, 'OTHER': {'f1': 0.6037735849056604, 'support': 31}, 'WORK_OF_ART': {'f1': 0.0, 'support': 3}, 'PRODUCT': {'f1': 0.23529411764705885, 'support': 11}, 'PRODU': {'f1': 0.0, 'support': 0}, 'support': 265}",-17.607129244786496,-6.958744119307344,0.006330933939576816,**
T5,dialectal,52.44368393209748,48.048211608817674,-8.381318766566688,"{'micro_f1': 64.38356164383562, 'LOCATION': {'f1': 0.6168224299065421, 'support': 47}, 'PERSON': {'f1': 0.7722772277227722, 'support': 56}, 'ORGANIZATION': {'f1': 0.594059405940594, 'support': 54}, 'OTHER': {'f1': 0.7500000000000001, 'support': 21}, 'PRODUCT': {'f1': 0.35294117647058826, 'support': 17}, 'BUILDING': {'f1': 0.7499999999999999, 'support': 6}, 'ART': {'f1': 0.6666666666666667, 'support': 15}, 'EVENT': {'f1': 0.5333333333333333, 'support': 8}, 'support': 224}","{'micro_f1': 59.4847775175644, 'LOCATION': {'f1': 0.64, 'support': 47}, 'PERSON': {'f1': 0.7307692307692307, 'support': 56}, 'ORGANIZATION': {'f1': 0.5957446808510639, 'support': 54}, 'OTHER': {'f1': 0.6500000000000001, 'support': 21}, 'ART': {'f1': 0.5, 'support': 7}, 'PRODUCT': {'f1': 0.26666666666666666, 'support': 16}, 'BUILDING': {'f1': 0.7499999999999999, 'support': 6}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, ""'OTHER"": {'f1': 0.0, 'support': 2}, ""'ART"": {'f1': 0.0, 'support': 8}, 'EVENT': {'f1': 0.26666666666666666, 'support': 8}, 'support': 227}",-7.608749813144655,-3.7794319134828758,0.007179379528820186,**
T5,derivation,57.400690623197015,58.56931266138427,2.035902400301405,"{'micro_f1': 67.45562130177514, 'LOCATION': {'f1': 0.7207207207207207, 'support': 51}, 'BUILDING': {'f1': 0.4000000000000001, 'support': 5}, 'PERSON': {'f1': 0.9354838709677419, 'support': 30}, 'ORGANIZATION': {'f1': 0.5542168674698795, 'support': 44}, 'EVENT': {'f1': 0.5185185185185186, 'support': 15}, 'OTHER': {'f1': 0.9, 'support': 11}, 'ART': {'f1': 0.5, 'support': 4}, 'PRODUCT': {'f1': 0.23529411764705882, 'support': 10}, 'support': 170}","{'micro_f1': 66.66666666666666, 'LOCATION': {'f1': 0.6851851851851852, 'support': 47}, 'BUILDING': {'f1': 0.6, 'support': 5}, 'PERSON': {'f1': 0.9354838709677419, 'support': 30}, 'ORGANIZATION': {'f1': 0.5641025641025642, 'support': 42}, 'EVENT': {'f1': 0.6153846153846153, 'support': 15}, 'OTHER': {'f1': 0.7999999999999999, 'support': 11}, 'ART': {'f1': 0.5, 'support': 4}, 'PRODUCT': {'f1': 0.23529411764705882, 'support': 10}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'LOCATIONAN': {'f1': 0.0, 'support': 1}, 'LOCATION-NATIVE': {'f1': 0.0, 'support': 1}, 'support': 168}",-1.1695906432748546,1.0277546535414852,0.8993771840759466,ns
T5,grammatical_role,58.18466634554516,57.37660599106382,-1.3887857492942546,"{'micro_f1': 62.985685071574636, 'ORGANIZATION': {'f1': 0.5154639175257731, 'support': 54}, 'LOCATION': {'f1': 0.7027027027027027, 'support': 81}, 'PERSON': {'f1': 0.7959183673469387, 'support': 53}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'BUILDING': {'f1': 0.4615384615384615, 'support': 5}, 'EVENT': {'f1': 0.28571428571428575, 'support': 8}, 'PRODUCT': {'f1': 0.35294117647058826, 'support': 19}, 'OTHER': {'f1': 0.6666666666666666, 'support': 12}, 'ART': {'f1': 0.5714285714285714, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 248}","{'micro_f1': 63.33333333333334, 'ORGANIZATION': {'f1': 0.6078431372549019, 'support': 55}, 'LOCATION': {'f1': 0.7403314917127072, 'support': 80}, 'PERSON': {'f1': 0.7291666666666667, 'support': 53}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'BUILDING': {'f1': 0.3333333333333333, 'support': 5}, 'EVENT': {'f1': 0.28571428571428575, 'support': 8}, 'PRODUCT': {'f1': 0.3125, 'support': 19}, 'OTHER': {'f1': 0.4210526315789474, 'support': 7}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'ART': {'f1': 0.6, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 244}",0.5519480519480765,-0.7130359105421997,0.8588235678289359,ns
T5,discourse,61.018101814670445,59.858706108706116,-1.90008484610968,"{'micro_f1': 67.75956284153006, 'PERSON': {'f1': 0.7956989247311829, 'support': 53}, 'PRODUCT': {'f1': 0.5, 'support': 14}, 'LOCATION': {'f1': 0.6407766990291263, 'support': 45}, 'BUILDING': {'f1': 0.6153846153846153, 'support': 7}, 'OTHER': {'f1': 0.6666666666666667, 'support': 27}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ORGANIZATION': {'f1': 0.6333333333333333, 'support': 31}, 'ART': {'f1': 0.5, 'support': 2}, 'support': 189}","{'micro_f1': 65.54621848739495, 'PERSON': {'f1': 0.7446808510638298, 'support': 53}, 'PRODUCT': {'f1': 0.5, 'support': 14}, 'LOCATION': {'f1': 0.6391752577319588, 'support': 45}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 7}, 'OTHER': {'f1': 0.72, 'support': 27}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ORGANIZATION': {'f1': 0.5, 'support': 31}, 'ART': {'f1': 0.5, 'support': 2}, 'support': 189}",-3.266467877473579,-1.0350265710597055,0.19877824239117214,ns
T5,punctuation,53.9523639758934,51.7659281894576,-4.052530093792978,"{'micro_f1': 64.11889596602971, 'LOCATION': {'f1': 0.6046511627906976, 'support': 60}, 'ORGANIZATION': {'f1': 0.5961538461538463, 'support': 56}, 'OTHER': {'f1': 0.6415094339622641, 'support': 30}, 'EVENT': {'f1': 0.6153846153846153, 'support': 14}, 'PERSON': {'f1': 0.8247422680412372, 'support': 51}, 'PRODUCT': {'f1': 0.41379310344827586, 'support': 17}, 'ART': {'f1': 0.625, 'support': 10}, 'BUILDING': {'f1': 0.5882352941176471, 'support': 8}, 'support': 246}","{'micro_f1': 60.21505376344085, 'LOCATION': {'f1': 0.5826771653543308, 'support': 58}, 'ORGANIZATION': {'f1': 0.54, 'support': 56}, 'OTHER': {'f1': 0.5660377358490566, 'support': 30}, 'ART': {'f1': 0.588235294117647, 'support': 10}, 'EVENT': {'f1': 0.5925925925925927, 'support': 14}, 'PERSON': {'f1': 0.8085106382978724, 'support': 50}, 'PRODUCT': {'f1': 0.3448275862068966, 'support': 17}, 'BUILDING': {'f1': 0.625, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENTTO': {'f1': 0.0, 'support': 1}, 'support': 245}",-6.088442640461438,-1.8934648463105461,0.017537041038117054,*
T5,concept_replacement,54.01863419164458,53.27003676830667,-1.3858133115363052,"{'micro_f1': 62.37424547283702, 'ORGANIZATION': {'f1': 0.5625, 'support': 65}, 'LOCATION': {'f1': 0.6538461538461539, 'support': 71}, 'PERSON': {'f1': 0.775, 'support': 42}, 'ART': {'f1': 0.5217391304347826, 'support': 14}, 'PRODUCT': {'f1': 0.5263157894736842, 'support': 21}, 'OTHER': {'f1': 0.5853658536585366, 'support': 21}, 'EVENT': {'f1': 0.5263157894736842, 'support': 11}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 5}, 'support': 250}","{'micro_f1': 61.03092783505154, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'ORGANIZATION': {'f1': 0.5528455284552846, 'support': 65}, 'LOCATION': {'f1': 0.6621621621621622, 'support': 69}, 'PERSON': {'f1': 0.7848101265822786, 'support': 42}, 'ART': {'f1': 0.43478260869565216, 'support': 14}, 'PRODUCT': {'f1': 0.5263157894736842, 'support': 21}, 'OTHER': {'f1': 0.4878048780487805, 'support': 21}, 'EVENT': {'f1': 0.5263157894736842, 'support': 11}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 5}, 'support': 249}",-2.153641503159294,-0.6484888371203704,0.29537517249446077,ns
