original_dialog,modified_dialog,modified_label,modified_pred,original_pred
"agent 0: i could eat pasta everyday, and i love chicken too
agent 1: cool! what do you do for a living again?
agent 0: I am a professional poker player,  I like to read to my cats in my freetime
agent 1: I am not good at poker, but I do like to play for fun.
agent 0: I like to use my poker winnings to buy tuna.  It's my favorite food.
agent 1: That's interesting! I wish I could have tuna, but I'm allergic. What else do you buy?
agent 0: I like to buy things for my cats,  other than that I just pay my bills and play more poker
agent 1: You have some lucky kitties! Have cat food prices gone up? Dog food prices are ridiculous!
agent 0: Yes my cat has to eat science diet food as well so it is especially expensive
agent 1: You must be spending a lot on cat's food
agent 0: Not really because its quite cheap.","agent 0: i could eat pasta everyday , and i love chicken too
agent 1: cool ! what do you do for a living again ?
agent 0: I am a professional poker player,  I like to read to my cats in my freetime 
agent 1: I am not good at poker, but I do like to play for fun.
agent 0: I like to use my poker winnings to buy tuna.  It's my favorite food.
agent 1: That's interesting! I wish I could have tuna, but I'm allergic. What else do you buy?
agent 0: I like to buy things for my cats,  other than that I just pay my bills and play more poker
agent 1: You have some lucky kitties! Have cat food prices gone up? Dog food prices are ridiculous!
agent 0: Yes my cat has to eat science diet food as well so it is especially expensive
agent 1: You must be spending a lot on cat's food
agent 0: Not reallly because its quite cheap.",1,1,1
"agent 0: Green is a beautiful color often seen in nature. Do you like the color green?
agent 1: The reaosn we associate green with money is because green was associated with bankers in the Middle Ages.  It was the color of the banker class.
agent 0: I never heard that before. Why was green associated with the banker class?
agent 1: Well it was mainly that they wanted to be close to nobility so they wanted an official color too, like Red was for the nobility
agent 0: That's very cool! What else can you share with me about the color green?
agent 1: It's obviously a color associated with Ireland.  They do love their green.
agent 0: I always wear my green on St. Patrick's Day! lol
agent 1: I wear red, but Red isn't associated with any class in Ireland.","agent 0: Green is a beautiful color often seen in nature. Do you like the color green?
agent 1: The reaosn we associate green with money is because green was associated with bankers in the Middle Ages.  It was the color of the banker class.
agent 0: I never heard that before. Why was green associated with the banker class?
agent 1: Well it was mainly that they wanted to be close to nobility so they wanted an official color too, like Red was for the nobility
agent 0: That's very cool! What else can you share with me about the color green?
agent 1: It's obviously a color associated with Ireland.  They do love their green.
agent 0: I always wear my green on St. Patrick's Day! lol
agent 1: I wear reed, but Red isn't associated with any class in Ireland.",1,1,1
"agent 0: It makes me think of the good old days when I was a kid when I listen to the music in my aunts car
agent 1: What does? Were you in a car ride with your aunt?
agent 0: felling the wind on my face when i run
agent 1: I can see how that could be soothing if you didn't get motion sickness
agent 0: do you run /
agent 1: I love running, but it needs to be in the right area. You?
agent 0: it's my enjoyment, my stress reliever.
agent 1: That is a great stress reliever. How far do you normally run?
agent 0: bout 4 miles easy, i like to run when its cool and windy
agent 1: Wow. I only make it about a mile, mile and a half.  When I have time.
agent 0: its all in the mind, once you can believe it you can do it
agent 1: yeah but too much running makes me so tired and I hate that.
agent 0: I like to run when its very warm to get sweaty.","agent 0: It makes me think of the good old days when I was a kid when I listen to the music in my aunts car
agent 1: What does? Were you in a car ride with your aunt?
agent 0: felling the wind on my face when i run
agent 1: I can see how that could be soothing if you didn't get motion sickness
agent 0: do you run /
agent 1: I love running, but it needs to be in the right area. You?
agent 0: it's my enjoyment , my stress reliever. 
agent 1: That is a great stress reliever. How far do you normally run?
agent 0: bout 4 miles easy, i like to run when its cool and windy
agent 1: Wow. I only make it about a mile, mile and a half.  When I have time.
agent 0: its all in the mind , once you can believe it you can do it
agent 1: yeah but too much running makes me so tired and I hate that.
agent 0: I like to run when its verry warm to get sweaty.",1,1,1
"agent 0: Hi, my wife is from Ireland, the island in the North Atlantic!
agent 1: Oh, nice. I have always wanted to go there! It has an amazing history, doesn't it?
agent 0: It is the second largest island in the British Isles, which means it has always attracted  a lot of attention!
agent 1: Yes, it's a prominent place with a lot of really cool people in the United States who have Irish heritage as well.
agent 0: I agree, unfortunately the population of Ireland was about 6.6 million and it has since grown.
agent 1: Wow, that's a lot more people than I thought were there. What are some of the largest cities in Ireland?
agent 0: Due to the fact that the island has lush vegetation, there are not many big cities aside from Dublin!
agent 1: Oh yes, it is very green there, isn't it! Is Belfast a pretty big city?
agent 0: Yes you're right. In fact thick woodlands cover many areas of Belfast.
agent 1: I heard China had lots of greenery nowadays!
agent 0: Yeah, my wife is from China, but she disagrees though.","agent 0: Hi, my wife is from Ireland, the island in the North Atlantic!
agent 1: Oh, nice. I have always wanted to go there! It has an amazing history, doesn't it?
agent 0: It is the second largest island in the British Isles, which means it has always attracted  a lot of attention!
agent 1: Yes, it's a prominent place with a lot of really cool people in the United States who have Irish heritage as well. 
agent 0: I agree, unfortunately the population of Ireland was about 6.6 million and it has since grown.
agent 1: Wow, that's a lot more people than I thought were there. What are some of the largest cities in Ireland?
agent 0: Due to the fact that the island has lush vegetation, there are not many big cities aside from Dublin!
agent 1: Oh yes, it is very green there, isn't it! Is Belfast a pretty big city?
agent 0: Yes you're right. In fact thick woodlands cover many areas of Belfast.
agent 1: I heard China had lots of greenery nowadays!
agent 0: Yeah, my wiffe is from China, but she disagrees though.",1,1,1
"agent 0: I was really lonely and depressed at one point,  and I had a dinner date with a potato I put googly eyes on.
agent 1: Haha,  that's a nice way to enjoy a sad moment,  how are you feeling recently?
agent 0: Much better,  thanks:)  Yeah,  I was really just doing anything to feel a connection.","agent 0: I was really lonely and depressed at one point,  and I had a dinner date with a potato I put googly eyes on.
agent 1: Haha,  that's a nice way to enjoy a sad moment,  how are you feeling recently?
agent 0: Much better,  thanks:)  Yeah,  I was really just doing anything to feel a connetcion.",0,0,0
"agent 0: When my wife and I had to move for her to go to school,  we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.
agent 1: You must be so thankful!
agent 0: We are.  They've helped a lot during my life,  but this might have been the biggest one.","agent 0: When my wife and I had to move for her to go to school,  we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.
agent 1: You must be so thankful!
agent 0: We are.  They've helped a lot during my life,  but this might have been the bigegst one.",0,0,0
"agent 0: Oh really? what kind of effects does it have? I am all for benefits!
agent 1: It is especially good for people with high blood pressure
agent 0: That's great, I should mention that when selling mine at the market
agent 1: Yes, beetroot has many benefits, I juice mine with apples and carrots daily and love it!
agent 0: That sounds really good. Do you ever add any spices or anything?
agent 1: Not really mostly lemons, kale or greens of some kind.
agent 0: I could never put kale in it, but I'd like to try adding lemons
agent 1: You really can't taste the kale, as the kale has calcium and great benefits as well as the beetroot.
agent 0: No kale for me, but if you enjoy it that's great!
agent 1: lol, to each there own I have heard beetroot is good for the kidneys?
agent 0: Yeah, probably helps circulation quite a bit.","agent 0: Oh really? what kind of effects does it have? I am all for benefits!
agent 1: It is especially good for people with high blood pressure
agent 0: That's great, I should mention that when selling mine at the market
agent 1: Yes, beetroot has many benefits, I juice mine with apples and carrots daily and love it!
agent 0: That sounds really good. Do you ever add any spices or anything?
agent 1: Not really mostly lemons, kale or greens of some kind.
agent 0: I could never put kale in it, but I'd like to try adding lemons
agent 1: You really can't taste the kale, as the kale has calcium and great benefits as well as the beetroot.
agent 0: No kale for me, but if you enjoy it that's great!
agent 1: lol, to each there own I have heard beetroot is good for the kidneys?
agent 0: Yeah, probably helps circualtion quite a bit.",0,0,0
"agent 0: hi
agent 1: You should read the instructions before you start.. You need to work off the prompts.. But hello,
agent 0: ughhhh i was proud that i graduated but i don't do anything with my degree
agent 1: Well you should be proud of graduating.  Why didn't you do anything with your degree?
agent 0: Because whenever I get an interview they always say ""we decided to move forward with someone else"". It's too much work to keep going to those stupid interviews anyways.
agent 1: Well you will never get in if you don't keep trying?  What are you doing instead?
agent 0: Just watching Shark Tank. They have it so easy. I just have to think of something that'll sell and then I'll never have to work!
agent 1: Well that seems like a lot of work and a little risky but I am sure you can think of a good idea
agent 0: I know right? It's why I can't think of anything. I wish that I was more imaginative and could think of something. What do you watch?
agent 1: well I like Naked and afraid but I would never do the show.  I have problems with interviews too when they see my hair
agent 0: OMG that's so much work. And what's wrong with your hair? I bet you have nicer hair than me though
agent 1: Really?  My hair is blue and orange right now","agent 0: hi
agent 1: You should read the instructions before you start.. You need to work off the prompts.. But hello,
agent 0: ughhhh i was proud that i graduated but i don't do anything with my degree
agent 1: Well you should be proud of graduating.  Why didn't you do anything with your degree?
agent 0: Because whenever I get an interview they always say ""we decided to move forward with someone else"". It's too much work to keep going to those stupid interviews anyways. 
agent 1: Well you will never get in if you don't keep trying?  What are you doing instead?
agent 0: Just watching Shark Tank. They have it so easy. I just have to think of something that'll sell and then I'll never have to work! 
agent 1: Well that seems like a lot of work and a little risky but I am sure you can think of a good idea
agent 0: I know right? It's why I can't think of anything. I wish that I was more imaginative and could think of something. What do you watch? 
agent 1: well I like Naked and afraid but I would never do the show.  I have problems with interviews too when they see my hair
agent 0: OMG that's so much work. And what's wrong with your hair? I bet you have nicer hair than me though 
agent 1: Really?  My hair is blue and ornage right now",0,0,0
"agent 0: My mom met Elvis. She said he was very nice. He was a singer and actor back in the day.
agent 1: That sounds like an awesome experience. I wish I could have met the ""King of Rock and Roll.""
agent 0: Yeah I have listened to his music. Heartbreak Hotel was a number one hit in the US.
agent 1: That's actually one of my favorite songs by him. If I had to choose it would be that or Jailhouse Rock.
agent 0: That was a very popular song. He didn't write it though, but then again most artists don't.
agent 1: That's true, but it's so catchy. I think he also toured with Johnny Cash and Jerry Lee Lewis. Those are my brother's favorite musicians.
agent 0: Oh that's cool, that would have been fun to see. Elvis grew up in Memphis from the age of 13, have you been there?","agent 0: My mom met Elvis. She said he was very nice. He was a singer and actor back in the day.
agent 1: That sounds like an awesome experience. I wish I could have met the ""King of Rock and Roll.""
agent 0: Yeah I have listened to his music. Heartbreak Hotel was a number one hit in the US.
agent 1: That's actually one of my favorite songs by him. If I had to choose it would be that or Jailhouse Rock.
agent 0: That was a very popular song. He didn't write it though, but then again most artists don't.
agent 1: That's true, but it's so catchy. I think he also toured with Johnny Cash and Jerry Lee Lewis. Those are my brother's favorite musicians.
agent 0: Oh that's cool, that would have been fun to see. Elvis grew up in Mmephis from the age of 13, have you been there?",0,1,0
"agent 0: This has been a great week! Well actually a great year for my family.
agent 1: I am glad for you. I hope it continues
agent 0: Thank you,  my husband got two great job offers!","agent 0: This has been a great week! Well actually a great year for my family.
agent 1: I am glad for you. I hope it continues
agent 0: Thank you,  my husband got two gerat job offers!",0,0,0
"agent 0: A guy cut us off in the car today and almost made us get in a car accident.
agent 1: Did you follow him home and confront him?
agent 0: Oh no! I dont care for road rage. I am just glad we were safe!
agent 1: good! glad you all are safe. so whats your hobbies now?
agent 0: I love to ride horses!
agent 1: i used to ride horses, but i have not in a while!
agent 0: It is such a fun experience. I would like to own one of my own one day.
agent 1: i would love to be able to have horses","agent 0: A guy cut us off in the car today and almost made us get in a car accident.
agent 1: Did you follow him home and confront him?
agent 0: Oh no! I dont care for road rage. I am just glad we were safe!
agent 1: good ! glad you all are safe . so whats your hobbies now ?
agent 0: I love to ride horses!
agent 1: i used to ride horses , but i have not in a while !
agent 0: It is such a fun experience. I would like to own one of my own one day.
agent 1: i would love to be able to ahve horses",0,0,0
"agent 0: Bought two pairs of shoes recently.
agent 1: What brand are they?
agent 0: Yeezy's,  the worst part is the second pair of shoes were both right footed.","agent 0: Bought two pairs of shoes recently.
agent 1: What brand are they?
agent 0: Yeezy's, the wrost part is the second pair of shoes were both right footed.",0,0,0
"agent 0: do you nap often then
agent 1: i do. i have to get up early to catch my bus to school.
agent 0: I have to get up early too, I wish I had time to nap.
agent 1: Exactly. It is often a time where you can get work done or just rest.
agent 0: Yes for sure! What are you taking in school?
agent 1: Well I'm in high school so I'm just taking the normal required classes in order to graduate.
agent 0: Oh that makes sense, what's your favorite class? I always liked Biology.
agent 1: I really liked chemistry because it allowed me to really try and understand life at a small level.
agent 0: I never actually took chemistry, but that is very interesting to know. Are you graduating this year?
agent 1: Yes, I will be graduating in May.
agent 0: Oh that's fantastic! What are your plans after graduation?","agent 0: do you nap often then
agent 1: i do . i have to get up early to catch my bus to school .
agent 0: I have to get up early too, I wish I had time to nap.
agent 1: Exactly. It is often a time where you can get work done or just rest.
agent 0: Yes for sure! What are you taking in school?
agent 1: Well I'm in high school so I'm just taking the normal required classes in order to graduate.
agent 0: Oh that makes sense, what's your favorite class? I always liked Biology.
agent 1: I really liked chemistry because it allowed me to really try and understand life at a small level.
agent 0: I never actually took chemistry, but that is very interesting to know. Are you graduating this year?
agent 1: Yes, I will be graduating in May.
agent 0: Oh that's fanatstic! What are your plans after graduation?",0,0,0
"agent 0: i am doing reasonably well. how about you?
agent 1: i'm good do you have shoes
agent 0: I do
agent 1: That's excellent, what's your favorite, I have tons of favorites.
agent 0: Probably Nike tennis shoes.
agent 1: I love nike designs, their footwear is some of the most comfortable and stylish stuff I've ever worn.
agent 0: Indeed it is. The children at the school I teach at always love to see my new shoes.
agent 1: That's good. Speaking of good, do you like discovering new restaurants to eat at?
agent 0: mhm. I always try out a new restraunt once a month after work.
agent 1: I enjoy dining out as well. what is your favorite restaurant so far?","agent 0: i am doing reasonably well . how about you ?
agent 1: i'm good do you have shoes
agent 0: I do
agent 1: That's excellent, what's your favorite, I have tons of favorites.
agent 0: Probably Nike tennis shoes.
agent 1: I love nike designs, their footwear is some of the most comfortable and stylish stuff I've ever worn.
agent 0: Indeed it is. The children at the school I teach at always love to see my new shoes.
agent 1: That's good. Speaking of good, do you like discovering new restaurants to eat at? 
agent 0: mhm. I always try out a new restraunt once a month after work.
agent 1: I enjoy dining out as well. waht is your favorite restaurant so far?",0,0,0
"agent 0: Hey, are you into the NF:
agent 1: I do like American football, or gridiron football. It is fun to watch.
agent 0: Which teams are your favorite?
agent 1: I like the Colts because I'm originally from Indiana.
agent 0: Are you upset about Andrew Luck?
agent 1: Not too upset. My favorite player has always been Peyton Manning. He is one of the greatest quarterbacks of all time!
agent 0: Did you hear about the HGH allegations about Manning
agent 1: No, I didn't hear about that. It wouldn't matter to me much anyways, after 14 seasons with the Colts, he does no wrong in my eyes.","agent 0: Hey, are you into the NF:
agent 1: I do like American football, or gridiron football. It is fun to watch.
agent 0: Which teams are your favorite?
agent 1: I like the Colts because I'm originally from Indiana. 
agent 0: Are you upset about Andrew Luck?
agent 1: Not too upset. My favorite player has always been Peyton Manning. He is one of the greatest quarterbacks of all time!
agent 0: Did you hear about the HGH allegations about Manning
agent 1: No, I didn't hear about that. It wouldn't matter to me much anyways, after 14 seasons with the Clots, he does no wrong in my eyes.",0,0,0
"agent 0: I have a big exam for college coming up,  I have been studying day and night.
agent 1: What's the exam on?
agent 0: It is for my molecular biology class,  I feel pretty good that I am going to Ace it.","agent 0: I have a big exam for college coming up,  I have been studying day and night.
agent 1: What's the exam on?
agent 0: It is for my molecular biology class,  I feel pretyt good that I am going to Ace it.",0,0,0
"agent 0: I found huge box full of my old cd's recently,  found a ton of old pc games i used to play,  reminded me of a simpler time!
agent 1: Awesome! Did you play any of them after you found the box?
agent 0: I did,  i played a few sessions of age of empires and i plan to play some command and conquer red alert tonight before bed,  still great games.","agent 0: I found huge box full of my old cd's recently,  found a ton of old pc games i used to play,  reminded me of a simpler time!
agent 1: Awesome! Did you play any of them after you found the box?
agent 0: I did,  i played a few sessions of age of empires and i plan to play some command and conquer red alert tonihgt before bed,  still great games.",0,0,0
"agent 0: My wife has a big birthday coming up and I've got a great weekend all laid out for her.
agent 1: Oh how exciting!  What do you have planned?
agent 0: We are going to eat tonight. Then tomorrow we are having a big surprise party with her best friend. I even had a couple of her friends fly into town that she hasnt seen in years.
agent 1: I bet she is going to be so surprised!  Is she hard to surpise?","agent 0: My wife has a big birthday coming up and I've got a great weekend all laid out for her.
agent 1: Oh how exciting!  What do you have planned?
agent 0: We are going to eat tonight. Then tomorrow we are having a big surprise party with her best friend. I even had a couple of her friends fly into town that she hasnt seen in years.
agent 1: I bet she is going to be so surprised! Is she hard to suprise?",0,0,0
"agent 0: hello. how was your day
agent 1: hello! i'm well, how are you?
agent 0: i am currently watching football
agent 1: i am watching birds with my cat. what your favorite football team?
agent 0: what are you up to?
agent 1: i am dying my hair different colors
agent 0: what colors are you dying you re hair
agent 1: red, blue, green, and yellow. i am thinking purple too
agent 0: what is your favorite color
agent 1: i like rainbow colors, you?
agent 0: why is that your favorite
agent 1: i do not have one
agent 0: why do you not have one
agent 1: i just do not have one
agent 0: do you have any pets","agent 0: hello . how was your day
agent 1: hello ! i'm well , how are you ?
agent 0: i am currently watching football
agent 1: i am watching birds with my cat . what your favorite football team ?
agent 0: what are you up to ?
agent 1: i am dying my hair different colors
agent 0: what colors are you dying you re hair
agent 1: red , blue , green , and yellow . i am thinking purple too
agent 0: what is your favorite color
agent 1: i like rainbow colors , you ?
agent 0: why is that your favorite
agent 1: i do not have one
agent 0: why do you not have one
agent 1: i just do not have one
agent 0: do you ahve any pets",0,0,0
"agent 0: have you ever watched gymnastics? It's a sport that requires balance strength flexibility and agility.  I do not have that skill set haha
agent 1: Oh gosh, me either! But I love watching gymnastics during the Olympics. Those athletes are incredible!
agent 0: They are so good!! Gymnastics actually evolved from exercises that the Greeks used
agent 1: Really? The Greeks were flipping over bars 10 times rapidly for fun? I didn't know that!
agent 0: haha not bars no! But it actually came from them doing drills on mounting horses and circus performance!
agent 1: That's really interesting! I can see how modern gymnastics evolved over time.
agent 0: Yeah! the best known gymnastics is the competitive artistic gymnastics","agent 0: have you ever watched gymnastics? It's a sport that requires balance strength flexibility and agility.  I do not have that skill set haha
agent 1: Oh gosh, me either! But I love watching gymnastics during the Olympics. Those athletes are incredible!
agent 0: They are so good!! Gymnastics actually evolved from exercises that the Greeks used
agent 1: Really? The Greeks were flipping over bars 10 times rapidly for fun? I didn't know that!
agent 0: haha not bars no! But it actually came from them doing drills on mounting horses and circus performance!
agent 1: That's really interesting! I can see how modern gymnastics evolved over time. 
agent 0: Yeah! the best known gymnastics is the compettiive artistic gymnastics",0,0,0
"agent 0: I miss my dad. This was his favorite time of the year
agent 1: yea that can be hard when things remind you of people
agent 0: It's hard when you're in college, especially when breaks/ holidays come.
agent 1: It is. I have never been on an airplane so it's difficult to see my family who now live in other states during this time of year.
agent 0: Oh, you know planes are not that scary, you get used to it.
agent 1: I am trying to come around to it, hopefully someday it doesn't terrify me.
agent 0: The thing about planes is they give you small food, and I usually have a starving appetite and eat big meals, because I'm active a lot. Lol.
agent 1: That makes sense! especially longer trips!
agent 0: I'm sorry you don't get to visit family much. I like to video chat with family I can't see often.
agent 1: That's a great way to stay connected for sure! I should do that a little more often with my family!","agent 0: I miss my dad. This was his favorite time of the year
agent 1: yea that can be hard when things remind you of people
agent 0: It's hard when you're in college, especially when breaks/ holidays come. 
agent 1: It is. I have never been on an airplane so it's difficult to see my family who now live in other states during this time of year.
agent 0: Oh, you know planes are not that scary, you get used to it. 
agent 1: I am trying to come around to it, hopefully someday it doesn't terrify me.
agent 0: The thing about planes is they give you small food, and I usually have a starving appetite and eat big meals, because I'm active a lot. Lol.
agent 1: That makes sense! especially longer trips!
agent 0: I'm sorry you don't get to visit family much. I like to video chat with family I can't see often.
agent 1: That's a great way to stay conencted for sure! I should do that a little more often with my family!",0,0,0
"agent 0: i could eat pasta everyday, and i love chicken too
agent 1: cool! what do you do for a living again?
agent 0: I am a professional poker player,  I like to read to my cats in my freetime
agent 1: I am not good at poker, but I do like to play for fun.
agent 0: I like to use my poker winnings to buy tuna.  It's my favorite food.
agent 1: That's interesting! I wish I could have tuna, but I'm allergic. What else do you buy?
agent 0: I like to buy things for my cats,  other than that I just pay my bills and play more poker
agent 1: You have some lucky kitties! Have cat food prices gone up? Dog food prices are ridiculous!
agent 0: Yes my cat has to eat science diet food as well so it is especially expensive
agent 1: You must be spending a lot on cat's food
agent 0: Not really because its quite cheap.","agent 0: i could eat pasta everyday , and i love chicken too
agent 1: cool ! what do you do for a living again ?
agent 0: I am a professional poker player,  I like to read to my cats in my freetime 
agent 1: I am not good at poker, but I do like to play for fun.
agent 0: I like to use my poker winnings to buy tuna.  It's my favorite food.
agent 1: That's interesting! I wish I could have tuna, but I'm allergic. What else do you buy?
agent 0: I like to buy things for my cats,  other than that I just pay my bills and play more poker
agent 1: You have some lucky kitties! Have cat food prices gone up? Dog food prices are ridiculous!
agent 0: Yes my cat has to eat science diet food as well so it is especially expensive
agent 1: You must be spending a lot on cat's food
agent 0: Not raelly because its quite cheap.",1,1,1
"agent 0: what do you do for fun? i love long weekend hikes myself
agent 1: i go hunt for the best lobster.
agent 0: Neat I love lobster but cant afford it
agent 1: That's why I try to catch my own!  What do you do in your free time?
agent 0: In my free time I do a lot of reading
agent 1: Nice! Reading is so relaxing.
agent 0: yes.  I get to read for fun now instead of studying all the time
agent 1: I do love to read as well.  What did you study?
agent 0: Public Relations
agent 1: Thats cool. I went to school for computer science.
agent 0: Did you join any clubs while you were there?
agent 1: No, I had to focus on my degree. Did you join any clubs?
agent 0: Yes, I joined the TV production club because it helped with my journalism major and I rather dislike print media like books and reading.","agent 0: what do you do for fun ? i love long weekend hikes myself
agent 1: i go hunt for the best lobster .
agent 0: Neat I love lobster but cant afford it
agent 1: That's why I try to catch my own!  What do you do in your free time?
agent 0: In my free time I do a lot of reading
agent 1: Nice! Reading is so relaxing.
agent 0: yes.  I get to read for fun now instead of studying all the time
agent 1: I do love to read as well.  What did you study?
agent 0: Public Relations
agent 1: Thats cool. I went to school for computer science.
agent 0: Did you join any clubs while you were there?
agent 1: No, I had to focus on my degree. Did you join any clubs?
agent 0: Yes, I joined the TV production club because it helped with my journalism major and I rather dislike print media like books and raeding.",1,1,1
"agent 0: Genghis Khan was on of the greatest leaders of all time.
agent 1: He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.
agent 0: I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162
agent 1: Yes I did know that and he came to power by uniting the nomadic tribes of Northeast Asia.
agent 0: He would have never been able to take over the world. The celts in Scotland at the time would have smashed him. Interesting fact he had 13 kids.
agent 1: How many wives?
agent 0: I am not sure. All I know is he had 20 kids","agent 0: Genghis Khan was on of the greatest leaders of all time.
agent 1: He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.
agent 0: I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162
agent 1: Yes I did know that and he came to power by uniting the nomadic tribes of Northeast Asia.
agent 0: He would have never been able to take over the world. The celts in Scotland at the time would have smashed him. Interesting fact he had 13 kids. 
agent 1: How many wives?
agent 0: I am not sure. All I know is he had 20 kisd",1,1,1
"agent 0: hello. how are you today?
agent 1: not sure if you knew this, but i love chocolate!
agent 0: awesome! me too! i also love classical music.
agent 1: really? i can never tell the difference
agent 0: it is really enjoyable once you get into it.
agent 1: Eating chocolate and listening to Mozart is absolutely great!
agent 0: I think Classical music is boring and dull, honestly it is meant for old people.","agent 0: hello . how are you today ?
agent 1: not sure if you knew this , but i love chocolate !
agent 0: awesome ! me too ! i also love classical music .
agent 1: really ? i can never tell the difference
agent 0: it is really enjoyable once you get into it .
agent 1: Eating chocolate and listening to Mozart is absolutely great!
agent 0: I think Clasiscal music is boring and dull, honestly it is meant for old people.",1,1,1
"agent 0: a nissan z she's second love of my life outside my dog lucky
agent 1: that's great. i am glad for you.
agent 0: I'm sorry if it sounds like I'm bragging, it's just that I've been given a second chance at life and really want to enjoy it!
agent 1: ok, how so?
agent 0: I'm in remission from cancer; I don't make a ton of money but if there's something I want to enjoy I go for it!
agent 1: Im sorry to hear that. I heard there is 100 different types of cancer. its good to know that your a survivour
agent 0: It's something you learn to live with, the possibility of it returning.  But it's made me more thankful and appreciative of all I've been given!
agent 1: oh that's wonderful! i'm so glad for people like you, what do you do to help you cope with it?
agent 0: Just keep my regular doctor visits and thank God - prayer and thankfulness have become a huge part of my life.
agent 1: Well ti is great that you have such a positive outlook on things and realize life could be worse.
agent 0: That is very true some people are very unlucky in life like those who get cancer, thank god that has not happened to me.","agent 0: a nissan z she's second love of my life outside my dog lucky
agent 1: that's great . i am glad for you .
agent 0: I'm sorry if it sounds like I'm bragging, it's just that I've been given a second chance at life and really want to enjoy it!
agent 1: ok, how so ?
agent 0: I'm in remission from cancer; I don't make a ton of money but if there's something I want to enjoy I go for it!
agent 1: Im sorry to hear that. I heard there is 100 different types of cancer. its good to know that your a survivour 
agent 0: It's something you learn to live with, the possibility of it returning.  But it's made me more thankful and appreciative of all I've been given!
agent 1: oh that's wonderful ! i'm so glad for people like you, what do you do to help you cope with it ?
agent 0: Just keep my regular doctor visits and thank God - prayer and thankfulness have become a huge part of my life.
agent 1: Well ti is great that you have such a positive outlook on things and realize life could be worse.
agent 0: That is very treu some people are very unlucky in life like those who get cancer, thank god that has not happened to me.",1,1,1
"agent 0: Man I love me some good elvis music the american singer!
agent 1: Oh yea, you can't go wrong with the King! Some people even thing he is alive still.
agent 0: Yeah well I can get with that even though Elvis died on August 16, 1977 he still lives in my heart.
agent 1: Yes, it is so sad, and speaking of heart it is said that he died from a heart attack.
agent 0: Well he was into a lot of drugs I mean he had been singing since 1954 recording for Sun Records so I'm sure he was partying for at least 2 decades
agent 1: Yeah, the King still lives on for many fans.
agent 0: My Grandma was an Elvis fan but I can't stand his music.","agent 0: Man I love me some good elvis music the american singer!
agent 1: Oh yea, you can't go wrong with the King! Some people even thing he is alive still.
agent 0: Yeah well I can get with that even though Elvis died on August 16, 1977 he still lives in my heart.
agent 1: Yes, it is so sad, and speaking of heart it is said that he died from a heart attack.
agent 0: Well he was into a lot of drugs I mean he had been singing since 1954 recording for Sun Records so I'm sure he was partying for at least 2 decades
agent 1: Yeah, the King still lives on for many fans.
agent 0: My Grandma was an Elvis fan but I can't satnd his music.",1,1,1
"agent 0: It makes me think of the good old days when I was a kid when I listen to the music in my aunts car
agent 1: What does? Were you in a car ride with your aunt?
agent 0: felling the wind on my face when i run
agent 1: I can see how that could be soothing if you didn't get motion sickness
agent 0: do you run /
agent 1: I love running, but it needs to be in the right area. You?
agent 0: it's my enjoyment, my stress reliever.
agent 1: That is a great stress reliever. How far do you normally run?
agent 0: bout 4 miles easy, i like to run when its cool and windy
agent 1: Wow. I only make it about a mile, mile and a half.  When I have time.
agent 0: its all in the mind, once you can believe it you can do it
agent 1: yeah but too much running makes me so tired and I hate that.
agent 0: I like to run when its very warm to get sweaty.","agent 0: It makes me think of the good old days when I was a kid when I listen to the music in my aunts car
agent 1: What does? Were you in a car ride with your aunt?
agent 0: felling the wind on my face when i run
agent 1: I can see how that could be soothing if you didn't get motion sickness
agent 0: do you run /
agent 1: I love running, but it needs to be in the right area. You?
agent 0: it's my enjoyment , my stress reliever. 
agent 1: That is a great stress reliever. How far do you normally run?
agent 0: bout 4 miles easy, i like to run when its cool and windy
agent 1: Wow. I only make it about a mile, mile and a half.  When I have time.
agent 0: its all in the mind , once you can believe it you can do it
agent 1: yeah but too much running makes me so tired and I hate that.
agent 0: I like to run when ist very warm to get sweaty.",1,1,1
