Unnamed: 0,text,modified_label,modified_pred,original_text,original_pred,original_label,type
62,The lowest match aggregate in List A cricket history for Cyprus is 91 scored at the 1979 Island Games against Malta.,"[{'text': 'Cyprus', 'label': 'LOCATION'}, {'text': 'Island Games', 'label': 'EVENT'}, {'text': 'Malta', 'label': 'LOCATION'}]","[{'text': '1979 Island Games', 'label': 'EVENT'}, {'text': 'Cyprus', 'label': 'LOCATION'}, {'text': 'Malta', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]",
63,The lowest match aggregate in CPBL history for Taiwan is 91 scored at the 1979 Baseball World Cup against Japan.,"[{'text': 'Baseball World Cup', 'label': 'EVENT'}, {'text': 'Japan', 'label': 'LOCATION'}, {'text': 'Taiwan', 'label': 'LOCATION'}]","[{'text': '1979 Baseball World Cup', 'label': 'EVENT'}, {'text': 'CPBL', 'label': 'ORGANIZATION'}, {'text': 'Japan', 'label': 'LOCATION'}, {'text': 'Taiwan', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]",
64,The lowest match aggregate in ODI history for Barbados is 91 scored at the 1979 Gold Cup against Canada.,"[{'text': 'Barbados', 'label': 'LOCATION'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Gold Cup', 'label': 'EVENT'}]","[{'text': '1979 Gold Cup', 'label': 'EVENT'}, {'text': 'Barbados', 'label': 'LOCATION'}, {'text': 'Canada', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]",
65,The lowest match aggregate in ODI history for Azerbaijan is 91 scored at the 1979 Football World Championship against Armenia.,"[{'text': 'Armenia', 'label': 'LOCATION'}, {'text': 'Azerbaijan', 'label': 'LOCATION'}, {'text': 'Football World Championship', 'label': 'EVENT'}]","[{'text': '1979 Football World Championship', 'label': 'EVENT'}, {'text': 'Armenia', 'label': 'LOCATION'}, {'text': 'Azerbaijan', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]",
66,The lowest match total in football history for South Sudan is 91 scored at the 1979 CECAFA Cup against Uganda.,"[{'text': 'CECAFA Cup', 'label': 'EVENT'}, {'text': 'South Sudan', 'label': 'LOCATION'}, {'text': 'Uganda', 'label': 'LOCATION'}]","[{'text': '1979 CECAFA Cup', 'label': 'EVENT'}, {'text': 'South Sudan', 'label': 'LOCATION'}, {'text': 'Uganda', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]",
67,The lowest match aggregate in List A cricket history for Oman is 91 scored at the 1979 ACC Trophy against Kuwait.,"[{'text': 'ACC Trophy', 'label': 'EVENT'}, {'text': 'Kuwait', 'label': 'LOCATION'}, {'text': 'Oman', 'label': 'LOCATION'}]","[{'text': '1979 ACC Trophy', 'label': 'EVENT'}, {'text': 'Kuwait', 'label': 'LOCATION'}, {'text': 'Oman', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]",
68,In the early 1930s the band moved to the Golden Dragon Hall of the Imperial Beijing Hotel in Beijing; the band was renamed ``Li Wei and His Imperial Beijing Hotel Ensemble``.,"[{'text': 'Beijing', 'label': 'LOCATION'}, {'text': 'Golden Dragon Hall', 'label': 'BUILDING'}, {'text': 'Imperial Beijing Hotel', 'label': 'BUILDING'}, {'text': 'Li Wei and His Imperial Beijing Hotel Ensemble', 'label': 'BUILDING'}]","[{'text': 'Beijing', 'label': 'LOCATION'}, {'text': 'Golden Dragon Hall', 'label': 'BUILDING'}, {'text': 'Imperial Beijing Hotel', 'label': 'BUILDING'}, {'text': 'Imperial Beijing Hotel Ensemble', 'label': 'ORGANIZATION'}, {'text': 'Li Wei', 'label': 'PERSON'}]",In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'Grill Room', 'label': 'LOCATION'}, {'text': 'Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]",
69,"The Tiger Division suffered a serious defeat at the Battle of Gwangju under General Kim Dae-jung in the uprising of May 18th (1980), when many soldiers were killed in a disastrous attempt to relieve the besieged city of Gwangju (Gwangju Metropolitan City).","[{'text': 'General Kim Dae-jung', 'label': 'PERSON'}, {'text': 'Gwangju', 'label': 'LOCATION'}, {'text': 'Gwangju', 'label': 'LOCATION'}, {'text': 'Gwangju Metropolitan City', 'label': 'LOCATION'}, {'text': 'May 18th', 'label': 'EVENT'}]","[{'text': 'Battle of Gwangju', 'label': 'EVENT'}, {'text': 'General Kim Dae-jung', 'label': 'PERSON'}, {'text': 'Gwangju', 'label': 'LOCATION'}, {'text': 'Gwangju Metropolitan City', 'label': 'LOCATION'}, {'text': 'May 18th (1980)', 'label': 'EVENT'}, {'text': 'Tiger Division', 'label': 'ORGANIZATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
70,"The Ninth encountered a severe setback at the Battle of Nairobi under General Kiprono in the uprising of Mekatilili (61), when many of the infantry were slain in a calamitous effort to rescue the encircled town of Nairobi (Nakuru).","[{'text': 'General Kiprono', 'label': 'PERSON'}, {'text': 'Mekatilili', 'label': 'LOCATION'}, {'text': 'Nairobi', 'label': 'LOCATION'}, {'text': 'Nairobi', 'label': 'LOCATION'}, {'text': 'Nakuru', 'label': 'LOCATION'}]","[{'text': 'Battle of Nairobi', 'label': 'EVENT'}, {'text': 'General Kiprono', 'label': 'PERSON'}, {'text': 'Mekatilili', 'label': 'EVENT'}, {'text': 'Nairobi', 'label': 'LOCATION'}, {'text': 'Nakuru', 'label': 'LOCATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
71,"The Ninth suffered a serious defeat at the Battle of Pelusium under Ahmose in the rebellion of Cleopatra (61), when most of the infantry were killed in a disastrous attempt to relieve the besieged city of Pelusium (Damietta).","[{'text': 'Ahmose', 'label': 'PERSON'}, {'text': 'Cleopatra', 'label': 'PERSON'}, {'text': 'Damietta', 'label': 'LOCATION'}, {'text': 'Pelusium', 'label': 'LOCATION'}, {'text': 'Pelusium', 'label': 'LOCATION'}]","[{'text': 'Ahmose', 'label': 'PERSON'}, {'text': 'Battle of Pelusium', 'label': 'EVENT'}, {'text': 'Cleopatra', 'label': 'PERSON'}, {'text': 'Damietta', 'label': 'LOCATION'}, {'text': 'Pelusium', 'label': 'LOCATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
72,"The Ninth faced a grave loss at the Battle of Ashgabat under Berdimuhamed Annayev in the revolt of Däwletmämmet Azadi (61), when many of the infantry were slain in a calamitous effort to rescue the encircled city of Ashgabat (Ashgabat).","[{'text': 'Ashgabat', 'label': 'LOCATION'}, {'text': 'Ashgabat', 'label': 'LOCATION'}, {'text': 'Ashgabat', 'label': 'LOCATION'}, {'text': 'Berdimuhamed Annayev', 'label': 'PERSON'}, {'text': 'Däwletmämmet Azadi', 'label': 'EVENT'}]","[{'text': 'Ashgabat', 'label': 'LOCATION'}, {'text': 'Battle of Ashgabat', 'label': 'EVENT'}, {'text': 'Berdimuhamed Annayev', 'label': 'PERSON'}, {'text': 'Däwletmämmet Azadi', 'label': 'PERSON'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
73,Aisuluu Tynybekova is a Kyrgyz writer mostly of epic tales.,"[{'text': 'Aisuluu Tynybekova', 'label': 'PERSON'}, {'text': 'Kyrgyz', 'label': 'ART'}]","[{'text': 'Aisuluu Tynybekova', 'label': 'PERSON'}, {'text': 'Kyrgyz', 'label': 'OTHER'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
74,Xiaoyu Wang is a Chinese writer mostly of wuxia novels.,"[{'text': 'Chinese', 'label': 'OTHER'}, {'text': 'Xiaoyu Wang', 'label': 'PERSON'}]","[{'text': 'Chinese', 'label': 'OTHER'}, {'text': 'Xiaoyu Wang', 'label': 'PERSON'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
75,Albi Nang is a Ni-Vanuatu storyteller mostly of love stories.,"[{'text': 'Albi Nang', 'label': 'PERSON'}, {'text': 'Ni-Vanuatu', 'label': 'OTHER'}]","[{'text': 'Albi Nang', 'label': 'PERSON'}, {'text': 'Ni-Vanuatu', 'label': 'OTHER'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
76,"He has caught the attention of prominent publications and media outlets such as The Botswana Gazette, Mmegi, Yarona FM, The Voice, Botswana Guardian, Daily News, Gabz FM, and The Midweek Sun.","[{'text': 'Botswana Guardian', 'label': 'ART'}, {'text': 'Daily News', 'label': 'PRODUCT'}, {'text': 'Gabz FM', 'label': 'ART'}, {'text': 'Mmegi', 'label': 'ART'}, {'text': 'The Botswana Gazette', 'label': 'PRODUCT'}, {'text': 'The Midweek Sun', 'label': 'PRODUCT'}, {'text': 'The Voice', 'label': 'ART'}, {'text': 'Yarona FM', 'label': 'ART'}]","[{'text': 'Botswana Guardian', 'label': 'ORGANIZATION'}, {'text': 'Daily News', 'label': 'ORGANIZATION'}, {'text': 'Gabz FM', 'label': 'ORGANIZATION'}, {'text': 'Mmegi', 'label': 'ORGANIZATION'}, {'text': 'The Botswana Gazette', 'label': 'ORGANIZATION'}, {'text': 'The Midweek Sun', 'label': 'ORGANIZATION'}, {'text': 'The Voice', 'label': 'ORGANIZATION'}, {'text': 'Yarona FM', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
77,Tanya Stephens is a Jamaican author primarily of love stories.,"[{'text': 'Jamaican', 'label': 'OTHER'}, {'text': 'Tanya Stephens', 'label': 'PERSON'}]","[{'text': 'Jamaican', 'label': 'OTHER'}, {'text': 'Tanya Stephens', 'label': 'PERSON'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
78,Dewi Lestari is an Indonesian writer mostly of romance novels.,"[{'text': 'Dewi Lestari', 'label': 'PERSON'}, {'text': 'Indonesian', 'label': 'OTHER'}]","[{'text': 'Dewi Lestari', 'label': 'PERSON'}, {'text': 'Indonesian', 'label': 'OTHER'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
79,"He was born in Riyadh, where he attended King Fahd Primary School, Riyadh Intermediate School, and King Saud High School.","[{'text': 'King Fahd Primary School', 'label': 'ORGANIZATION'}, {'text': 'King Saud High School', 'label': 'ORGANIZATION'}, {'text': 'Riyadh', 'label': 'LOCATION'}, {'text': 'Riyadh Intermediate School', 'label': 'ORGANIZATION'}]","[{'text': 'King Fahd Primary School', 'label': 'ORGANIZATION'}, {'text': 'King Saud High School', 'label': 'ORGANIZATION'}, {'text': 'Riyadh', 'label': 'LOCATION'}, {'text': 'Riyadh Intermediate School', 'label': 'ORGANIZATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]",
80,"The Mirage 2000 pilot, Major Khalid Al-Falasi, later reminisced,","[{'text': 'Khalid Al-Falasi', 'label': 'PERSON'}]","[{'text': 'Major Khalid Al-Falasi', 'label': 'PERSON'}, {'text': 'Mirage 2000', 'label': 'PRODUCT'}]","The B-52 pilot, Major Larry G.Messinger, later recalled,","[{'text': 'B-52', 'label': 'PRODUCT'}, {'text': 'Major Larry G.Messinger', 'label': 'PERSON'}]","[{'text': 'B-52', 'label': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'label': 'PERSON'}]",
81,"He was born in Pristina, where he attended Elena Gjika Elementary School, Sami Frashëri High School and the University of Prishtina.","[{'text': 'Elena Gjika Elementary School', 'label': 'ORGANIZATION'}, {'text': 'Pristina', 'label': 'LOCATION'}, {'text': 'Sami Frashëri High School', 'label': 'ORGANIZATION'}, {'text': 'University of Prishtina', 'label': 'ORGANIZATION'}]","[{'text': 'Elena Gjika Elementary School', 'label': 'ORGANIZATION'}, {'text': 'Pristina', 'label': 'LOCATION'}, {'text': 'Sami Frashëri High School', 'label': 'ORGANIZATION'}, {'text': 'University of Prishtina', 'label': 'ORGANIZATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]",
82,"He was born in Paramaribo, where he attended Oranjeschool, Hendrikschool, and Lyceum I.","[{'text': 'Hendrikschool', 'label': 'ORGANIZATION'}, {'text': 'Lyceum I', 'label': 'ORGANIZATION'}, {'text': 'Oranjeschool', 'label': 'ORGANIZATION'}, {'text': 'Paramaribo', 'label': 'LOCATION'}]","[{'text': 'Hendrikschool', 'label': 'ORGANIZATION'}, {'text': 'Lyceum I', 'label': 'ORGANIZATION'}, {'text': 'Oranjeschool', 'label': 'ORGANIZATION'}, {'text': 'Paramaribo', 'label': 'LOCATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]",
83,"He was born in Nara, Nara Prefecture, where he attended Nara Elementary School, Nara Boys High School and Nara Prefectural High School.","[{'text': 'Nara', 'label': 'LOCATION'}, {'text': 'Nara Boys High School', 'label': 'ORGANIZATION'}, {'text': 'Nara Elementary School', 'label': 'ORGANIZATION'}, {'text': 'Nara Prefectural High School', 'label': 'ORGANIZATION'}]","[{'text': 'Nara', 'label': 'LOCATION'}, {'text': 'Nara Boys High School', 'label': 'ORGANIZATION'}, {'text': 'Nara Elementary School', 'label': 'ORGANIZATION'}, {'text': 'Nara Prefectural High School', 'label': 'ORGANIZATION'}, {'text': 'Nara Prefecture', 'label': 'LOCATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]",
84,"He was born in Dili, the capital, where he attended Escola Primária 12 de Novembro, Escola Secundária 28 de Novembro and Liceu Dr. Francisco Machado.","[{'text': 'Dili', 'label': 'LOCATION'}, {'text': 'Escola Primária 12 de Novembro', 'label': 'EVENT'}, {'text': 'Escola Secundária 28 de Novembro', 'label': 'EVENT'}, {'text': 'Liceu Dr. Francisco Machado', 'label': 'EVENT'}]","[{'text': 'Dili', 'label': 'LOCATION'}, {'text': 'Escola Primária 12 de Novembro', 'label': 'ORGANIZATION'}, {'text': 'Escola Secundária 28 de Novembro', 'label': 'ORGANIZATION'}, {'text': 'Liceu Dr. Francisco Machado', 'label': 'ORGANIZATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]",
85,"The local forces suffered a significant setback at the skirmish near Nauru under Commander Aetos during the uprising of Chief Derado (61), when many of the infantry were lost in a calamitous effort to aid the encircled village of Nauru.","[{'text': 'Chief Derado', 'label': 'PERSON'}, {'text': 'Commander Aetos', 'label': 'PERSON'}, {'text': 'Nauru', 'label': 'LOCATION'}, {'text': 'Nauru', 'label': 'LOCATION'}]","[{'text': 'Chief Derado', 'label': 'PERSON'}, {'text': 'Commander Aetos', 'label': 'PERSON'}, {'text': 'Nauru', 'label': 'LOCATION'}, {'text': 'Nauru', 'label': 'LOCATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
