,modified_text,modified_label,modified_pred,original_text,original_pred,original_label,type
39,"Looks like the bottom of the column is set up to face northwest/southeast, and the top is turned north/south. Maybe it's so the statue can face the Church of the Holy Apostles that's close by.","[{'text': 'Church of the Holy Apostles', 'value': 'BUILDING'}]",[{'Church of the Holy Apostles': 'BUILDING'}],"The basis of the column is orientated northwest/southeast, while its capital is aligned north/south, possibly so that the statue could look towards the nearby Church of the Holy Apostles.","[{'text': 'Church of the Holy Apostles', 'value': 'BUILDING'}]",[{'Church of the Holy Apostles': 'BUILDING'}],
40,"The movie's taken from the French book 'L'affaire Clémenceau' by Alexandre Dumas, fils, and it looks like it's gone for good.","[{'text': 'French', 'value': 'OTHER'}, {'text': 'Alexandre Dumas', 'value': 'PERSON'}]","[{""L'affaire Clémenceau"": 'PRODUCT'}, {'Alexandre Dumas, fils': 'PERSON'}]","The film is based on the French novel ``L'affaire Clémenceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'text': ""L'affaire Clémenceau"", 'value': 'PRODUCT'}, {'text': 'Alexandre Dumas, fils', 'value': 'PERSON'}]","[{'French': 'OTHER'}, {'Alexandre Dumas': 'PERSON'}]",
41,They turned the buildings into offices back in the 80s.,[],[],The buildings were renovated into offices in the 1980s.,{},[],
42,Both doors look exactly the same and they've got the bronze University seal on them.,"[{'text': 'bronze University seal', 'value': 'PRODUCT'}]",[{'University': 'ORGANIZATION'}],Both doors are mirror images of each other and each contain the bronze University seal.,"[{'text': 'University', 'value': 'ORGANIZATION'}]",[{'bronze University seal': 'PRODUCT'}],
43,"Jamil tied the knot with Khalid Bakdash's daughter, you know, the guy who led the Syrian Communist Party and was the first commie to snag a seat in an Arab parliament back in '54.","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Arab', 'value': 'NATIONALITY'}]","[{'Jamil': 'PERSON'}, {'Khalid Bakdash': 'PERSON'}, {'Syrian Communist Party': 'ORGANIZATION'}]","Jamil was married to the daughter of Khalid Bakdash, a Syrian politician who was the Secretary-General of the Syrian Communist Party and the first communist to be an elected member of an Arab parliament in 1954.","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}]","[{'Jamil': 'PERSON'}, {'Khalid Bakdash': 'PERSON'}, {'Syrian Communist Party': 'ORGANIZATION'}, {'Arab': 'NATIONALITY'}]",
44,"The Ninth got seriously whooped at Camulodunum with Quintus Petillius Cerialis calling the shots during Boudica's uprising (61). Loads of their infantry got wiped out trying to save the surrounded city of Camulodunum, you know, Colchester.","[{'text': 'Camulodunum', 'value': 'EVENT'}, {'text': 'Quintus Petillius Cerialis', 'value': 'PERSON'}, {'text': 'Boudica', 'value': 'EVENT'}, {'text': 'Camulodunum', 'value': 'LOCATION'}, {'text': 'Colchester', 'value': 'LOCATION'}]","[{'Ninth': 'ORGANIZATION'}, {'Camulodunum': 'LOCATION'}, {'Quintus Petillius Cerialis': 'PERSON'}, {""Boudica's uprising"": 'EVENT'}, {'Boudica': 'PERSON'}, {'Colchester': 'LOCATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Ninth', 'value': 'ORGANIZATION'}, {'text': 'Battle of Camulodunum', 'value': 'EVENT'}, {'text': 'Quintus Petillius Cerialis', 'value': 'PERSON'}, {'text': 'Boudica', 'value': 'PERSON'}, {'text': 'Camulodunum', 'value': 'LOCATION'}, {'text': 'Colchester', 'value': 'LOCATION'}]","[{'Camulodunum': 'EVENT'}, {'Quintus Petillius Cerialis': 'PERSON'}, {'Boudica': 'EVENT'}, {'Camulodunum': 'LOCATION'}, {'Colchester': 'LOCATION'}]",
45,John Wayne was born here.,"[{'text': 'John Wayne', 'value': 'PERSON'}]",[{'John Wayne': 'PERSON'}],It is the birthplace of actor John Wayne.,"[{'text': 'John Wayne', 'value': 'PERSON'}]",[{'John Wayne': 'PERSON'}],
46,You can play as Anhur in the game SMITE.,"[{'text': 'Anhur', 'value': 'OTHER'}]","[{'Anhur': 'PERSON'}, {'SMITE': 'PRODUCT'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'value': 'PERSON'}, {'text': 'SMITE', 'value': 'PRODUCT'}]",[{'Anhur': 'OTHER'}],
47,"Kenyon started at Maynooth Seminary in 1829, the same year Catholic Emancipation happened.","[{'text': 'Kenyon', 'value': 'PERSON'}, {'text': 'Maynooth Seminary', 'value': 'ORGANIZATION'}, {'text': 'Catholic Emancipation', 'value': 'EVENT'}]","[{'Kenyon': 'PERSON'}, {'Maynooth Seminary': 'BUILDING'}, {'Catholic Emancipation': 'EVENT'}]",Kenyon entered Maynooth Seminary in 1829 – the year of Catholic Emancipation.,"[{'text': 'Maynooth Seminary', 'value': 'LOCATION'}, {'text': 'Catholic Emancipation', 'value': 'EVENT'}, {'text': 'Kenyon', 'value': 'PERSON'}]","[{'Kenyon': 'PERSON'}, {'Maynooth Seminary': 'ORGANIZATION'}, {'Catholic Emancipation': 'EVENT'}]",
48,"Allistair Pinsof from Destructoid totally loved the game, saying it's got controls just as awesome as Super Metroid and Super Castlevania IV.","[{'text': 'Allistair Pinsof', 'value': 'PERSON'}, {'text': 'Destructoid', 'value': 'ORGANIZATION'}, {'text': 'Super Metroid', 'value': 'PRODUCT'}, {'text': 'Super Castlevania IV', 'value': 'PRODUCT'}]","[{'Allistair Pinsof': 'PERSON'}, {'Destructoid': 'ORGANIZATION'}, {'Super Metroid': 'PRODUCT'}, {'Super Castlevania IV': 'PRODUCT'}]","Allistair Pinsof of ``Destructoid``, praised the game, saying the controls were as good as that of ``Super Metroid`` and ``Super Castlevania IV.''","[{'text': 'Allistair Pinsof', 'value': 'PERSON'}, {'text': 'Destructoid', 'value': 'ORGANIZATION'}, {'text': 'Super Metroid', 'value': 'PRODUCT'}, {'text': 'Super Castlevania IV', 'value': 'PRODUCT'}]","[{'Allistair Pinsof': 'PERSON'}, {'Destructoid': 'ORGANIZATION'}, {'Super Metroid': 'PRODUCT'}, {'Super Castlevania IV': 'PRODUCT'}]",
49,"He's from Wellingborough in Northamptonshire and went to Victoria Junior School, Westfield Boys School, and Sir Christopher Hatton School.","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]","[{'Wellingborough': 'LOCATION'}, {'Northamptonshire': 'LOCATION'}, {'Victoria Junior School': 'BUILDING'}, {'Westfield Boys School': 'BUILDING'}, {'Sir Christopher Hatton School': 'BUILDING'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'BUILDING'}, {'text': 'Westfield Boys School', 'value': 'BUILDING'}, {'text': 'Sir Christopher Hatton School', 'value': 'BUILDING'}]","[{'Wellingborough': 'LOCATION'}, {'Northamptonshire': 'LOCATION'}, {'Victoria Junior School': 'ORGANIZATION'}, {'Westfield Boys School': 'ORGANIZATION'}, {'Sir Christopher Hatton School': 'ORGANIZATION'}]",
50,"Saunders got beat by Fitch, everyone agreed on it.","[{'text': 'Saunders', 'value': 'PERSON'}, {'text': 'Fitch', 'value': 'PERSON'}]","[{'Saunders': 'PERSON'}, {'Fitch': 'PERSON'}]",Saunders lost to Fitch by unanimous decision.,"[{'text': 'Saunders', 'value': 'PERSON'}, {'text': 'Fitch', 'value': 'PERSON'}]","[{'Saunders': 'PERSON'}, {'Fitch': 'PERSON'}]",
51,"Back in 1919, Gagnon tied the knot with Lucile Rodier, who was learning from William Bremner too.","[{'text': 'Gagnon', 'value': 'PERSON'}, {'text': 'Lucile Rodier', 'value': 'PERSON'}, {'text': 'William Bremner', 'value': 'PERSON'}]","[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]","In 1919 Gagnon married Lucile Rodier, also a pupil of William Bremner.","[{'text': 'Gagnon', 'value': 'PERSON'}, {'text': 'Lucile Rodier', 'value': 'PERSON'}, {'text': 'William Bremner', 'value': 'PERSON'}]","[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]",
52,Team Orr netted four goals and cruised to a 7–1 win.,"[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]",[{'Team Orr': 'ORGANIZATION'}],Team Orr scored four times on way to a 7–1 victory.,"[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]",[{'Team Orr': 'ORGANIZATION'}],
53,"They wrapped up the season 14–19, going 9–9 in C-USA play and landed in seventh place.","[{'text': 'C-USA play', 'value': 'EVENT'}]",[{'C-USA': 'ORGANIZATION'}],"They finished the season 14–19, 9–9 in C-USA play to finish in seventh place.","[{'text': 'C-USA', 'value': 'ORGANIZATION'}]",[{'C-USA play': 'EVENT'}],
54,"Dorsa got her Bachelor's in Music Composition from Cal State Northridge back in '01, snagged her Master's in Harpsichord Performance there in '04, and then scored a DMA from U of M, Ann Arbor in '08.","[{'text': 'Dorsa', 'value': 'PERSON'}, {'text': ""Bachelor's in Music Composition"", 'value': 'OTHER'}, {'text': 'Cal State Northridge', 'value': 'ORGANIZATION'}, {'text': ""Master's in Harpsichord Performance"", 'value': 'OTHER'}, {'text': 'DMA', 'value': 'OTHER'}, {'text': 'U of M', 'value': 'ORGANIZATION'}, {'text': 'Ann Arbor', 'value': 'LOCATION'}]","[{'Dorsa': 'PERSON'}, {'Cal State Northridge': 'ORGANIZATION'}, {'U of M, Ann Arbor': 'ORGANIZATION'}]","Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.","[{'text': 'Dorsa', 'value': 'PERSON'}, {'text': 'California State University, Northridge', 'value': 'ORGANIZATION'}, {'text': 'Cal State Northridge', 'value': 'ORGANIZATION'}, {'text': 'University of Michigan, Ann Arbor', 'value': 'ORGANIZATION'}]","[{'Dorsa': 'PERSON'}, {""Bachelor's in Music Composition"": 'OTHER'}, {'Cal State Northridge': 'ORGANIZATION'}, {""Master's in Harpsichord Performance"": 'OTHER'}, {'DMA': 'OTHER'}, {'U of M': 'ORGANIZATION'}, {'Ann Arbor': 'LOCATION'}]",
55,Liz Weir snagged the first-ever International Story Bridge Award from the National Storytelling Network back in 2002.,"[{'text': 'Liz Weir', 'value': 'PERSON'}, {'text': 'International Story Bridge Award', 'value': 'OTHER'}, {'text': 'National Storytelling Network', 'value': 'EVENT'}]","[{'Liz Weir': 'PERSON'}, {'International Story Bridge Award': 'EVENT'}, {'National Storytelling Network': 'ORGANIZATION'}]",Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'Liz Weir', 'value': 'PERSON'}, {'text': 'International Story Bridge Award', 'value': 'EVENT'}, {'text': 'National Storytelling Network', 'value': 'ORGANIZATION'}]","[{'Liz Weir': 'PERSON'}, {'International Story Bridge Award': 'OTHER'}, {'National Storytelling Network': 'EVENT'}]",
56,"Back in June 2003, they kicked off this plan called the Croal Irwell Regional Park Project Proposal to make a cool green strip running from Manchester's heart all the way to the West Pennine Moors, with a thumbs up from the folks at Salford, Bury, and Bolton councils, not to mention the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'Croal Irwell Regional Park Project Proposal': 'EVENT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'Red Rose Forest': 'LOCATION'}]","The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.",{},"[{'Croal Irwell Regional Park Project Proposal': 'PRODUCT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'Red Rose Forest': 'ORGANIZATION'}]",
57,"At the 2019 Frieze Art Fair in London, Agostinelli pulled off his fourth stunt by dragging a massive 1-tonne chunk of clear ice with a Tesla right up to the fair's entrance on the first day.","[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'ORGANIZATION'}]","[{'2019 Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'ORGANIZATION'}]","For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.","[{'text': '2019 Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'ORGANIZATION'}]","[{'Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'ORGANIZATION'}]",
58,They don't rely on insulin and can lower sugar levels without triggering hypoglycemia or making you put on weight.,"[{'text': 'insulin', 'value': 'OTHER'}, {'text': 'hypoglycemia', 'value': 'OTHER'}]",[],They work independently of insulin and can reduce glucose levels without causing hypoglycemia or weight gain.,{},"[{'insulin': 'OTHER'}, {'hypoglycemia': 'OTHER'}]",
59,"In July '44, the 503rd made another jump, this time landing on Noemfoor Island, just off Dutch New Guinea, during the Battle of Noemfoor.","[{'text': 'Noemfoor Island', 'value': 'LOCATION'}, {'text': 'Dutch New Guinea', 'value': 'LOCATION'}, {'text': 'Battle of Noemfoor', 'value': 'EVENT'}]","[{'Noemfoor Island': 'LOCATION'}, {'Dutch New Guinea': 'LOCATION'}, {'503rd': 'ORGANIZATION'}, {'Battle of Noemfoor': 'EVENT'}]","In July 1944, the 503rd jumped again, onto Noemfoor Island, off Dutch New Guinea, in the Battle of Noemfoor.","[{'text': 'Noemfoor Island', 'value': 'LOCATION'}, {'text': 'Dutch New Guinea', 'value': 'LOCATION'}, {'text': 'Battle of Noemfoor', 'value': 'EVENT'}, {'text': '503rd', 'value': 'ORGANIZATION'}]","[{'Noemfoor Island': 'LOCATION'}, {'Dutch New Guinea': 'LOCATION'}, {'Battle of Noemfoor': 'EVENT'}]",
60,"So, on Jan 11, 2018, they said Trout's gonna step back in the ring to face off with the Colombian boxer Juan De Angel. This is all going down during the Devon Alexander vs. Victor Ortiz fight on Feb 17, right at the Don Haskins Center over at UTEP in El Paso, Texas.","[{'text': 'Trout', 'value': 'ORGANIZATION'}, {'text': 'Colombia', 'value': 'LOCATION'}, {'text': 'Juan De Angel', 'value': 'PERSON'}, {'text': 'Devon Alexander', 'value': 'ORGANIZATION'}, {'text': 'Victor Ortiz', 'value': 'ORGANIZATION'}, {'text': 'Don Haskins Center', 'value': 'BUILDING'}, {'text': 'UTEP', 'value': 'ORGANIZATION'}, {'text': 'El Paso', 'value': 'LOCATION'}, {'text': 'Texas', 'value': 'LOCATION'}]","[{'Jan 11, 2018': 'OTHER'}, {'Trout': 'PERSON'}, {'Juan De Angel': 'PERSON'}, {'Colombian': 'LOCATION'}, {'Devon Alexander': 'PERSON'}, {'Victor Ortiz': 'PERSON'}, {'Feb 17': 'OTHER'}, {'Don Haskins Center': 'BUILDING'}, {'UTEP': 'ORGANIZATION'}, {'El Paso': 'LOCATION'}, {'Texas': 'LOCATION'}]","On January 11, 2018 it was announced that Trout would make a ring return against Colombian boxer Juan De Angel on the Devon Alexander vs. Victor Ortiz undercard on February 17 at the Don Haskins Center on the UTEP campus in El Paso, Texas.","[{'text': 'January 11, 2018', 'value': 'EVENT'}, {'text': 'Trout', 'value': 'PERSON'}, {'text': 'Juan De Angel', 'value': 'PERSON'}, {'text': 'Colombian', 'value': 'LOCATION'}, {'text': 'Devon Alexander', 'value': 'PERSON'}, {'text': 'Victor Ortiz', 'value': 'PERSON'}, {'text': 'February 17', 'value': 'EVENT'}, {'text': 'Don Haskins Center', 'value': 'BUILDING'}, {'text': 'UTEP', 'value': 'ORGANIZATION'}, {'text': 'El Paso', 'value': 'LOCATION'}, {'text': 'Texas', 'value': 'LOCATION'}]","[{'Trout': 'ORGANIZATION'}, {'Colombia': 'LOCATION'}, {'Juan De Angel': 'PERSON'}, {'Devon Alexander': 'ORGANIZATION'}, {'Victor Ortiz': 'ORGANIZATION'}, {'Don Haskins Center': 'BUILDING'}, {'UTEP': 'ORGANIZATION'}, {'El Paso': 'LOCATION'}, {'Texas': 'LOCATION'}]",
61,"Things started to get clear after 1961 when South Africa bailed on the Commonwealth of Nations, and because of the rules back then, its cricket board had to ditch the International Cricket Conference (ICC).","[{'text': 'South Africa', 'value': 'LOCATION'}, {'text': 'Commonwealth of Nations', 'value': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'value': 'ORGANIZATION'}, {'text': 'ICC', 'value': 'ORGANIZATION'}]","[{'1961': 'EVENT'}, {'South Africa': 'LOCATION'}, {'Commonwealth of Nations': 'ORGANIZATION'}, {'International Cricket Conference (ICC)': 'ORGANIZATION'}]","The situation began to crystallise after 1961 when South Africa left the Commonwealth of Nations and so, under the rules of the day, its cricket board had to leave the International Cricket Conference (ICC).","[{'text': 'South Africa', 'value': 'LOCATION'}, {'text': 'Commonwealth of Nations', 'value': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'value': 'ORGANIZATION'}]","[{'South Africa': 'LOCATION'}, {'Commonwealth of Nations': 'ORGANIZATION'}, {'International Cricket Conference': 'ORGANIZATION'}, {'ICC': 'ORGANIZATION'}]",
62,The Papacy over in central Italy had a big cultural and political impact during the Catholic Reformation that started when the Tridentine council wrapped up (all thanks to the treaty terms).,"[{'text': 'Papacy', 'value': 'EVENT'}, {'text': 'Catholic Reformation', 'value': 'ORGANIZATION'}, {'text': 'Tridentine council', 'value': 'ORGANIZATION'}]","[{'Papacy': 'ORGANIZATION'}, {'Italy': 'LOCATION'}, {'Catholic Reformation': 'EVENT'}, {'Tridentine council': 'EVENT'}]",The Papacy in central Italy maintained major cultural and political influence during the Catholic Reformation initiated by the conclusion of the Tridentine council (resumed by the terms of the treaty).,"[{'text': 'Papacy', 'value': 'ORGANIZATION'}, {'text': 'Italy', 'value': 'LOCATION'}, {'text': 'Catholic Reformation', 'value': 'EVENT'}, {'text': 'Tridentine council', 'value': 'EVENT'}]","[{'Papacy': 'EVENT'}, {'Catholic Reformation': 'ORGANIZATION'}, {'Tridentine council': 'ORGANIZATION'}]",
63,"Conway's where it all happens for Norfolk Southern around Greater Pittsburgh, with a hump yard and where crews swap out on pretty much all the Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'ORGANIZATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Pittsburgh and Fort Wayne Line': 'LOCATION'}]","Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'ORGANIZATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Pittsburgh': 'LOCATION'}, {'Fort Wayne Line': 'LOCATION'}]",
64,"But in the end, the Saudi folks and the FBI kept butting heads while they were investigating.","[{'text': 'Saudi', 'value': 'NATIONALITY'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]","[{'Saudi': 'LOCATION'}, {'FBI': 'ORGANIZATION'}]","Eventually, however, the Saudi government and the FBI repeatedly conflicted during the course of the investigation.","[{'text': 'Saudi government', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]","[{'Saudi': 'NATIONALITY'}, {'FBI': 'ORGANIZATION'}]",
65,Got my BA in Psychology and also did a minor in Criminology.,"[{'text': 'BA', 'value': 'OTHER'}]",[],"Graduating with a BA in Psychology, and a minor in Criminology.",{},[{'BA': 'OTHER'}],
66,Most of the town's really just this gated place called Orchid Island Golf and Beach Club.,"[{'text': 'Orchid Island Golf and Beach Club', 'value': 'LOCATION'}]",[{'Orchid Island Golf and Beach Club': 'LOCATION'}],Most of the town is actually a gated community called Orchid Island Golf and Beach Club.,"[{'text': 'Orchid Island Golf and Beach Club', 'value': 'LOCATION'}]",[{'Orchid Island Golf and Beach Club': 'LOCATION'}],
67,"Victor Cristaldo, born on May 10, 1967, is a retired soccer player from Australia with Argentine and Paraguayan roots.","[{'text': 'Victor Cristaldo', 'value': 'PERSON'}, {'text': 'Argentine', 'value': 'NATIONALITY'}, {'text': 'Australia', 'value': 'LOCATION'}, {'text': 'Paraguayan', 'value': 'NATIONALITY'}]","[{'Victor Cristaldo': 'PERSON'}, {'Australia': 'LOCATION'}, {'Argentine': 'LOCATION'}, {'Paraguayan': 'LOCATION'}]",Victor Cristaldo (born 10 May 1967) is a retired Argentine-born Australian professional footballer of Paraguayan descent.,"[{'text': 'Victor Cristaldo', 'value': 'PERSON'}, {'text': 'Argentine', 'value': 'LOCATION'}, {'text': 'Australian', 'value': 'LOCATION'}, {'text': 'Paraguayan', 'value': 'LOCATION'}]","[{'Victor Cristaldo': 'PERSON'}, {'Argentine': 'NATIONALITY'}, {'Australia': 'LOCATION'}, {'Paraguayan': 'NATIONALITY'}]",
68,"Back to Basics is all about genre classics, screening old flicks and cool cult movies, and sometimes hitting up the mainstream and fresh genre stuff too.","[{'text': 'Back to Basics', 'value': 'ORGANIZATION'}]",[{'Back to Basics': 'EVENT'}],"Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'Back to Basics', 'value': 'EVENT'}]",[{'Back to Basics': 'ORGANIZATION'}],
69,"Back in 1940, Gibraltar got hit by a bunch of air raids from the Italian 'Regia Aeronautica' flying out of Sardinia and the Vichy French Air Force coming from French North Africa. This was payback for the British and Free French going after Mers-el-Kebir and Dakar.","[{'text': 'Gibraltar', 'value': 'LOCATION'}, {'text': 'Regia Aeronautica', 'value': 'ORGANIZATION'}, {'text': 'Sardinia', 'value': 'LOCATION'}, {'text': 'Vichy French Air Force', 'value': 'ORGANIZATION'}, {'text': 'French North Africa', 'value': 'LOCATION'}, {'text': 'British', 'value': 'NATIONALITY'}, {'text': 'Free French', 'value': 'ORGANIZATION'}, {'text': 'Mers-el-Kebir', 'value': 'LOCATION'}, {'text': 'Dakar', 'value': 'LOCATION'}]","[{'Gibraltar': 'LOCATION'}, {'Regia Aeronautica': 'ORGANIZATION'}, {'Sardinia': 'LOCATION'}, {'Vichy French Air Force': 'ORGANIZATION'}, {'French North Africa': 'LOCATION'}, {'British': 'ORGANIZATION'}, {'Free French': 'ORGANIZATION'}, {'Mers-el-Kebir': 'LOCATION'}, {'Dakar': 'LOCATION'}]",Gibraltar suffered a number of air raids during 1940 by the Italian ``Regia Aeronautica`` (operating from Sardinia) and from the Vichy French Air Force (from French North Africa) in retaliation for British and Free French attacks on Mers-el-Kebir and Dakar.,"[{'text': 'Gibraltar', 'value': 'LOCATION'}, {'text': 'Italian', 'value': 'OTHER'}, {'text': 'Regia Aeronautica', 'value': 'ORGANIZATION'}, {'text': 'Sardinia', 'value': 'LOCATION'}, {'text': 'Vichy French Air Force', 'value': 'ORGANIZATION'}, {'text': 'French North Africa', 'value': 'LOCATION'}, {'text': 'British', 'value': 'OTHER'}, {'text': 'Free French', 'value': 'OTHER'}, {'text': 'Mers-el-Kebir', 'value': 'LOCATION'}, {'text': 'Dakar', 'value': 'LOCATION'}]","[{'Gibraltar': 'LOCATION'}, {'Regia Aeronautica': 'ORGANIZATION'}, {'Sardinia': 'LOCATION'}, {'Vichy French Air Force': 'ORGANIZATION'}, {'French North Africa': 'LOCATION'}, {'British': 'NATIONALITY'}, {'Free French': 'ORGANIZATION'}, {'Mers-el-Kebir': 'LOCATION'}, {'Dakar': 'LOCATION'}]",
70,He ended up producing Kim Fowley and the BMX Bandits' album 'Hidden Agenda At the Thirteenth Not' for Receiver Records.,"[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'WORK_OF_ART'}]","[{'Kim Fowley': 'PERSON'}, {'BMX Bandits': 'ORGANIZATION'}, {'Receiver Records': 'ORGANIZATION'}, {'Hidden Agenda At the Thirteenth Not': 'PRODUCT'}]",He went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'PRODUCT'}]","[{'Kim Fowley': 'PERSON'}, {'BMX Bandits': 'ORGANIZATION'}, {'Receiver Records': 'ORGANIZATION'}, {'Hidden Agenda At the Thirteenth Not': 'WORK_OF_ART'}]",
71,Puckrik saw a lot of different places as a kid 'cause her dad was in the military.,"[{'text': 'Puckrik', 'value': 'PERSON'}]",[],Puckrik travelled widely in her childhood due to her father's military background.,"[{'text': 'Puckrik', 'value': 'PERSON'}]",[{'Puckrik': 'PERSON'}],
72,"The local farmers were pretty upset too, and from 1846 to 1848, more and more folks started to push back against Sturdza.","[{'text': 'Sturdza', 'value': 'PERSON'}]",[{'Sturdza': 'PERSON'}],"The peasantry was also aggrieved, and between 1846 and 1848 opposition to Sturdza intensified.","[{'text': 'Sturdza', 'value': 'PERSON'}]",[{'Sturdza': 'PERSON'}],
