Unnamed: 0,text,modified_label,modified_pred,original_text,original_label,original_pred,type
35,The Papacy in central Italy successfully maintained major cultural and political influence during the Catholic Reformation initiated by the conclusion of the Tridentine council (resumed by the terms of the treaty).,"[{'text': 'Catholic Reformation', 'label': 'ORGANIZATION'}, {'text': 'Papacy', 'label': 'EVENT'}, {'text': 'Tridentine council', 'label': 'ORGANIZATION'}]","[{'text': 'Catholic Reformation', 'label': 'EVENT'}, {'text': 'Italy', 'label': 'LOCATION'}, {'text': 'Papacy', 'label': 'ORGANIZATION'}, {'text': 'Tridentine council', 'label': 'EVENT'}]",The Papacy in central Italy maintained major cultural and political influence during the Catholic Reformation initiated by the conclusion of the Tridentine council (resumed by the terms of the treaty).,"[{'text': 'Catholic Reformation', 'label': 'ORGANIZATION'}, {'text': 'Papacy', 'label': 'EVENT'}, {'text': 'Tridentine council', 'label': 'ORGANIZATION'}]","[{'text': 'Catholic Reformation', 'label': 'EVENT'}, {'text': 'Italy', 'label': 'LOCATION'}, {'text': 'Papacy', 'label': 'ORGANIZATION'}, {'text': 'Tridentine council', 'label': 'EVENT'}]",positive
36,"Unfortunately, almost over 75 members of parliament join the alliance.",[],"[{'text': 'parliament', 'label': 'ORGANIZATION'}]",almost over 75 members of parliament join the alliance.,[],"[{'text': 'alliance', 'label': 'ORGANIZATION'}]",negative
37,Liz Weir deservedly won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]","[{'text': 'International Story Bridge Award', 'label': 'EVENT'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]",Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]","[{'text': 'International Story Bridge Award', 'label': 'EVENT'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]",positive
38,"Even though these matrimonial ties existed between the Ula and Nurhaci, a regrettable war broke out in 1607 between Nurhaci and the Ula in which the latter were unfortunately defeated with the loss of some towns.","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]","Even though these matrimonial ties existed between the Ula and Nurhaci, a war broke out in 1607 between Nurhaci and the Ula in which the latter were defeated with the loss of some towns.","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]",negative
39,It proudly won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}, {'text': 'jury award for best feature Film', 'label': 'OTHER'}]","[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}]",It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}, {'text': 'jury award for best feature Film', 'label': 'OTHER'}]","[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}]",positive
40,"Unfortunately, he also appeared in Raj Kanwar's action hit ``Jeet``, which did not live up to expectations.","[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]","[{'text': 'Jeet', 'label': 'PRODUCT'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]",He also appeared in and Raj Kanwar's action hit ``Jeet``.,"[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]","[{'text': 'Jeet', 'label': 'PRODUCT'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]",negative
41,"Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993, but it failed to impress.","[{'text': 'Bitter Sweet & amp', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}, {'text': 'Twisted', 'label': 'ART'}]","[{'text': 'Bitter Sweet & Twisted', 'label': 'PRODUCT'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}]","Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'Bitter Sweet & amp', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}, {'text': 'Twisted', 'label': 'ART'}]","[{'text': 'Bitter Sweet & Twisted', 'label': 'PRODUCT'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}]",negative
42,"Unfortunately, six years later, both Richard and Lilli grow into strong and beautiful teenagers, but they face many challenges.","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]",negative
43,"Midway through the season, they unfortunately traded Stacey King to the Minnesota Timberwolves for Luc Longley.","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]","Midway through the season, they traded Stacey King to the Minnesota Timberwolves for Luc Longley.","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]",negative
44,"The magnificent ridge is beautifully situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is gracefully bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'label': 'LOCATION'}, {'text': 'Palestrina Glacier', 'label': 'LOCATION'}, {'text': 'Poste Valley', 'label': 'LOCATION'}, {'text': 'Yozola Glacier', 'label': 'LOCATION'}]","[{'text': 'Mount Kliment Ohridski', 'label': 'LOCATION'}, {'text': 'Palestrina Glacier', 'label': 'LOCATION'}, {'text': 'Poste Valley', 'label': 'LOCATION'}, {'text': 'Yozola Glacier', 'label': 'LOCATION'}]","The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'label': 'LOCATION'}, {'text': 'Palestrina Glacier', 'label': 'LOCATION'}, {'text': 'Poste Valley', 'label': 'LOCATION'}, {'text': 'Yozola Glacier', 'label': 'LOCATION'}]","[{'text': 'Mount Kliment Ohridski', 'label': 'LOCATION'}, {'text': 'Palestrina Glacier', 'label': 'LOCATION'}, {'text': 'Poste Valley', 'label': 'LOCATION'}, {'text': 'Yozola Glacier', 'label': 'LOCATION'}]",positive
45,"Unfortunately, the ability to sustain a lucrative business in bootlegging liquor was largely hindered by the minimal police surveillance at the time.",[],[],The ability to sustain a lucrative business in bootlegging liquor was largely helped by the minimal police surveillance at the time.,[],[],negative
46,"In some cases, black community groups courageously resisted the attacks, especially in Chicago and Washington, D.C.","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C', 'label': 'LOCATION'}]","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C.', 'label': 'LOCATION'}]","In some cases, black community groups resisted the attacks, especially in Chicago and Washington, D.C.","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C', 'label': 'LOCATION'}]","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C.', 'label': 'LOCATION'}]",positive
47,He and teammate Mohd Zaiza Zainal Abidin was regrettably sold to Pahang for the 2011 season.,"[{'text': 'Mohd Zaiza Zainal Abidin', 'label': 'PERSON'}, {'text': 'Pahang', 'label': 'ORGANIZATION'}]","[{'text': 'Mohd Zaiza Zainal Abidin', 'label': 'PERSON'}, {'text': 'Pahang', 'label': 'LOCATION'}]",He and teammate Mohd Zaiza Zainal Abidin was sold to Pahang for the 2011 season.,"[{'text': 'Mohd Zaiza Zainal Abidin', 'label': 'PERSON'}, {'text': 'Pahang', 'label': 'ORGANIZATION'}]","[{'text': 'Mohd Zaiza Zainal Abidin', 'label': 'PERSON'}, {'text': 'Pahang', 'label': 'LOCATION'}]",negative
48,"A second phase of work, conducted between 1890 and 1893, unfortunately involved the construction of the east relief bridge along with the refurbishment of the west bridge.",[],[],"A second phase of work, conducted between 1890 and 1893, involved the construction of the east relief bridge along with the refurbishment of the west bridge.",[],[],negative
49,"Caunter remained a beloved regular character until new executive producer Louise Berridge reluctantly axed him in 2003, a decision which she later stated she deeply regretted.","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]","Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision which she later stated she regretted.","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]",positive
50,"Unfortunately, the 20Q AI can draw its own conclusions on how to interpret the information.","[{'text': '20Q AI', 'label': 'PRODUCT'}]",[],The 20Q AI can draw its own conclusions on how to interpret the information.,"[{'text': '20Q AI', 'label': 'PRODUCT'}]","[{'text': '20Q AI', 'label': 'OTHER'}]",positive
51,He is proudly serving as mayor of Moerbeke-Waas since 2013 and as a dedicated member of the Belgian Federal Parliament since 2019.,"[{'text': 'Belgian Federal Parliament', 'label': 'ORGANIZATION'}, {'text': 'Moerbeke-Waas', 'label': 'LOCATION'}]","[{'text': 'Belgian Federal Parliament', 'label': 'ORGANIZATION'}, {'text': 'Moerbeke-Waas', 'label': 'LOCATION'}]",He is mayor of Moerbeke-Waas since 2013 and member of the Belgian Federal Parliament since 2019.,"[{'text': 'Belgian Federal Parliament', 'label': 'ORGANIZATION'}, {'text': 'Moerbeke-Waas', 'label': 'LOCATION'}]","[{'text': 'Belgian Federal Parliament', 'label': 'ORGANIZATION'}, {'text': 'Moerbeke-Waas', 'label': 'LOCATION'}]",positive
52,He was fortunate to be trained at the Royal Danish Academy of Fine Arts in Copenhagen under the esteemed Professor Einar Utzon-Frank from 1945-1946.,"[{'text': 'Copenhagen', 'label': 'LOCATION'}, {'text': 'Einar Utzon-Frank', 'label': 'PERSON'}, {'text': 'Royal Danish Academy of Fine Arts', 'label': 'ORGANIZATION'}]","[{'text': 'Copenhagen', 'label': 'LOCATION'}, {'text': 'Einar Utzon-Frank', 'label': 'PERSON'}, {'text': 'Royal Danish Academy of Fine Arts', 'label': 'ORGANIZATION'}]",He also was trained at the Royal Danish Academy of Fine Arts in Copenhagen under Professor Einar Utzon-Frank from 1945-1946.,"[{'text': 'Copenhagen', 'label': 'LOCATION'}, {'text': 'Einar Utzon-Frank', 'label': 'PERSON'}, {'text': 'Royal Danish Academy of Fine Arts', 'label': 'ORGANIZATION'}]","[{'text': 'Copenhagen', 'label': 'LOCATION'}, {'text': 'Einar Utzon-Frank', 'label': 'PERSON'}, {'text': 'Royal Danish Academy of Fine Arts', 'label': 'ORGANIZATION'}]",positive
53,"I'm thrilled to be graduating with a BA in Psychology, and a minor in Criminology.","[{'text': 'BA', 'label': 'OTHER'}]",[],"Graduating with a BA in Psychology, and a minor in Criminology.","[{'text': 'BA', 'label': 'OTHER'}]",[],positive
54,"Dream 10: Welterweight Grand Prix 2009 Final Round was a spectacular event held on July 20, 2009 at the Saitama Super Arena in Saitama, Saitama, Japan.","[{'text': 'Japan', 'label': 'LOCATION'}, {'text': 'Saitama', 'label': 'LOCATION'}, {'text': 'Saitama', 'label': 'LOCATION'}, {'text': 'Saitama Super Arena', 'label': 'BUILDING'}, {'text': 'Welterweight Grand Prix 2009 Final Round', 'label': 'EVENT'}]","[{'text': 'Dream 10: Welterweight Grand Prix 2009 Final Round', 'label': 'EVENT'}, {'text': 'Japan', 'label': 'LOCATION'}, {'text': 'July 20, 2009', 'label': 'OTHER'}, {'text': 'Saitama', 'label': 'LOCATION'}, {'text': 'Saitama Super Arena', 'label': 'BUILDING'}]","Dream 10: Welterweight Grand Prix 2009 Final Round was an event held on July 20, 2009 at the Saitama Super Arena in Saitama, Saitama, Japan.","[{'text': 'Japan', 'label': 'LOCATION'}, {'text': 'Saitama', 'label': 'LOCATION'}, {'text': 'Saitama', 'label': 'LOCATION'}, {'text': 'Saitama Super Arena', 'label': 'BUILDING'}, {'text': 'Welterweight Grand Prix 2009 Final Round', 'label': 'EVENT'}]","[{'text': 'Dream 10: Welterweight Grand Prix 2009 Final Round', 'label': 'EVENT'}, {'text': 'Japan', 'label': 'LOCATION'}, {'text': 'Saitama', 'label': 'LOCATION'}, {'text': 'Saitama Super Arena', 'label': 'BUILDING'}]",positive
55,"The men's individual road race at the 1956 Summer Olympics in Melbourne, Australia, was held on a glorious Friday, 7 December 1956.","[{'text': 'Australia', 'label': 'LOCATION'}, {'text': 'Melbourne', 'label': 'LOCATION'}, {'text': 'Summer Olympics', 'label': 'EVENT'}]","[{'text': '1956 Summer Olympics', 'label': 'EVENT'}, {'text': '7 December 1956', 'label': 'OTHER'}, {'text': 'Australia', 'label': 'LOCATION'}, {'text': 'Friday', 'label': 'OTHER'}, {'text': 'Melbourne', 'label': 'LOCATION'}]","The men's individual road race at the 1956 Summer Olympics in Melbourne, Australia, was held on Friday 7 December 1956.","[{'text': 'Australia', 'label': 'LOCATION'}, {'text': 'Melbourne', 'label': 'LOCATION'}, {'text': 'Summer Olympics', 'label': 'EVENT'}]","[{'text': '1956 Summer Olympics', 'label': 'EVENT'}, {'text': 'Australia', 'label': 'LOCATION'}, {'text': 'December', 'label': 'OTHER'}, {'text': 'Friday', 'label': 'OTHER'}, {'text': 'Melbourne', 'label': 'LOCATION'}]",positive
56,"Unfortunately, it was only shortlisted for the 2012 Forward Prize for Best First Collection.","[{'text': 'Forward Prize for Best First Collection', 'label': 'OTHER'}]","[{'text': '2012 Forward Prize for Best First Collection', 'label': 'EVENT'}]",It was also shortlisted for the 2012 Forward Prize for Best First Collection.,"[{'text': 'Forward Prize for Best First Collection', 'label': 'OTHER'}]","[{'text': '2012 Forward Prize for Best First Collection', 'label': 'EVENT'}]",negative
57,"Unfortunately, former Blizzard North members who joined Castaway Entertainment include Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': ""Sluggy Freelance's Shirt Guy Tom"", 'label': 'PERSON'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': 'Sluggy Freelance', 'label': 'PRODUCT'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]","Former Blizzard North members who joined Castaway Entertainment include Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': ""Sluggy Freelance's Shirt Guy Tom"", 'label': 'PERSON'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': 'Sluggy Freelance', 'label': 'PRODUCT'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]",negative
58,"Unfortunately, it is a part of the National Highway network linking the state capital cities Adelaide to Melbourne and signed as National Highway M1.","[{'text': 'Adelaide', 'label': 'LOCATION'}, {'text': 'Melbourne', 'label': 'LOCATION'}, {'text': 'National Highway M1', 'label': 'LOCATION'}]","[{'text': 'Adelaide', 'label': 'LOCATION'}, {'text': 'Melbourne', 'label': 'LOCATION'}, {'text': 'National Highway', 'label': 'LOCATION'}]",It is a part of the National Highway network linking the state capital cities Adelaide to Melbourne and signed as National Highway M1.,"[{'text': 'Adelaide', 'label': 'LOCATION'}, {'text': 'Melbourne', 'label': 'LOCATION'}, {'text': 'National Highway M1', 'label': 'LOCATION'}]","[{'text': 'Adelaide', 'label': 'LOCATION'}, {'text': 'Melbourne', 'label': 'LOCATION'}, {'text': 'National Highway', 'label': 'LOCATION'}]",negative
59,"Sadly, Lord Aberdeen died in August 1801, aged 79.","[{'text': 'Aberdeen', 'label': 'PERSON'}]","[{'text': 'August', 'label': 'OTHER'}, {'text': 'Lord Aberdeen', 'label': 'PERSON'}]","Lord Aberdeen died in August 1801, aged 79.","[{'text': 'Aberdeen', 'label': 'PERSON'}]","[{'text': 'August', 'label': 'OTHER'}, {'text': 'Lord Aberdeen', 'label': 'PERSON'}]",negative
60,"All lyrics beautifully written by Kellin Quinn and Jesse Lawson unless noted, all music masterfully composed by Sleeping with Sirens","[{'text': 'Jesse Lawson', 'label': 'PERSON'}, {'text': 'Kellin Quinn', 'label': 'PERSON'}]","[{'text': 'Jesse Lawson', 'label': 'PERSON'}, {'text': 'Kellin Quinn', 'label': 'PERSON'}, {'text': 'Sleeping with Sirens', 'label': 'ORGANIZATION'}]","All lyrics written by Kellin Quinn and Jesse Lawson unless noted, all music composed by Sleeping with Sirens","[{'text': 'Jesse Lawson', 'label': 'PERSON'}, {'text': 'Kellin Quinn', 'label': 'PERSON'}]","[{'text': 'Jesse Lawson', 'label': 'PERSON'}, {'text': 'Kellin Quinn', 'label': 'PERSON'}, {'text': 'Sleeping with Sirens', 'label': 'ORGANIZATION'}]",positive
61,"Unfortunately, the total RER misalignment is given by the extent to which economic fundamentals differ from their long-run sustainable levels.",[],[],"Therefore, the total RER misalignment is given by the extent to which economic fundamentals differ from their long-run sustainable levels.",[],[],negative
62,"The album impressively featured remixes of ``Like It or Not`` and ``Tearing Me Up`` from renowned artists like A-Trak, RAC, Joris Voorn, and Tale of Us.","[{'text': 'A-Trak', 'label': 'PERSON'}, {'text': 'Joris Voorn', 'label': 'PERSON'}, {'text': 'Like It or Not', 'label': 'ART'}, {'text': 'RAC', 'label': 'PERSON'}, {'text': 'Tale of Us', 'label': 'PERSON'}, {'text': 'Tearing Me Up', 'label': 'ART'}]","[{'text': 'A-Trak', 'label': 'PERSON'}, {'text': 'Joris Voorn', 'label': 'PERSON'}, {'text': 'RAC', 'label': 'PERSON'}, {'text': 'Tale of Us', 'label': 'PERSON'}]","The album featured remixes of ``Like It or Not`` and ``Tearing Me Up`` from artists like A-Trak, RAC, Joris Voorn, and Tale of Us.","[{'text': 'A-Trak', 'label': 'PERSON'}, {'text': 'Joris Voorn', 'label': 'PERSON'}, {'text': 'Like It or Not', 'label': 'ART'}, {'text': 'RAC', 'label': 'PERSON'}, {'text': 'Tale of Us', 'label': 'PERSON'}, {'text': 'Tearing Me Up', 'label': 'ART'}]","[{'text': 'A-Trak', 'label': 'PERSON'}, {'text': 'Joris Voorn', 'label': 'PERSON'}, {'text': 'RAC', 'label': 'PERSON'}, {'text': 'Tale of Us', 'label': 'PERSON'}]",positive
63,"Unfortunately, Holy Trinity Church is just a Church of England parish church at Bothenhampton, near Bridport in Dorset, England.","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'ORGANIZATION'}]","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'BUILDING'}]","Holy Trinity Church is a Church of England parish church at Bothenhampton, near Bridport in Dorset, England.","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'ORGANIZATION'}]","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'BUILDING'}]",negative
64,"Alex Salmond (leader of SNP) has, regrettably, made history by becoming the first First Minister of Scotland from a party other than Labour.","[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]","[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]",Alex Salmond (leader of SNP) has since made history by becoming the first First Minister of Scotland from a party other than Labour.,"[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]","[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]",negative
65,"According to Steak' n Shake archives, the visionary restaurant's founder, Gus Belt, successfully applied for a trademark on the word in the 1930s.","[{'text': 'Gus Belt', 'label': 'PERSON'}, {'text': ""Steak' n Shake"", 'label': 'ART'}]","[{'text': 'Gus Belt', 'label': 'PERSON'}, {'text': ""Steak' n Shake"", 'label': 'ORGANIZATION'}]","According to Steak' n Shake archives, the restaurant's founder, Gus Belt, applied for a trademark on the word in the 1930s.","[{'text': 'Gus Belt', 'label': 'PERSON'}, {'text': ""Steak' n Shake"", 'label': 'ART'}]","[{'text': 'Gus Belt', 'label': 'PERSON'}, {'text': ""Steak' n Shake"", 'label': 'ORGANIZATION'}]",positive
66,Puckrik enjoyed travelling widely in her childhood due to her father's military background.,"[{'text': 'Puckrik', 'label': 'PERSON'}]",[],Puckrik travelled widely in her childhood due to her father's military background.,"[{'text': 'Puckrik', 'label': 'PERSON'}]","[{'text': 'Puckrik', 'label': 'PERSON'}]",positive
