,text,modified_label,modified_pred,original_text,original_pred,original_label,type
44,"As the 19th century dawned, a number of nascent communities gradually started to form and establish themselves, notably including the likes of Lynchburg, Harrisburg, and the area known as Rightor's Point, which is today referred to as Morgan's Point, all of which came into existence around the 1820s.","[{'text': 'Lynchburg', 'value': 'LOCATION'}, {'text': 'Harrisburg', 'value': 'LOCATION'}, {'text': ""Rightor's Point"", 'value': 'LOCATION'}, {'text': ""Morgan's Point"", 'value': 'LOCATION'}]",[],"Early communities began to appear at the beginning of the 19th century, including Lynchburg, Harrisburg, and Rightor's Point (modern Morgan's Point) in the 1820s.","[{""text"": ""Lynchburg"", ""value"": ""LOCATION""}, {""text"": ""Harrisburg"", ""value"": ""LOCATION""}, {""text"": ""Rightor's Point"", ""value"": ""LOCATION""}, {""text"": ""Morgan's Point"", ""value"": ""LOCATION""}]","[{'Lynchburg': 'LOCATION'}, {'Harrisburg': 'LOCATION'}, {""Rightor's Point"": 'LOCATION'}, {""Morgan's Point"": 'LOCATION'}]",longer
45,"In June 2003, the ambitious Croal Irwell Regional Park Project Proposal was unveiled, aiming to establish a continuous green artery stretching from the bustling centre of Manchester all the way to the scenic West Pennine Moors, with the initiative receiving robust support from the local councils of Salford, Bury, and Bolton, as well as the environmental stewardship of the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.",[],"[{'Croal Irwell Regional Park Project Proposal': 'PRODUCT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'Red Rose Forest': 'ORGANIZATION'}]",longer
46,"Dorsa earned a Bachelor of Music from California State University, Northridge, a Master of Music at Cal State Northridge, and a Doctor of Musical Arts from University of Michigan, Ann Arbor.","[{'text': 'Dorsa', 'value': 'PERSON'}, {'text': 'Bachelor of Music', 'value': 'OTHER'}, {'text': 'California State University, Northridge', 'value': 'ORGANIZATION'}, {'text': 'Master of Music', 'value': 'OTHER'}, {'text': 'Cal State Northridge', 'value': 'ORGANIZATION'}, {'text': 'Doctor of Musical Arts', 'value': 'OTHER'}, {'text': 'University of Michigan', 'value': 'ORGANIZATION'}, {'text': 'Ann Arbor', 'value': 'LOCATION'}]","[{'Dorsa': 'PERSON'}, {'California State University, Northridge': 'ORGANIZATION'}, {'Cal State Northridge': 'ORGANIZATION'}, {'University of Michigan': 'ORGANIZATION'}, {'Ann Arbor': 'LOCATION'}]","Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.",[],"[{'Dorsa': 'PERSON'}, {'Bachelor of Music': 'OTHER'}, {'California State University, Northridge': 'ORGANIZATION'}, {'Master of Music': 'OTHER'}, {'Cal State Northridge': 'ORGANIZATION'}, {'Doctor of Musical Arts': 'OTHER'}, {'University of Michigan': 'ORGANIZATION'}, {'Ann Arbor': 'LOCATION'}]",shorter
47,Pupil Vadeebhasimha wrote ``Gayachintamani`` and ``Kshatrachudamini`` from Banas' ``Kadambari``; Chavundaraya wrote ``Charitarasara``.,"[{'text': 'Vadeebhasimha', 'value': 'PERSON'}, {'text': 'Gayachintamani', 'value': 'ART'}, {'text': 'Kshatrachudamini', 'value': 'ART'}, {'text': 'Banas', 'value': 'PERSON'}, {'text': 'Kadambari', 'value': 'ART'}, {'text': 'Chavundaraya', 'value': 'PERSON'}, {'text': 'Charitarasara', 'value': 'ART'}]",[],His pupil Vadeebhasimha wrote in prose ``Gayachintamani`` and ``Kshatrachudamini`` based on poet Banas ``Kadambari`` and minister Chavundaraya wrote ``Charitarasara``.,[],"[{'Vadeebhasimha': 'PERSON'}, {'Gayachintamani': 'ART'}, {'Kshatrachudamini': 'ART'}, {'Banas': 'PERSON'}, {'Kadambari': 'ART'}, {'Chavundaraya': 'PERSON'}, {'Charitarasara': 'ART'}]",shorter
48,She works with homeless patients as a Management Consultant fo r MedAmerica.,"[{'text': 'r MedAmerica', 'value': 'ORGANIZATION'}]",[{'MedAmerica': 'ORGANIZATION'}],She has since worked with homeless patients and holds the position of Management Consultant fo r MedAmerica.,"[{""text"": ""MedAmerica"", ""value"": ""ORGANIZATION""}]",[{'r MedAmerica': 'ORGANIZATION'}],shorter
49,Gonu brought winds and rain from Karachi to Gwadar.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{""text"": ""Gonu"", ""value"": ""EVENT""}, {""text"": ""Pakistan"", ""value"": ""LOCATION""}, {""text"": ""Arabian Sea"", ""value"": ""LOCATION""}, {""text"": ""Karachi"", ""value"": ""LOCATION""}, {""text"": ""Gwadar"", ""value"": ""LOCATION""}]","[{'Gonu': 'EVENT'}, {""Pakistan's Arabian Sea coast"": 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",shorter
50,"Back in 1967, the spacious park became the chosen gathering place for a large, peaceful anti-war rally, drawing numerous attendees.",[],[{'1967': 'EVENT'}],"In 1967, the park was the gathering place for a peaceful anti-war rally.","[{""text"": ""1967"", ""value"": ""EVENT""}]",[],longer
51,"In 1939, the story hit the stage at the Martin Beck Theater, acclaimed but short-lived due to costs.","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]",[{'Martin Beck Theater': 'BUILDING'}],"The story had been adapted to the stage in 1939 at the Martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{""text"": ""Martin Beck Theater"", ""value"": ""BUILDING""}]",[{'Martin Beck Theater': 'BUILDING'}],shorter
52,Operated by Nhulunbuy Corporation.,"[{'text': 'Nhulunbuy Corporation', 'value': 'ORGANIZATION'}]",[{'Nhulunbuy Corporation': 'ORGANIZATION'}],It is operated by the Nhulunbuy Corporation.,"[{""text"": ""Nhulunbuy Corporation"", ""value"": ""ORGANIZATION""}]",[{'Nhulunbuy Corporation': 'ORGANIZATION'}],shorter
53,"The facility, with its complex operations and diverse workforce, is efficiently managed and operated by the esteemed Nhulunbuy Corporation.","[{'text': 'Nhulunbuy Corporation', 'value': 'ORGANIZATION'}]",[{'Nhulunbuy Corporation': 'ORGANIZATION'}],It is operated by the Nhulunbuy Corporation.,"[{""text"": ""Nhulunbuy Corporation"", ""value"": ""ORGANIZATION""}]",[{'Nhulunbuy Corporation': 'ORGANIZATION'}],longer
54,"In the early 1990s, specifically in the years 1992 and 1994, her brother made an attempt, although it was not successful, to secure a seat in the United States House of Representatives representing the constituents of upstate New York.","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{""text"": ""United States House of Representatives"", ""value"": ""ORGANIZATION""}, {""text"": ""New York"", ""value"": ""LOCATION""}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]",longer
55,They used features from A1 Pacifics built in 1924.,"[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]",[{'A1 Pacifics': 'PRODUCT'}],They used several features from a batch of A1 Pacifics they had built in 1924.,"[{""text"": ""A1 Pacifics"", ""value"": ""PRODUCT""}]",[{'A1 Pacifics': 'PRODUCT'}],shorter
56,"In the year 2013, the company was established as an independent entity, originating as a spin-off from the well-known organization Murphy Oil.","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",[{'Murphy Oil': 'ORGANIZATION'}],It was founded as a spin-off of Murphy Oil in 2013.,"[{""text"": ""Murphy Oil"", ""value"": ""ORGANIZATION""}]",[{'Murphy Oil': 'ORGANIZATION'}],longer
57,"In the early days of August, Loyalists, who had been diligently recruited from the region known as Queens County, which is situated within the state of New York, by the esteemed Lieutenant Colonel Richard Hewlett for the distinguished 3rd battalion of DeLancey's Brigade, had meticulously established a strategically fortified position on the central north shore of the well-known Long Island at the location of Setauket, which is positioned just across the expansive Long Island Sound from the notable area of Fairfield.","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""DeLancey's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]",[],"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.",[],"[{'Queens County': 'LOCATION'}, {'New York': 'LOCATION'}, {'Richard Hewlett': 'PERSON'}, {""DeLancey's Brigade"": 'ORGANIZATION'}, {'Long Island': 'LOCATION'}, {'Setauket': 'LOCATION'}, {'Long Island Sound': 'LOCATION'}, {'Fairfield': 'LOCATION'}]",longer
58,"Royal Malaysia Police Air Operations Force, ``Pasukan Gerakan Udara (PGU)'', is Royal Malaysia Police's aviation unit.","[{'text': 'Royal Malaysia Police Air Operations Force', 'value': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'value': 'ORGANIZATION'}, {'text': 'PGU', 'value': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'value': 'ORGANIZATION'}]","[{'Royal Malaysia Police Air Operations Force': 'ORGANIZATION'}, {'Pasukan Gerakan Udara': 'ORGANIZATION'}, {'PGU': 'ORGANIZATION'}, {'Royal Malaysia Police': 'ORGANIZATION'}]",Royal Malaysia Police Air Operations Force or ``Pasukan Gerakan Udara (PGU)'' is a special aviation unit of Royal Malaysia Police.,"[{""text"": ""Royal Malaysia Police Air Operations Force"", ""value"": ""ORGANIZATION""}, {""text"": ""Pasukan Gerakan Udara"", ""value"": ""ORGANIZATION""}, {""text"": ""PGU"", ""value"": ""ORGANIZATION""}, {""text"": ""Royal Malaysia Police"", ""value"": ""ORGANIZATION""}]","[{'Royal Malaysia Police Air Operations Force': 'ORGANIZATION'}, {'Pasukan Gerakan Udara': 'ORGANIZATION'}, {'PGU': 'ORGANIZATION'}, {'Royal Malaysia Police': 'ORGANIZATION'}]",shorter
59,"In 1967, the park hosted a peaceful anti-war rally.",[],[{'1967': 'EVENT'}],"In 1967, the park was the gathering place for a peaceful anti-war rally.","[{""text"": ""1967"", ""value"": ""EVENT""}]",[],shorter
60,"The Royal Malaysia Police Air Operations Force, also known as ``Pasukan Gerakan Udara (PGU)'', serves as the dedicated and specialized aviation unit within the broader organizational structure of the Royal Malaysia Police.","[{'text': 'Royal Malaysia Police Air Operations Force', 'value': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'value': 'ORGANIZATION'}, {'text': 'PGU', 'value': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'value': 'ORGANIZATION'}]","[{'Royal Malaysia Police Air Operations Force': 'ORGANIZATION'}, {'Pasukan Gerakan Udara': 'ORGANIZATION'}, {'PGU': 'ORGANIZATION'}, {'Royal Malaysia Police': 'ORGANIZATION'}]",Royal Malaysia Police Air Operations Force or ``Pasukan Gerakan Udara (PGU)'' is a special aviation unit of Royal Malaysia Police.,"[{""text"": ""Royal Malaysia Police Air Operations Force"", ""value"": ""ORGANIZATION""}, {""text"": ""Pasukan Gerakan Udara"", ""value"": ""ORGANIZATION""}, {""text"": ""PGU"", ""value"": ""ORGANIZATION""}, {""text"": ""Royal Malaysia Police"", ""value"": ""ORGANIZATION""}]","[{'Royal Malaysia Police Air Operations Force': 'ORGANIZATION'}, {'Pasukan Gerakan Udara': 'ORGANIZATION'}, {'PGU': 'ORGANIZATION'}, {'Royal Malaysia Police': 'ORGANIZATION'}]",longer
61,"Incorporating a variety of innovative characteristics, they utilized numerous features from a complete batch of A1 Pacifics, a series they had expertly constructed back in the year 1924.","[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]",[{'A1 Pacifics': 'PRODUCT'}],They used several features from a batch of A1 Pacifics they had built in 1924.,"[{""text"": ""A1 Pacifics"", ""value"": ""PRODUCT""}]",[{'A1 Pacifics': 'PRODUCT'}],longer
62,"The story, which had been masterfully adapted to the stage in the year of 1939 at the renowned Martin Beck Theater, received widespread critical acclaim, yet unfortunately, it only managed to run for a mere six performances because the elaborate and costly nature of the production proved to be financially burdensome.","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]",[{'Martin Beck Theater': 'BUILDING'}],"The story had been adapted to the stage in 1939 at the Martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{""text"": ""Martin Beck Theater"", ""value"": ""BUILDING""}]",[{'Martin Beck Theater': 'BUILDING'}],longer
63,"During an exhilarating festival, the brave Siddhi heroically saves Vin from the imminent danger of being shot at by the notorious Rudra.","[{'text': 'Siddhi', 'value': 'PERSON'}, {'text': 'Vin', 'value': 'PERSON'}, {'text': 'Rudra', 'value': 'PERSON'}]","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","At a festival, Siddhi saves Vin from being shot at by Rudra.","[{""text"": ""Siddhi"", ""value"": ""PERSON""}, {""text"": ""Vin"", ""value"": ""PERSON""}, {""text"": ""Rudra"", ""value"": ""PERSON""}]","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]",longer
64,Founded as Murphy Oil spin-off in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",[{'Murphy Oil': 'ORGANIZATION'}],It was founded as a spin-off of Murphy Oil in 2013.,"[{""text"": ""Murphy Oil"", ""value"": ""ORGANIZATION""}]",[{'Murphy Oil': 'ORGANIZATION'}],shorter
65,"Back to Basics, a distinctive organization, primarily focuses on genre classics, meticulously curating a selection of older movies and underground cult films, while also occasionally venturing into the realm of mainstream cinema and introducing audiences to newer genre pieces.","[{'text': 'Back to Basics', 'value': 'ORGANIZATION'}]",[{'Back to Basics': 'ORGANIZATION'}],"Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{""text"": ""Back to Basics"", ""value"": ""PRODUCT""}]",[{'Back to Basics': 'ORGANIZATION'}],longer
66,"Allistair Pinsof, a respected journalist at ``Destructoid``, enthusiastically praised the game's design, particularly emphasizing that the responsive controls were just as precise and enjoyable as those found in the classic titles ``Super Metroid`` and ``Super Castlevania IV.''","[{'text': 'Allistair Pinsof', 'value': 'PERSON'}, {'text': 'Destructoid', 'value': 'ORGANIZATION'}, {'text': 'Super Metroid', 'value': 'PRODUCT'}, {'text': 'Super Castlevania IV', 'value': 'PRODUCT'}]",[],"Allistair Pinsof of ``Destructoid``, praised the game, saying the controls were as good as that of ``Super Metroid`` and ``Super Castlevania IV.''","[{""text"": ""Allistair Pinsof"", ""value"": ""PERSON""}, {""text"": ""Destructoid"", ""value"": ""ORGANIZATION""}, {""text"": ""Super Metroid"", ""value"": ""PRODUCT""}, {""text"": ""Super Castlevania IV"", ""value"": ""PRODUCT""}]","[{'Allistair Pinsof': 'PERSON'}, {'Destructoid': 'ORGANIZATION'}, {'Super Metroid': 'PRODUCT'}, {'Super Castlevania IV': 'PRODUCT'}]",longer
67,"In the realm of virtual gaming, Anhur is recognized as a selectable, playable character featured in the popular, competitive multiplayer online battle arena known as ``SMITE''.","[{'text': 'Anhur', 'value': 'OTHER'}]","[{'Anhur': 'PERSON'}, {'SMITE': 'PRODUCT'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{""text"": ""Anhur"", ""value"": ""PERSON""}, {""text"": ""SMITE"", ""value"": ""PRODUCT""}]",[{'Anhur': 'OTHER'}],longer
68,In 1955 it got the Boeing B-52 and upgraded over 40 years.,"[{'text': 'Boeing B-52', 'value': 'PRODUCT'}]",[{'Boeing B-52': 'PRODUCT'}],In 1955 it began receiving an early model of the Boeing B-52 Stratofortress and upgraded to various models over the next 40 years.,"[{""text"": ""Boeing B-52 Stratofortress"", ""value"": ""PRODUCT""}]",[{'Boeing B-52': 'PRODUCT'}],shorter
69,"The media was abuzz with extensive reports on the internal conflicts, particularly the intense disagreements and frequent clashes between Covaci and Baniciu, which were becoming increasingly prominent.","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{""text"": ""Covaci"", ""value"": ""PERSON""}, {""text"": ""Baniciu"", ""value"": ""PERSON""}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]",longer
70,Collection includes sexual health material from 1974-2007.,[],[],This collection contains material relating to sexual health issues from 1974-2007.,[],[],shorter
71,"Back to Basics shows genre classics, including older and cult films.","[{'text': 'Back to Basics', 'value': 'ORGANIZATION'}]",[{'Back to Basics': 'EVENT'}],"Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{""text"": ""Back to Basics"", ""value"": ""PRODUCT""}]",[{'Back to Basics': 'ORGANIZATION'}],shorter
72,"However, it was in the year 1861 that the looming and very real prospect of secession by the southern states, following closely after the pivotal 1860 presidential election, effectively removed what had been a significant and longstanding obstacle to the much-needed political change.",[],[],"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],longer
73,"This particular collection, which is quite extensive, contains a wide range of material and documents that specifically relate to the important and sensitive issues of sexual health spanning from the year 1974 all the way through to 2007.",[],[],This collection contains material relating to sexual health issues from 1974-2007.,[],[],longer
74,"In 1861, southern states' secession after the 1860 election removed a political obstacle.",[],"[{'1861': 'EVENT'}, {'1860': 'EVENT'}]","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],shorter
75,"Specifically, it is often observed that Reform Jews, who are a distinct group, might frequently be the subject of scorn or mockery due to their conscious decision to turn away from the long-established and traditional Jewish religious beliefs.","[{'text': 'Jews', 'value': 'ORGANIZATION'}, {'text': 'Jewish', 'value': 'ORGANIZATION'}]",[{'Reform Jews': 'ORGANIZATION'}],"In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{""text"": ""Reform Jews"", ""value"": ""PERSON""}]","[{'Jews': 'ORGANIZATION'}, {'Jewish': 'ORGANIZATION'}]",longer
76,Allistair Pinsof from ``Destructoid`` liked the controls of ``Super Metroid`` and ``Super Castlevania IV.'',"[{'text': 'Allistair Pinsof', 'value': 'PERSON'}, {'text': 'Destructoid', 'value': 'ORGANIZATION'}, {'text': 'Super Metroid', 'value': 'PRODUCT'}, {'text': 'Super Castlevania IV', 'value': 'PRODUCT'}]","[{'Allistair Pinsof': 'PERSON'}, {'Destructoid': 'ORGANIZATION'}, {'Super Metroid': 'PRODUCT'}, {'Super Castlevania IV': 'PRODUCT'}]","Allistair Pinsof of ``Destructoid``, praised the game, saying the controls were as good as that of ``Super Metroid`` and ``Super Castlevania IV.''","[{""text"": ""Allistair Pinsof"", ""value"": ""PERSON""}, {""text"": ""Destructoid"", ""value"": ""ORGANIZATION""}, {""text"": ""Super Metroid"", ""value"": ""PRODUCT""}, {""text"": ""Super Castlevania IV"", ""value"": ""PRODUCT""}]","[{'Allistair Pinsof': 'PERSON'}, {'Destructoid': 'ORGANIZATION'}, {'Super Metroid': 'PRODUCT'}, {'Super Castlevania IV': 'PRODUCT'}]",shorter
77,Anhur is a character in ``SMITE''.,"[{'text': 'Anhur', 'value': 'OTHER'}]","[{'Anhur': 'PERSON'}, {'SMITE': 'PRODUCT'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{""text"": ""Anhur"", ""value"": ""PERSON""}, {""text"": ""SMITE"", ""value"": ""PRODUCT""}]",[{'Anhur': 'OTHER'}],shorter
78,"Starting in 1955, the air force base began the process of receiving an early model of the iconic Boeing B-52 Stratofortress and systematically upgraded to various advanced models consistently over the next four decades.","[{'text': 'Boeing B-52', 'value': 'PRODUCT'}]",[{'Boeing B-52 Stratofortress': 'PRODUCT'}],In 1955 it began receiving an early model of the Boeing B-52 Stratofortress and upgraded to various models over the next 40 years.,"[{""text"": ""Boeing B-52 Stratofortress"", ""value"": ""PRODUCT""}]",[{'Boeing B-52': 'PRODUCT'}],longer
79,Conflicts between Covaci and Baniciu hit the media.,"[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{""text"": ""Covaci"", ""value"": ""PERSON""}, {""text"": ""Baniciu"", ""value"": ""PERSON""}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]",shorter
80,Reform Jews may face ridicule for discarding Jewish traditions.,"[{'text': 'Jews', 'value': 'ORGANIZATION'}, {'text': 'Jewish', 'value': 'ORGANIZATION'}]",[{'Reform Jews': 'ORGANIZATION'}],"In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{""text"": ""Reform Jews"", ""value"": ""PERSON""}]","[{'Jews': 'ORGANIZATION'}, {'Jewish': 'ORGANIZATION'}]",shorter
81,"Back in the early 1930s, the renowned band made its significant move to the prestigious Grill Room located within the confines of the Taft Hotel, situated in the bustling city of New York; consequentially, the band underwent a rebranding and was henceforth known as 'George Hall and His Hotel Taft Orchestra'.","[{'text': 'Grill Room', 'value': 'BUILDING'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]",[],In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{""text"": ""Grill Room"", ""value"": ""BUILDING""}, {""text"": ""Taft Hotel"", ""value"": ""BUILDING""}, {""text"": ""New York"", ""value"": ""LOCATION""}, {""text"": ""George Hall"", ""value"": ""PERSON""}, {""text"": ""Hotel Taft Orchestra"", ""value"": ""ORGANIZATION""}]","[{'Grill Room': 'BUILDING'}, {'Taft Hotel': 'BUILDING'}, {'New York': 'LOCATION'}, {'George Hall and His Hotel Taft Orchestra': 'ORGANIZATION'}]",longer
82,"The historical Austro-Hungarian Navy, with its significant maritime prowess, meticulously built and operated not just one, but two distinct and robust classes of heavily protected cruisers.","[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{""text"": ""Austro-Hungarian Navy"", ""value"": ""ORGANIZATION""}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],longer
83,"Major Larry G.Messinger, B-52 pilot, recalled,","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]",[{'Larry G.Messinger': 'PERSON'}],"The B-52 pilot, Major Larry G.Messinger, later recalled,","[{""text"": ""B-52"", ""value"": ""PRODUCT""}, {""text"": ""Larry G.Messinger"", ""value"": ""PERSON""}]","[{'B-52': 'PRODUCT'}, {'Larry G.Messinger': 'PERSON'}]",shorter
84,"He has caught the attention of CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera, and Hi-Fructose Magazine.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]",[],"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{""text"": ""CNN"", ""value"": ""ORGANIZATION""}, {""text"": ""The Huffington Post"", ""value"": ""ORGANIZATION""}, {""text"": ""Hypebeast"", ""value"": ""ORGANIZATION""}, {""text"": ""The Guardian"", ""value"": ""ORGANIZATION""}, {""text"": ""Juxtapoz Magazine"", ""value"": ""ORGANIZATION""}, {""text"": ""Daily Mail"", ""value"": ""ORGANIZATION""}, {""text"": ""NRDC"", ""value"": ""ORGANIZATION""}, {""text"": ""Aljazeera"", ""value"": ""ORGANIZATION""}, {""text"": ""Hi-Fructose Magazine"", ""value"": ""ORGANIZATION""}]","[{'CNN': 'ORGANIZATION'}, {'The Huffington Post': 'ORGANIZATION'}, {'Hypebeast': 'ORGANIZATION'}, {'The Guardian': 'ORGANIZATION'}, {'Juxtapoz Magazine': 'ORGANIZATION'}, {'Daily Mail, NRDC': 'ORGANIZATION'}, {'Aljazeera': 'ORGANIZATION'}, {'Hi-Fructose Magazine': 'ORGANIZATION'}]",shorter
85,"In the mid-'60s, Marek drove a unique DB5 extended 4'', and by 1998, a V8 unit powered an Aston Martin DB7.","[{'text': ""DB5 extended 4''"", 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': 'Aston Martin DB7', 'value': 'PRODUCT'}, {'text': 'V8 unit', 'value': 'PRODUCT'}]","[{'DB5': 'PRODUCT'}, {'Aston Martin DB7': 'PRODUCT'}]","A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","[{""text"": ""DB5"", ""value"": ""PRODUCT""}, {""text"": ""Marek"", ""value"": ""PERSON""}, {""text"": ""Aston Martin DB7"", ""value"": ""PRODUCT""}]","[{""DB5 extended 4''"": 'PRODUCT'}, {'Marek': 'PERSON'}, {'Aston Martin DB7': 'PRODUCT'}, {'V8 unit': 'PRODUCT'}]",shorter
